BOTTLE,20144104JOAExport,,,,,,,,,,,,,,,,,,,,,,,
# Exported from JOA (5.2.1 December 4, 2013) on 2014/11/04 09:40:42,,,,,,,,,,,,,,,,,,,,,,,
EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDTMP_FLAG_W,SALNITY,SALNITY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,PHSPHT,PHSPHT_FLAG_W
,,,,,,,,,,,,DBAR,C,,PSS,,UM/KG,,UM/KG,,UM/KG,,UM/KG,
           NA,WOA05_Beagle,3,1,-999,-99,-99,-2079,,-24.5,37.5,3193,125,19.742,0,35.406,0,183.346,0,5.762,0,4.159,0,0.4,0
           NA,WOA05_Beagle,3,1,-999,-99,-99,-2079,,-24.5,37.5,3193,150,18.63,0,35.43,0,182.337,0,6.662,0,4.915,0,0.451,0
           NA,WOA05_Beagle,3,1,-999,-99,-99,-2079,,-24.5,37.5,3193,200,16.776,0,35.451,0,184.265,0,8.812,0,6.642,0,0.589,0
           NA,WOA05_Beagle,3,1,-999,-99,-99,-2079,,-24.5,37.5,3193,250,15.506,0,35.415,0,191.755,0,8.015,0,7.305,0,0.662,0
           NA,WOA05_Beagle,3,1,-999,-99,-99,-2079,,-24.5,37.5,3193,300,14.428,0,35.353,0,196.592,0,8.49,0,8.8,0,0.752,0
           NA,WOA05_Beagle,3,1,-999,-99,-99,-2079,,-24.5,37.5,3193,400,12.786,0,35.201,0,203.01,0,8.844,0,10.549,0,0.879,0
           NA,WOA05_Beagle,3,1,-999,-99,-99,-2079,,-24.5,37.5,3193,500,11.47,0,35.035,0,210.092,0,9.068,0,12.821,0,0.998,0
           NA,WOA05_Beagle,3,1,-999,-99,-99,-2079,,-24.5,37.5,3193,600,10.248,0,34.881,0,207.28,0,12.101,0,17.548,0,1.302,0
           NA,WOA05_Beagle,3,1,-999,-99,-99,-2079,,-24.5,37.5,3193,700,8.979,0,34.744,0,184.188,0,17.802,0,21.266,0,1.534,0
           NA,WOA05_Beagle,3,1,-999,-99,-99,-2079,,-24.5,37.5,3193,800,7.834,0,34.646,0,177.295,0,25.322,0,25.541,0,1.747,0
           NA,WOA05_Beagle,3,1,-999,-99,-99,-2079,,-24.5,37.5,3193,900,6.514,0,34.613,0,169.894,0,36.49,0,27.375,0,1.938,0
           NA,WOA05_Beagle,3,1,-999,-99,-99,-2079,,-24.5,37.5,3193,1000,5.652,0,34.62,0,153.251,0,48.977,0,30.238,0,2.177,0
           NA,WOA05_Beagle,3,1,-999,-99,-99,-2079,,-24.5,37.5,3193,1100,5.019,0,34.646,0,149.237,0,58.081,0,31.621,0,2.257,0
           NA,WOA05_Beagle,3,1,-999,-99,-99,-2079,,-24.5,37.5,3193,1200,4.608,0,34.677,0,141.029,0,67.808,0,32.965,0,2.301,0
           NA,WOA05_Beagle,3,1,-999,-99,-99,-2079,,-24.5,37.5,3193,1300,4.172,0,34.688,0,142.747,0,72.427,0,33.135,0,2.335,0
           NA,WOA05_Beagle,3,1,-999,-99,-99,-2079,,-24.5,37.5,3193,1400,3.778,0,34.698,0,141.984,0,75.788,0,32.567,0,2.337,0
           NA,WOA05_Beagle,3,1,-999,-99,-99,-2079,,-24.5,37.5,3193,1500,3.44,0,34.708,0,146.754,0,77.068,0,33.121,0,2.255,0
           NA,WOA05_Beagle,3,1,-999,-99,-99,-2079,,-24.5,37.5,3193,1750,2.899,0,34.734,0,166.508,0,82.495,0,31.751,0,2.259,0
           NA,WOA05_Beagle,3,1,-999,-99,-99,-2079,,-24.5,37.5,3193,2000,2.591,0,34.764,0,174.717,0,74.725,0,28.855,0,2.024,0
           NA,WOA05_Beagle,3,1,-999,-99,-99,-2079,,-24.5,37.5,3193,2500,2.29,0,34.803,0,196.837,0,69.588,0,27.652,0,1.853,0
           NA,WOA05_Beagle,3,1,-999,-99,-99,-2079,,-24.5,37.5,3193,3000,1.906,0,34.806,0,217.408,0,74.855,0,26.901,0,1.903,0
           NA,WOA05_Beagle,3,1,-999,-99,-99,-2079,,-24.5,37.5,3193,3500,1.356,0,34.764,0,223.889,0,85.747,0,27.152,0,1.982,0
           NA,WOA05_Beagle,4,1,-999,-99,-99,-2079,,-24.5,38.5,3294,0,25.212,0,35.293,0,211.497,0,3.552,0,0.078,0,0.148,0
           NA,WOA05_Beagle,4,1,-999,-99,-99,-2079,,-24.5,38.5,3294,10,25.157,0,35.296,0,211.113,0,3.581,0,0.055,0,0.155,0
           NA,WOA05_Beagle,4,1,-999,-99,-99,-2079,,-24.5,38.5,3294,20,25.039,0,35.296,0,211.974,0,3.62,0,0.063,0,0.156,0
           NA,WOA05_Beagle,4,1,-999,-99,-99,-2079,,-24.5,38.5,3294,30,24.848,0,35.297,0,212.036,0,3.845,0,0.121,0,0.157,0
           NA,WOA05_Beagle,4,1,-999,-99,-99,-2079,,-24.5,38.5,3294,50,23.972,0,35.304,0,211.317,0,4.038,0,0.235,0,0.178,0
           NA,WOA05_Beagle,4,1,-999,-99,-99,-2079,,-24.5,38.5,3294,75,22.505,0,35.33,0,203.316,0,4.726,0,1.142,0,0.25,0
           NA,WOA05_Beagle,4,1,-999,-99,-99,-2079,,-24.5,38.5,3294,100,21.033,0,35.369,0,188.821,0,4.991,0,2.979,0,0.342,0
           NA,WOA05_Beagle,4,1,-999,-99,-99,-2079,,-24.5,38.5,3294,125,19.71,0,35.411,0,183.465,0,5.815,0,4.063,0,0.412,0
           NA,WOA05_Beagle,4,1,-999,-99,-99,-2079,,-24.5,38.5,3294,150,18.626,0,35.441,0,182.353,0,6.641,0,4.953,0,0.465,0
           NA,WOA05_Beagle,4,1,-999,-99,-99,-2079,,-24.5,38.5,3294,200,16.81,0,35.463,0,187.05,0,8.392,0,6.2,0,0.591,0
           NA,WOA05_Beagle,4,1,-999,-99,-99,-2079,,-24.5,38.5,3294,250,15.521,0,35.426,0,193.016,0,7.781,0,7.051,0,0.67,0
           NA,WOA05_Beagle,4,1,-999,-99,-99,-2079,,-24.5,38.5,3294,300,14.436,0,35.361,0,197.362,0,8.244,0,8.652,0,0.756,0
           NA,WOA05_Beagle,4,1,-999,-99,-99,-2079,,-24.5,38.5,3294,400,12.794,0,35.204,0,205.811,0,8.601,0,10.331,0,0.87,0
           NA,WOA05_Beagle,4,1,-999,-99,-99,-2079,,-24.5,38.5,3294,500,11.473,0,35.035,0,211.176,0,9.356,0,12.623,0,1.006,0
           NA,WOA05_Beagle,4,1,-999,-99,-99,-2079,,-24.5,38.5,3294,600,10.221,0,34.88,0,207.922,0,11.721,0,17.018,0,1.245,0
           NA,WOA05_Beagle,4,1,-999,-99,-99,-2079,,-24.5,38.5,3294,700,8.96,0,34.745,0,186.218,0,17.271,0,21.023,0,1.475,0
           NA,WOA05_Beagle,4,1,-999,-99,-99,-2079,,-24.5,38.5,3294,800,7.807,0,34.649,0,178.633,0,24.538,0,25.365,0,1.718,0
           NA,WOA05_Beagle,4,1,-999,-99,-99,-2079,,-24.5,38.5,3294,900,6.585,0,34.615,0,169.004,0,36.175,0,27.147,0,1.926,0
           NA,WOA05_Beagle,4,1,-999,-99,-99,-2079,,-24.5,38.5,3294,1000,5.759,0,34.623,0,152.448,0,48.957,0,30.477,0,2.167,0
           NA,WOA05_Beagle,4,1,-999,-99,-99,-2079,,-24.5,38.5,3294,1100,5.158,0,34.651,0,147.022,0,58.013,0,31.56,0,2.255,0
           NA,WOA05_Beagle,4,1,-999,-99,-99,-2079,,-24.5,38.5,3294,1200,4.707,0,34.679,0,139.292,0,67.82,0,33.142,0,2.319,0
           NA,WOA05_Beagle,4,1,-999,-99,-99,-2079,,-24.5,38.5,3294,1300,4.292,0,34.694,0,140.353,0,73.18,0,33.402,0,2.34,0
           NA,WOA05_Beagle,4,1,-999,-99,-99,-2079,,-24.5,38.5,3294,1400,3.897,0,34.7,0,139.686,0,76.271,0,32.572,0,2.337,0
           NA,WOA05_Beagle,4,1,-999,-99,-99,-2079,,-24.5,38.5,3294,1500,3.534,0,34.709,0,145.743,0,77.856,0,33.427,0,2.258,0
           NA,WOA05_Beagle,4,1,-999,-99,-99,-2079,,-24.5,38.5,3294,1750,2.956,0,34.732,0,165.605,0,83.431,0,31.896,0,2.275,0
           NA,WOA05_Beagle,4,1,-999,-99,-99,-2079,,-24.5,38.5,3294,2000,2.634,0,34.759,0,171.755,0,75.3,0,28.634,0,2.055,0
           NA,WOA05_Beagle,4,1,-999,-99,-99,-2079,,-24.5,38.5,3294,2500,2.299,0,34.8,0,196.285,0,71.066,0,27.544,0,1.881,0
           NA,WOA05_Beagle,4,1,-999,-99,-99,-2079,,-24.5,38.5,3294,3000,1.917,0,34.804,0,214.949,0,77.864,0,27.605,0,1.908,0
           NA,WOA05_Beagle,4,1,-999,-99,-99,-2079,,-24.5,38.5,3294,3500,1.384,0,34.764,0,222.282,0,86.989,0,27.334,0,1.98,0
           NA,WOA05_Beagle,5,1,-999,-99,-99,-2079,,-24.5,39.5,3408,0,25.143,0,35.291,0,211.637,0,3.512,0,0.065,0,0.153,0
           NA,WOA05_Beagle,5,1,-999,-99,-99,-2079,,-24.5,39.5,3408,10,25.099,0,35.289,0,211.036,0,3.567,0,0.053,0,0.168,0
           NA,WOA05_Beagle,5,1,-999,-99,-99,-2079,,-24.5,39.5,3408,20,24.98,0,35.288,0,211.731,0,3.645,0,0.062,0,0.164,0
           NA,WOA05_Beagle,5,1,-999,-99,-99,-2079,,-24.5,39.5,3408,30,24.806,0,35.29,0,211.96,0,3.826,0,0.09,0,0.163,0
           NA,WOA05_Beagle,5,1,-999,-99,-99,-2079,,-24.5,39.5,3408,50,23.89,0,35.297,0,211.627,0,3.961,0,0.197,0,0.18,0
           NA,WOA05_Beagle,5,1,-999,-99,-99,-2079,,-24.5,39.5,3408,75,22.38,0,35.327,0,203.859,0,4.689,0,1.14,0,0.252,0
           NA,WOA05_Beagle,5,1,-999,-99,-99,-2079,,-24.5,39.5,3408,100,20.914,0,35.372,0,188.945,0,5.095,0,2.916,0,0.347,0
           NA,WOA05_Beagle,5,1,-999,-99,-99,-2079,,-24.5,39.5,3408,125,19.613,0,35.418,0,183.76,0,5.753,0,3.853,0,0.417,0
           NA,WOA05_Beagle,5,1,-999,-99,-99,-2079,,-24.5,39.5,3408,150,18.559,0,35.454,0,182.649,0,6.587,0,4.826,0,0.469,0
           NA,WOA05_Beagle,5,1,-999,-99,-99,-2079,,-24.5,39.5,3408,200,16.794,0,35.478,0,189.655,0,8.046,0,5.691,0,0.583,0
           NA,WOA05_Beagle,5,1,-999,-99,-99,-2079,,-24.5,39.5,3408,250,15.493,0,35.439,0,195.093,0,7.512,0,6.644,0,0.667,0
           NA,WOA05_Beagle,5,1,-999,-99,-99,-2079,,-24.5,39.5,3408,300,14.394,0,35.369,0,199.13,0,8.042,0,8.431,0,0.747,0
           NA,WOA05_Beagle,5,1,-999,-99,-99,-2079,,-24.5,39.5,3408,400,12.75,0,35.204,0,208.363,0,8.513,0,10.123,0,0.86,0
           NA,WOA05_Beagle,5,1,-999,-99,-99,-2079,,-24.5,39.5,3408,500,11.413,0,35.03,0,212.422,0,9.542,0,12.469,0,1.013,0
           NA,WOA05_Beagle,5,1,-999,-99,-99,-2079,,-24.5,39.5,3408,600,10.107,0,34.87,0,208.442,0,11.626,0,16.692,0,1.206,0
           NA,WOA05_Beagle,5,1,-999,-99,-99,-2079,,-24.5,39.5,3408,700,8.826,0,34.736,0,187.268,0,17.185,0,21.1,0,1.441,0
           NA,WOA05_Beagle,5,1,-999,-99,-99,-2079,,-24.5,39.5,3408,800,7.646,0,34.645,0,179.317,0,24.887,0,25.474,0,1.711,0
           NA,WOA05_Beagle,5,1,-999,-99,-99,-2079,,-24.5,39.5,3408,900,6.542,0,34.616,0,167.507,0,36.988,0,27.29,0,1.93,0
           NA,WOA05_Beagle,5,1,-999,-99,-99,-2079,,-24.5,39.5,3408,1000,5.773,0,34.628,0,150.026,0,49.92,0,30.669,0,2.158,0
           NA,WOA05_Beagle,5,1,-999,-99,-99,-2079,,-24.5,39.5,3408,1100,5.204,0,34.659,0,144.683,0,58.684,0,31.7,0,2.249,0
           NA,WOA05_Beagle,5,1,-999,-99,-99,-2079,,-24.5,39.5,3408,1200,4.748,0,34.686,0,136.853,0,68.527,0,33.389,0,2.326,0
           NA,WOA05_Beagle,5,1,-999,-99,-99,-2079,,-24.5,39.5,3408,1300,4.355,0,34.703,0,138.458,0,74.21,0,33.636,0,2.337,0
           NA,WOA05_Beagle,5,1,-999,-99,-99,-2079,,-24.5,39.5,3408,1400,3.97,0,34.707,0,137.444,0,76.875,0,32.735,0,2.329,0
