EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,SF6,SF6_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W
,,,,,,,,,,,,DB,ITS-90,PSS-78,,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PMOL/KG,,PMOL/KG,,,,UMOL/KG,,UMOL/KG,
 49NZ20031209,     I03,538,1,28,12016,2,20031225,317,-20.3652,58.01,2630,500,11.4032,35.0183,2,35.0194,2,218.6,1,226.31,2,4.43,2,-999,3,0,2,0.9,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,538,1,27,12012,2,20031225,317,-20.3652,58.01,2630,599.2,10.2973,34.8548,2,34.8568,2,216.1,1,223.86,2,5.9,2,-999,3,0.01,2,1.08,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,538,1,26,12014,2,20031225,317,-20.3652,58.01,2630,700.4,9.1091,34.6958,2,34.6947,2,211.05,1,218.4,2,8.6,2,-999,3,0.01,2,1.31,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,538,1,25,12013,2,20031225,317,-20.3652,58.01,2630,799.8,7.3064,34.5392,2,34.5365,2,186.32,1,192.81,2,20.02,2,-999,3,0,2,1.74,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,538,1,24,12048,2,20031225,317,-20.3652,58.01,2630,900,5.8992,34.4787,2,34.4804,2,168.15,1,173.65,2,34.85,2,-999,3,0,2,2.07,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,538,1,23,12047,2,20031225,317,-20.3652,58.01,2630,1002.4,5.0451,34.5307,2,34.5326,2,144.35,1,148.32,2,55.46,2,-999,3,0.01,2,2.33,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,538,1,22,12046,2,20031225,317,-20.3652,58.01,2630,1200.8,4.3564,34.5981,2,34.5985,2,131.1,1,134.78,2,73.25,2,-999,3,0,2,2.46,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,538,1,21,12045,2,20031225,317,-20.3652,58.01,2630,1401.8,3.5454,34.6531,2,34.6533,2,137.82,1,141.8,2,84.91,2,-999,3,0.01,2,2.45,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,538,1,20,12044,2,20031225,317,-20.3652,58.01,2630,1600.1,2.9219,34.6822,2,34.6822,2,149.79,1,154.35,2,91.9,2,-999,3,0,2,2.4,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,538,1,19,12043,2,20031225,317,-20.3652,58.01,2630,1800.2,2.6266,34.7009,2,34.7008,2,154.7,1,159.46,2,97.23,2,-999,3,0.01,2,2.38,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,538,1,18,12042,2,20031225,317,-20.3652,58.01,2630,2002.1,2.3431,34.7179,2,34.7182,2,158.7,1,163.52,2,104.27,2,-999,3,0,2,2.37,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,538,1,17,12041,2,20031225,317,-20.3652,58.01,2630,2201.5,2.1284,34.7285,2,34.7285,2,160.12,1,164.67,2,111.21,2,-999,3,0.01,2,2.38,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,538,1,16,12040,2,20031225,317,-20.3652,58.01,2630,2402.2,1.9949,34.73,2,34.7301,2,161.75,1,165.96,2,115.62,2,-999,3,0.01,2,2.38,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,538,1,15,12039,2,20031225,317,-20.3652,58.01,2630,2588.8,1.9118,34.7316,2,34.7318,2,162.81,1,166.56,2,118.44,2,-999,3,0.01,2,2.38,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,537,1,36,12024,2,20031225,643,-20.354,58.1483,4333,10.5,26.7771,35.0503,2,35.0518,2,196.27,1,205.31,2,-999,3,0.01,2,0.01,2,0.12,2,1.673,2,1.046,2,-999,9,1973.3,2,2295.5,2
 49NZ20031209,     I03,537,1,35,12023,2,20031225,643,-20.354,58.1483,4333,51.6,25.2971,34.975,2,34.9751,2,206.18,1,215.39,2,-999,3,-0.01,2,0,2,0.12,2,1.805,2,1.101,2,-999,9,1968.2,2,2287.7,2
 49NZ20031209,     I03,537,1,34,12022,2,20031225,643,-20.354,58.1483,4333,101.1,22.7464,35.1159,2,35.1122,2,204.54,1,214.1,2,-999,3,-0.02,2,0,2,0.15,2,1.895,2,1.169,2,-999,9,1985,2,2297.9,6
 49NZ20031209,     I03,537,1,33,12015,2,20031225,643,-20.354,58.1483,4333,151.5,21.2354,35.3902,2,35.3903,2,180.25,1,188.38,2,-999,3,2.82,2,0.04,2,0.33,2,1.946,2,1.183,2,-999,9,2031.8,2,2314,2
 49NZ20031209,     I03,537,1,32,12020,2,20031225,643,-20.354,58.1483,4333,202.9,19.4184,35.6345,2,35.636,2,173.2,1,180.37,2,-999,3,4.48,2,0.01,2,0.44,2,2.07,2,1.227,2,-999,9,2071.6,2,2329.7,2
 49NZ20031209,     I03,537,1,31,12019,2,20031225,643,-20.354,58.1483,4333,249.8,18.1176,35.7498,2,35.7485,2,191.26,1,199.25,2,-999,3,3.12,2,0.01,2,0.37,2,2.272,6,1.344,6,-999,9,2079.4,2,2343.8,2
 49NZ20031209,     I03,537,1,30,12018,2,20031225,643,-20.354,58.1483,4333,301.5,16.4198,35.6839,2,35.6858,2,198.14,1,206.21,2,-999,3,3.89,2,0.01,2,0.43,2,2.508,2,1.437,2,-999,9,2092.4,2,2336.5,2
 49NZ20031209,     I03,537,1,29,12021,2,20031225,643,-20.354,58.1483,4333,401.8,13.5836,35.345,2,35.3442,2,208.44,1,216.51,2,-999,3,7.84,2,0.01,2,0.66,2,2.803,2,1.554,2,-999,9,2106.9,2,2319,2
 49NZ20031209,     I03,537,1,28,12016,2,20031225,643,-20.354,58.1483,4333,502.5,11.5125,35.0348,2,35.0375,2,217.88,1,226.41,2,-999,3,11.72,2,0,2,0.89,2,3.048,2,1.614,2,-999,9,2114.9,2,2308.2,2
 49NZ20031209,     I03,537,1,27,12012,2,20031225,643,-20.354,58.1483,4333,601.6,10.262,34.8454,2,34.8452,2,221.25,1,229.97,2,-999,3,14.46,2,0,2,1.06,2,3.005,2,1.616,2,-999,9,2120,2,2297.5,2
 49NZ20031209,     I03,537,1,26,12014,2,20031225,643,-20.354,58.1483,4333,702.2,8.782,34.6602,2,34.662,2,206.04,1,214.94,2,-999,3,19.63,2,0,2,1.38,2,2.333,2,1.266,2,-999,9,2137.7,6,2287.9,2
 49NZ20031209,     I03,537,1,25,12013,2,20031225,643,-20.354,58.1483,4333,803,7.2806,34.5341,2,34.532,2,186.15,1,192.78,2,-999,3,25.44,2,0,2,1.76,2,1.3,2,0.698,2,-999,9,2167.7,2,2291.8,6
 49NZ20031209,     I03,537,1,24,12048,2,20031225,643,-20.354,58.1483,4333,902.8,5.9535,34.4795,2,34.4796,2,168.64,1,175.38,2,-999,3,29.62,2,0,2,2.05,2,0.641,2,0.403,2,-999,9,2193.8,2,2300,2
 49NZ20031209,     I03,537,1,1,12025,2,20031225,643,-20.354,58.1483,4333,1003.9,5.0065,34.4908,2,34.4899,2,152.1,1,157.78,2,-999,3,32.75,2,-0.01,2,2.29,2,0.306,6,0.177,6,-999,9,2224.1,2,2313.8,2
 49NZ20031209,     I03,537,1,22,12046,2,20031225,643,-20.354,58.1483,4333,1202.9,4.3899,34.598,2,34.598,2,127.89,1,132.61,2,-999,3,34.97,2,0.01,2,2.48,2,0.055,2,0.036,2,-999,9,2261.1,2,2341.9,2
 49NZ20031209,     I03,537,1,21,12045,2,20031225,643,-20.354,58.1483,4333,1403,3.5242,34.6294,2,34.6294,2,138.96,1,144.23,2,-999,3,34.74,2,-0.01,2,2.45,2,0.02,2,0.012,2,-999,9,2268.2,2,2348.9,2
 49NZ20031209,     I03,537,1,20,12044,2,20031225,643,-20.354,58.1483,4333,1601.2,2.9815,34.6572,2,34.6572,2,150.2,1,156.55,2,-999,3,34.06,2,0,2,2.4,2,0.02,2,0.009,2,-999,9,2266.8,2,2350,2
 49NZ20031209,     I03,537,1,19,12043,2,20031225,643,-20.354,58.1483,4333,1802,2.5906,34.6968,2,34.6964,2,155.94,1,162.62,2,-999,3,33.52,2,-0.01,2,2.36,2,0,2,0.002,2,-999,9,2272,2,2359,2
 49NZ20031209,     I03,537,1,18,12042,2,20031225,643,-20.354,58.1483,4333,2001.2,2.3334,34.7202,2,34.7196,2,157.45,1,164.45,2,-999,3,33.57,2,-0.01,2,2.36,2,-0.001,2,-0.002,2,-999,9,2277.9,2,2374,2
 49NZ20031209,     I03,537,1,17,12041,2,20031225,643,-20.354,58.1483,4333,2201.6,2.165,34.7291,2,34.7294,2,157.76,1,164.76,2,-999,3,33.73,2,-0.01,2,2.37,2,-0.005,2,0,2,-999,9,2285.6,2,2381.3,2
 49NZ20031209,     I03,537,1,16,12040,2,20031225,643,-20.354,58.1483,4333,2401.7,2.0627,34.7327,2,34.7325,2,157.77,1,164.77,2,-999,3,33.88,2,0.01,2,2.38,2,-0.002,2,0.002,2,-999,9,2288.3,6,2386.4,2
 49NZ20031209,     I03,537,1,15,12039,2,20031225,643,-20.354,58.1483,4333,2599.6,1.9597,34.7348,2,34.7351,2,157.87,1,164.46,2,-999,3,34.07,2,0,2,2.39,2,0.004,2,0.005,2,-999,9,2293.9,2,2385,6
 49NZ20031209,     I03,537,1,14,12038,2,20031225,643,-20.354,58.1483,4333,2801.7,1.8604,34.7345,2,34.7347,2,159.28,1,166.03,2,-999,3,34.17,2,0,2,2.4,2,0.003,2,0.001,2,-999,9,2294.2,2,2390.3,2
 49NZ20031209,     I03,537,1,13,12037,2,20031225,643,-20.354,58.1483,4333,2999.7,1.7961,34.7332,2,34.7332,2,161.36,1,167.95,2,-999,3,34.13,2,-0.01,2,2.39,2,0.005,2,-0.001,2,-999,9,2294.9,2,2391.4,2
 49NZ20031209,     I03,537,1,12,12036,2,20031225,643,-20.354,58.1483,4333,3250.6,1.6335,34.727,2,34.7265,2,168.87,1,175.52,2,-999,3,33.71,2,0.01,2,2.35,2,-0.006,2,-0.004,2,-999,9,2290.2,2,2388.8,2
 49NZ20031209,     I03,537,1,11,12035,2,20031225,643,-20.354,58.1483,4333,3500.8,1.5518,34.7244,2,34.7244,2,172.83,1,179.37,2,-999,3,33.67,2,-0.01,2,2.35,2,-0.002,2,0.001,2,-999,9,2288.1,2,2382,2
 49NZ20031209,     I03,537,1,10,12034,2,20031225,643,-20.354,58.1483,4333,3751.1,1.447,34.7216,2,34.721,2,177.62,1,183.95,2,-999,3,33.55,2,-0.01,2,2.34,2,0.002,2,-0.001,2,-999,9,2283,2,2385.6,2
 49NZ20031209,     I03,537,1,9,12033,2,20031225,643,-20.354,58.1483,4333,4001.1,1.3252,34.7175,2,34.7176,2,183.65,1,189.63,2,-999,3,33.23,2,0,2,2.32,2,0.001,2,-0.001,2,-999,9,2278.1,2,2381.5,2
 49NZ20031209,     I03,537,1,8,12032,2,20031225,643,-20.354,58.1483,4333,4251.3,1.2498,34.7149,2,34.7149,2,188.09,1,193.33,2,-999,3,33.14,2,-0.01,2,2.31,2,0.007,2,0,2,-999,9,2276.6,6,2373.7,2
 49NZ20031209,     I03,537,1,23,12047,2,20031225,643,-20.354,58.1483,4333,4251.9,1.2494,34.7148,2,34.7153,2,188.06,1,193.39,2,-999,3,33.1,2,-0.01,2,2.3,2,0.011,2,0.006,2,-999,9,2277.4,2,2374.3,2
 49NZ20031209,     I03,537,1,7,12031,2,20031225,643,-20.354,58.1483,4333,4398.9,1.1933,34.7127,2,34.7127,2,191.69,1,196.22,2,-999,3,33.01,2,0.01,2,2.3,2,0.02,2,0.006,2,-999,9,2274.9,2,2371.1,6
 49NZ20031209,     I03,536,1,36,12024,2,20031225,1151,-20.3587,58.6153,4540,9.6,26.997,35.167,2,35.17,2,195.99,1,204.57,2,2.07,2,-0.03,2,0.01,2,0.11,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,536,1,35,12023,2,20031225,1151,-20.3587,58.6153,4540,49.7,23.2819,35.1722,2,35.1729,2,216.21,1,225.72,2,2.1,2,-0.05,2,0.01,2,0.14,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,536,1,34,12022,2,20031225,1151,-20.3587,58.6153,4540,101.5,21.6841,35.3661,2,35.3671,2,211.94,1,221.11,2,2.06,2,-0.05,2,0.01,2,0.13,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,536,1,33,12015,2,20031225,1151,-20.3587,58.6153,4540,152.8,21.1402,35.4293,2,35.4291,2,203.93,1,212.72,2,2.16,2,0.02,2,0.05,2,0.16,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,536,1,32,12020,2,20031225,1151,-20.3587,58.6153,4540,201,19.9971,35.6838,2,35.6835,2,186.98,1,194.71,2,2.96,2,2.18,2,0.03,2,0.29,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,536,1,31,12019,2,20031225,1151,-20.3587,58.6153,4540,252.1,18.1564,35.7348,2,35.7346,2,196.27,1,204.21,2,2.92,2,2.56,2,-999,4,0.32,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,536,1,30,12018,2,20031225,1151,-20.3587,58.6153,4540,301.2,16.2118,35.6178,2,35.6169,2,187.68,1,194.97,2,4.86,2,5.7,2,-999,4,0.54,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,536,1,29,12021,2,20031225,1151,-20.3587,58.6153,4540,401.2,13.6097,35.3155,2,35.3185,2,195.32,1,202.27,2,6.17,2,9.47,2,0.01,2,0.77,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,536,1,28,12016,2,20031225,1151,-20.3587,58.6153,4540,500.4,11.7253,35.0658,2,35.0654,2,211.57,1,219.35,2,5.23,2,11.97,2,0.01,2,0.91,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,536,1,27,12012,2,20031225,1151,-20.3587,58.6153,4540,601.4,10.194,34.8363,2,34.8367,2,220.3,1,228.99,2,4.94,2,14.81,2,0.01,2,1.07,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,536,1,26,12014,2,20031225,1151,-20.3587,58.6153,4540,701.4,9.1085,34.6849,2,34.6843,2,215.37,1,224.09,2,7.03,2,18.18,2,0,2,1.29,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,536,1,25,12013,2,20031225,1151,-20.3587,58.6153,4540,801.8,7.4155,34.5368,2,34.5348,2,189.28,1,196.14,2,18.23,2,24.94,2,0.01,2,1.72,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,536,1,24,12048,2,20031225,1151,-20.3587,58.6153,4540,901.1,6.0557,34.5125,2,34.5161,2,160.36,1,165.08,2,38.18,2,30.29,2,0,2,2.11,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,536,1,23,12047,2,20031225,1151,-20.3587,58.6153,4540,1001.4,5.1945,34.5524,2,34.554,2,136.17,1,140.76,2,58.21,2,33.54,2,0.01,2,2.37,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,536,1,22,12046,2,20031225,1151,-20.3587,58.6153,4540,1201.2,4.3546,34.6318,2,34.6318,2,122.65,1,126.76,2,79.43,2,35.24,2,0.01,2,2.51,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,536,1,21,12045,2,20031225,1151,-20.3587,58.6153,4540,1400.6,3.5781,34.6599,2,34.6601,2,133.4,1,138.27,2,87.28,2,34.93,2,0.01,2,2.47,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,536,1,20,12044,2,20031225,1151,-20.3587,58.6153,4540,1600.2,2.8197,34.6796,2,34.6796,2,151.34,1,157.68,2,91.77,2,34,2,0,2,2.39,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,536,1,19,12043,2,20031225,1151,-20.3587,58.6153,4540,1801.3,2.4976,34.7085,2,34.7085,2,154.9,1,161.81,2,100.22,2,33.78,2,0,2,2.37,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,536,1,18,12042,2,20031225,1151,-20.3587,58.6153,4540,2000.9,2.3024,34.7227,2,34.7228,2,157.58,1,164.8,2,104.89,2,33.7,2,0,2,2.36,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,536,1,17,12041,2,20031225,1151,-20.3587,58.6153,4540,2201.9,2.074,34.7294,2,34.7284,2,158.06,1,165.24,2,113.02,2,33.93,2,0,2,2.37,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,536,1,16,12040,2,20031225,1151,-20.3587,58.6153,4540,2402,1.9686,34.7313,2,34.7313,2,159.08,1,166.17,2,116.53,2,33.98,2,0,2,2.38,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,536,1,15,12039,2,20031225,1151,-20.3587,58.6153,4540,2602,1.8583,34.7272,2,34.7273,2,163.2,1,170.75,2,117.35,2,33.88,2,0,2,2.37,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,536,1,14,12038,2,20031225,1151,-20.3587,58.6153,4540,2802.4,1.7805,34.7274,2,34.7271,2,164.78,1,172.19,2,119.35,2,33.86,2,0,2,2.36,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,536,1,13,12037,2,20031225,1151,-20.3587,58.6153,4540,3001.4,1.734,34.7283,2,34.7274,2,165.61,1,172.87,2,121.11,2,33.87,2,0,2,2.37,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,536,1,12,12036,2,20031225,1151,-20.3587,58.6153,4540,3250.4,1.6403,34.727,2,34.7263,2,168.63,1,175.64,2,122.91,2,33.81,2,0,2,2.35,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,536,1,11,12035,2,20031225,1151,-20.3587,58.6153,4540,3499.9,1.5575,34.724,2,34.7233,2,173.12,1,180.12,2,122.93,2,33.59,2,0.01,2,2.34,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,536,1,10,12034,2,20031225,1151,-20.3587,58.6153,4540,3750.6,1.4574,34.7209,2,34.721,2,177.82,1,184.5,2,123.39,2,33.47,2,0,2,2.32,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,536,1,9,12033,2,20031225,1151,-20.3587,58.6153,4540,4000.2,1.304,34.717,2,34.7171,2,184.18,1,190.57,2,124.22,2,33.33,2,0,2,2.31,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,536,1,8,12032,2,20031225,1151,-20.3587,58.6153,4540,4249.8,1.2406,34.7148,2,34.7149,2,187.9,1,193.64,2,124.47,2,33.23,2,0,2,2.3,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,536,1,7,12031,2,20031225,1151,-20.3587,58.6153,4540,4602.3,1.2355,34.7134,2,34.7134,2,191.45,1,195.39,2,124.67,2,33.11,2,0.01,2,2.29,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,535,1,36,12024,2,20031225,1733,-20.38,59.2275,4777,9.9,27.141,34.9681,2,34.9701,2,194.42,1,203.14,2,1.75,2,-0.02,2,0,2,0.14,2,1.745,2,1.013,2,-999,9,1964.5,2,2281.2,2
 49NZ20031209,     I03,535,1,35,12023,2,20031225,1733,-20.38,59.2275,4777,50.2,25.2417,35.0622,2,35.0651,2,206.64,1,215.98,2,2.04,2,-0.04,2,0.01,2,0.1,2,1.989,2,1.106,2,-999,9,1973.4,6,2294.7,2
 49NZ20031209,     I03,535,1,34,12022,2,20031225,1733,-20.38,59.2275,4777,99.6,22.2288,35.3074,2,35.308,2,215.37,1,224.94,2,2.07,2,-0.04,2,0,2,0.11,2,2.165,2,1.211,2,-999,9,1990.4,2,2306.3,6
 49NZ20031209,     I03,535,1,33,12015,2,20031225,1733,-20.38,59.2275,4777,150.6,20.9146,35.4452,2,35.4409,2,180.26,1,187.87,2,3.66,2,2.91,2,0.08,2,0.32,2,2.117,2,1.202,2,-999,9,2038.5,2,2312.5,2
 49NZ20031209,     I03,535,1,32,12020,2,20031225,1733,-20.38,59.2275,4777,202.9,19.2109,35.679,2,35.666,2,175.9,1,181.66,2,4.5,2,4.4,2,0.01,2,0.41,2,2.263,2,1.264,2,-999,9,2073.6,2,2335.5,2
 49NZ20031209,     I03,535,1,31,12019,2,20031225,1733,-20.38,59.2275,4777,249.2,17.9026,35.7454,2,35.7438,2,185.3,1,193.14,2,3.76,2,3.97,2,0.01,2,0.41,2,2.447,6,1.357,6,-999,9,2085.9,2,2338,2
 49NZ20031209,     I03,535,1,30,12018,2,20031225,1733,-20.38,59.2275,4777,300.8,15.9224,35.5988,2,35.5986,2,191.34,1,199.26,2,4.42,2,5.57,2,0.02,2,0.52,2,2.568,2,1.389,2,-999,9,2100.5,2,2329.8,2
 49NZ20031209,     I03,535,1,29,12021,2,20031225,1733,-20.38,59.2275,4777,402.6,13.3548,35.3157,2,35.3148,2,211.76,1,219.87,2,3.19,2,7.94,2,0,2,0.66,2,3.065,2,1.612,2,-999,9,2107.4,2,2312.8,2
 49NZ20031209,     I03,535,1,28,12016,2,20031225,1733,-20.38,59.2275,4777,500.4,11.5224,35.0409,2,35.0388,2,221.07,1,229.53,2,3.65,2,11.25,2,0.01,2,0.87,2,3.226,2,1.642,2,-999,9,2111.4,2,2300.6,2
 49NZ20031209,     I03,535,1,27,12012,2,20031225,1733,-20.38,59.2275,4777,600.7,10.1485,34.8317,2,34.8285,2,218.32,1,226.54,2,5.27,2,14.99,2,0.01,2,1.1,2,3.111,2,1.535,2,-999,9,2121.9,2,2293.3,2
 49NZ20031209,     I03,535,1,26,12014,2,20031225,1733,-20.38,59.2275,4777,700.4,9.2511,34.7161,2,34.7123,2,207.12,1,214.73,2,8.93,2,18.45,2,0,2,1.32,2,2.656,2,1.303,2,-999,9,2133.8,6,2286.7,2
 49NZ20031209,     I03,535,1,25,12013,2,20031225,1733,-20.38,59.2275,4777,802.6,7.6889,34.5737,2,34.5737,2,186.88,1,194.23,2,18.1,2,24.1,2,0.01,2,1.69,2,1.639,2,0.784,2,-999,9,2160.6,2,2291.3,6
 49NZ20031209,     I03,535,1,24,12048,2,20031225,1733,-20.38,59.2275,4777,901.8,6.0865,34.4988,2,34.4999,2,166.08,1,172.18,2,34.65,2,29.46,2,0.01,2,2.06,2,0.743,2,0.339,2,-999,9,2195.6,2,2297.5,2
 49NZ20031209,     I03,535,1,3,12027,2,20031225,1733,-20.38,59.2275,4777,1002.3,5.1425,34.5327,2,-999,3,141.81,1,147.39,2,55.1,2,32.98,2,0.01,2,2.34,2,-999,9,-999,9,-999,9,2229.5,2,2321.7,2
 49NZ20031209,     I03,535,1,23,12047,2,20031225,1733,-20.38,59.2275,4777,1002.5,5.1447,34.533,2,34.5345,2,141.78,1,146.57,2,55.59,2,33.1,2,0,2,2.34,2,0.247,6,0.113,6,-999,9,2232.5,2,2317.8,2
 49NZ20031209,     I03,535,1,1,12025,2,20031225,1733,-20.38,59.2275,4777,1199.7,4.3487,34.6351,2,34.6342,2,122.59,1,126.8,2,79.55,2,35.08,2,0.01,2,2.51,2,0.045,2,0.017,2,-999,9,2266.1,2,2344.4,2
 49NZ20031209,     I03,535,1,21,12045,2,20031225,1733,-20.38,59.2275,4777,1400.8,3.6028,34.6685,2,34.6686,2,131.39,1,136.6,2,88.64,2,34.91,2,-0.01,2,2.48,2,0.015,2,0.006,2,-999,9,2274.3,2,2358.1,2
 49NZ20031209,     I03,535,1,20,12044,2,20031225,1733,-20.38,59.2275,4777,1599.2,3.0541,34.6839,2,34.6838,2,143.26,1,149.06,2,93.08,2,34.32,2,0.01,2,2.43,2,0.004,2,0,2,-999,9,2274.1,2,2362.5,2
 49NZ20031209,     I03,535,1,19,12043,2,20031225,1733,-20.38,59.2275,4777,1800.7,2.6041,34.7016,2,34.7018,2,152.93,1,159.75,2,98.02,2,33.77,2,0.01,2,2.38,2,0.01,2,0,2,-999,9,2275.6,2,2363.3,2
 49NZ20031209,     I03,535,1,18,12042,2,20031225,1733,-20.38,59.2275,4777,2000.8,2.3012,34.7196,2,34.7196,2,156.75,1,164.1,2,105.03,2,33.63,2,-0.01,2,2.36,2,-0.002,2,-0.007,2,-999,9,2280,2,2368.8,2
 49NZ20031209,     I03,535,1,17,12041,2,20031225,1733,-20.38,59.2275,4777,2200.8,2.1526,34.7266,2,34.7264,2,157.92,1,165.42,2,110.01,2,33.67,2,0,2,2.36,2,0.004,2,-0.004,2,-999,9,2284.1,2,2380.8,2
 49NZ20031209,     I03,535,1,16,12040,2,20031225,1733,-20.38,59.2275,4777,2400.7,1.9975,34.7262,2,34.7259,2,160.77,1,168.47,2,113.38,2,33.66,2,-0.01,2,2.36,2,-0.004,2,0.001,2,-999,9,2283.9,6,2382.2,2
 49NZ20031209,     I03,535,1,15,12039,2,20031225,1733,-20.38,59.2275,4777,2599.5,1.8916,34.7274,2,34.7273,2,162.39,1,170.4,2,116.05,2,33.68,2,0,2,2.36,2,-0.005,2,0.008,2,-999,9,2286.3,2,2383.1,6
 49NZ20031209,     I03,535,1,14,12038,2,20031225,1733,-20.38,59.2275,4777,2800.6,1.778,34.7265,2,34.7266,2,165.37,1,173.39,2,118.09,2,33.61,2,0.01,2,2.35,2,-0.007,2,0.002,2,-999,9,2287.6,2,2387.2,2
 49NZ20031209,     I03,535,1,13,12037,2,20031225,1733,-20.38,59.2275,4777,3000.6,1.7145,34.7271,2,34.7273,2,166.25,1,174.26,2,120.54,2,33.68,2,0.01,2,2.36,2,-999,5,-999,5,-999,9,2288.6,2,2387,2
 49NZ20031209,     I03,535,1,12,12036,2,20031225,1733,-20.38,59.2275,4777,3249.8,1.6054,34.7243,2,34.7239,2,170.71,1,178.79,2,121.11,2,33.32,2,0,2,2.33,2,-0.002,2,0.004,2,-999,9,2284.3,2,2382.8,2
 49NZ20031209,     I03,535,1,11,12035,2,20031225,1733,-20.38,59.2275,4777,3499.7,1.5027,34.7218,2,34.7215,2,174.64,1,182.63,2,122.37,2,33.31,2,0.01,2,2.34,2,-0.001,2,0.005,2,-999,9,2282.8,2,2382.6,2
 49NZ20031209,     I03,535,1,10,12034,2,20031225,1733,-20.38,59.2275,4777,3749.6,1.4438,34.7201,2,34.7201,2,177.67,1,185.35,2,122.81,2,33.29,2,0.01,2,2.33,2,0.004,2,0.007,2,-999,9,2282.4,2,2381,2
