EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,SF6,SF6_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W
,,,,,,,,,,,,DB,ITS-90,PSS-78,,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PMOL/KG,,PMOL/KG,,,,UMOL/KG,,UMOL/KG,
 49NZ20031209,     I03,523,1,18,12042,2,20031229,1902,-20.0015,65.9805,2473,1999.6,2.1731,34.7179,2,34.7177,2,162.12,1,166.51,2,106.72,2,33.39,2,0,2,2.34,2,0.001,2,0.001,2,-999,9,2285,2,2375.2,2
 49NZ20031209,     I03,523,1,16,12040,2,20031229,1902,-20.0015,65.9805,2473,2000,2.173,34.7178,2,34.7176,2,162.13,1,166.56,2,106.8,2,33.4,2,0,2,2.34,2,-0.001,2,-0.002,2,-999,9,2284.2,2,2377.5,2
 49NZ20031209,     I03,523,1,17,12041,2,20031229,1902,-20.0015,65.9805,2473,2200.5,2.0316,34.7202,2,34.7207,2,165.86,1,170.14,2,109.48,2,33.28,2,0,2,2.33,2,0.005,2,0.003,2,-999,9,2287.3,2,2378.7,2
 49NZ20031209,     I03,523,1,15,12039,2,20031229,1902,-20.0015,65.9805,2473,2379.4,1.9971,34.7209,2,34.7213,2,167.41,1,171.17,2,110.2,2,33.25,2,0,2,2.32,2,-0.004,2,-0.002,2,-999,9,2285.3,2,2380.9,2
 49NZ20031209,     I03,522,1,36,12024,2,20031229,2324,-19.9983,66.5315,2484,10,26.6418,35.0229,2,35.0242,2,195.43,1,204.54,2,1.63,2,0.03,2,0,2,0.13,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,522,1,35,12023,2,20031229,2324,-19.9983,66.5315,2484,50.2,25.2825,35.0393,2,35.0377,2,204.81,1,213.14,2,1.93,2,0.02,2,0,2,0.11,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,522,1,34,12022,2,20031229,2324,-19.9983,66.5315,2484,99,21.8835,35.238,2,35.2417,2,188.21,1,196.08,2,3.15,2,1.85,2,0.08,2,0.26,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,522,1,33,12015,2,20031229,2324,-19.9983,66.5315,2484,149.9,20.151,35.4462,2,35.4483,2,163.16,1,170.44,2,5.63,2,5.61,2,0.01,2,0.49,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,522,1,32,12020,2,20031229,2324,-19.9983,66.5315,2484,199.7,19.0446,35.5977,2,35.598,2,166.69,1,173.05,2,5.68,2,5.84,2,0.01,2,0.51,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,522,1,31,12019,2,20031229,2324,-19.9983,66.5315,2484,249.9,17.9016,35.7004,2,35.6984,2,178.32,1,185.07,2,4.95,2,5.09,2,0,2,0.47,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,522,1,30,12018,2,20031229,2324,-19.9983,66.5315,2484,300.5,16.7513,35.7018,2,35.7002,2,192.88,1,200.42,2,3.51,2,4.28,2,0,2,0.43,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,522,1,29,12021,2,20031229,2324,-19.9983,66.5315,2484,401.3,13.5553,35.3426,2,35.3431,2,216.31,1,224.51,2,2.53,2,7.16,2,0,2,0.61,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,522,1,28,12016,2,20031229,2324,-19.9983,66.5315,2484,499.5,11.5645,35.0451,2,35.0445,2,223.94,1,232.14,2,3.23,2,10.95,2,0,2,0.84,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,522,1,27,12012,2,20031229,2324,-19.9983,66.5315,2484,599.6,10.2303,34.8391,2,34.8379,2,223.38,1,231.44,2,4.32,2,14.33,2,0,2,1.04,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,522,1,26,12014,2,20031229,2324,-19.9983,66.5315,2484,699.9,8.673,34.6302,2,34.6296,2,212.27,1,219.91,2,8.35,2,19.56,2,0,2,1.37,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,522,1,18,12042,2,20031229,2324,-19.9983,66.5315,2484,799.2,7.0816,34.513,2,34.5133,2,183.63,1,189.61,2,20.7,2,25.96,2,0,2,1.79,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,522,1,17,12041,2,20031229,2324,-19.9983,66.5315,2484,899.5,5.6676,34.4966,2,34.4978,2,154.44,1,158.98,2,42.48,2,31.36,2,0,2,2.19,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,522,1,16,12040,2,20031229,2324,-19.9983,66.5315,2484,1001.6,5.1411,34.5482,2,34.5482,2,133.87,1,137.62,2,59.06,2,33.65,2,-0.01,2,2.37,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,522,1,15,12039,2,20031229,2324,-19.9983,66.5315,2484,1201,4.3711,34.6383,2,34.6382,2,117.66,1,120.5,2,81.81,2,35.33,2,0,2,2.53,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,522,1,14,12038,2,20031229,2324,-19.9983,66.5315,2484,1400.6,3.7955,34.6723,2,34.673,2,124.21,1,127.27,2,89.63,2,35.24,2,-0.01,2,2.51,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,522,1,13,12037,2,20031229,2324,-19.9983,66.5315,2484,1600.9,3.0092,34.6882,2,34.6884,2,143.43,1,147.48,2,94.07,2,34.36,2,-0.01,2,2.42,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,522,1,12,12036,2,20031229,2324,-19.9983,66.5315,2484,1802.1,2.5553,34.703,2,34.7028,2,154.83,1,159.19,2,98.68,2,33.66,2,-0.01,2,2.36,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,522,1,11,12035,2,20031229,2324,-19.9983,66.5315,2484,2000.3,2.1565,34.7182,2,34.7179,2,162.36,1,167.04,2,107.06,2,33.39,2,-0.01,2,2.34,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,522,1,10,12034,2,20031229,2324,-19.9983,66.5315,2484,2201.4,2.0304,34.7203,2,34.7203,2,166.01,1,170.46,2,109.23,2,33.28,2,-0.01,2,2.32,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,522,1,9,12033,2,20031229,2324,-19.9983,66.5315,2484,2550.8,1.9509,34.7217,2,34.722,2,169.9,1,173.98,2,110.35,2,33.11,2,-0.01,2,2.31,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,521,1,36,12024,2,20031230,340,-20.0002,67.097,2390,10.2,26.4285,35.034,2,35.034,2,196.26,1,205,2,1.81,2,-0.02,2,0,2,0.12,2,1.727,2,1.063,2,-999,9,1971.1,2,2295.1,2
 49NZ20031209,     I03,521,1,35,12023,2,20031230,340,-20.0002,67.097,2390,50.9,26.006,34.9788,2,34.9866,2,199.27,1,208.1,2,1.81,2,-0.03,2,0.01,2,0.12,2,1.785,2,1.081,2,-999,9,1968.3,6,2289.7,2
 49NZ20031209,     I03,521,1,34,12022,2,20031230,340,-20.0002,67.097,2390,100.8,22.7242,35.1755,2,35.1834,2,207.47,1,216.4,2,2.32,2,-0.03,2,0.01,2,0.13,2,2.036,2,1.208,2,-999,9,1990.1,2,2303.1,6
 49NZ20031209,     I03,521,1,33,12015,2,20031230,340,-20.0002,67.097,2390,149.6,20.9638,35.4346,2,35.4201,2,182.58,1,188.64,2,3.67,2,2.76,2,0.14,2,0.32,2,2.039,2,1.236,2,-999,9,2037.8,2,2316.8,2
 49NZ20031209,     I03,521,1,32,12020,2,20031230,340,-20.0002,67.097,2390,202,19.8269,35.7292,2,35.7306,2,187.82,1,195.75,2,2.64,2,2.04,2,0.04,2,0.28,2,2.24,2,1.327,2,-999,9,2060.8,2,2334.5,2
 49NZ20031209,     I03,521,1,31,12019,2,20031230,340,-20.0002,67.097,2390,249.5,18.227,35.788,2,35.7869,2,190.64,1,198.31,2,2.87,2,2.93,2,0.01,2,0.34,2,2.405,6,1.406,6,-999,9,2081.1,2,2341,2
 49NZ20031209,     I03,521,1,30,12018,2,20031230,340,-20.0002,67.097,2390,299.7,16.4159,35.6851,2,35.6823,2,198.34,1,205.88,2,2.94,2,3.9,2,0.01,2,0.42,2,2.628,2,1.519,2,-999,9,2095.3,2,2337.9,2
 49NZ20031209,     I03,521,1,29,12021,2,20031230,340,-20.0002,67.097,2390,399.9,13.5055,35.3374,2,35.3358,2,214.89,1,222.63,2,2.72,2,7.36,2,0.01,2,0.63,2,-999,5,-999,5,-999,9,2106.5,2,2319.9,2
 49NZ20031209,     I03,521,1,28,12016,2,20031230,340,-20.0002,67.097,2390,501.1,11.6401,35.0587,2,35.0576,2,222.3,1,229.9,2,3.38,2,10.82,2,0,2,0.84,2,3.28,2,1.766,2,-999,9,2112.8,2,2306,2
 49NZ20031209,     I03,521,1,27,12012,2,20031230,340,-20.0002,67.097,2390,599.1,10.2856,34.8482,2,34.8425,2,224.89,1,232.85,2,4.11,2,14,2,0,2,1.01,2,3.375,2,1.751,2,-999,9,2119.4,2,2293,2
 49NZ20031209,     I03,521,1,26,12014,2,20031230,340,-20.0002,67.097,2390,699.5,8.7077,34.643,2,-999,3,204.68,1,210.77,2,10.42,2,20.34,2,0,2,1.42,2,2.472,2,1.245,2,-999,9,2142.5,6,2290.3,2
 49NZ20031209,     I03,521,1,25,12013,2,20031230,340,-20.0002,67.097,2390,799.4,6.8268,34.505,2,34.5054,2,178.05,1,183.63,2,24.16,2,26.99,2,0,2,1.87,2,1.139,2,0.566,2,-999,9,2179.6,2,2295,6
 49NZ20031209,     I03,521,1,24,12048,2,20031230,340,-20.0002,67.097,2390,899.9,5.7249,34.4755,2,34.4764,2,161.49,1,168.52,2,37.45,2,30.48,2,0.01,2,2.13,2,0.564,2,0.294,2,-999,9,2207,2,2306.3,2
 49NZ20031209,     I03,521,1,23,12047,2,20031230,340,-20.0002,67.097,2390,1001.4,5.1746,34.5815,2,34.5821,2,124.49,1,128.94,2,63.95,2,34.05,2,0,2,2.42,2,0.139,6,0.071,6,-999,9,2251.6,2,2332.7,2
 49NZ20031209,     I03,521,1,22,12046,2,20031230,340,-20.0002,67.097,2390,1200,4.438,34.6424,2,34.6436,2,115.19,1,118.73,2,81.88,2,35.44,2,0,2,2.53,2,0.028,2,0.011,2,-999,9,2277.4,2,2348.8,2
 49NZ20031209,     I03,521,1,21,12045,2,20031230,340,-20.0002,67.097,2390,1399.9,3.7725,34.6674,2,34.6676,2,124.91,1,129.06,2,88.85,2,35.18,2,0,2,2.51,2,0.008,2,0,2,-999,9,2281.5,2,2360.9,2
 49NZ20031209,     I03,521,1,20,12044,2,20031230,340,-20.0002,67.097,2390,1601.1,2.9988,34.6935,2,34.6928,2,141.44,1,146.59,2,95.3,2,34.36,2,0,2,2.43,2,0.016,2,0.004,2,-999,9,2281.6,2,2364.8,2
 49NZ20031209,     I03,521,1,19,12043,2,20031230,340,-20.0002,67.097,2390,1801.1,2.4626,34.7078,2,34.7073,2,155.99,1,161.51,2,98.99,2,33.52,2,0,2,2.35,2,0.002,2,0,2,-999,9,2276.8,2,2373.8,2
 49NZ20031209,     I03,521,1,18,12042,2,20031230,340,-20.0002,67.097,2390,2000.8,2.0292,34.7199,2,34.7194,2,165.47,1,171.3,2,107.16,2,33.1,2,0,2,2.33,2,0.002,2,0.001,2,-999,9,2278.6,2,-999,4
 49NZ20031209,     I03,521,1,17,12041,2,20031230,340,-20.0002,67.097,2390,2200.1,1.9399,34.7215,2,34.7214,2,168.07,1,173.59,2,109.2,2,33.07,2,0,2,2.32,2,-0.003,2,-0.002,2,-999,9,2278.8,2,2375.4,2
 49NZ20031209,     I03,521,1,15,12039,2,20031230,340,-20.0002,67.097,2390,2200.8,1.9394,34.7214,2,34.721,2,168.01,1,173.72,2,109.1,2,33.11,2,0,2,2.31,2,-0.003,2,0.001,2,-999,9,2279.8,2,2375.5,2
 49NZ20031209,     I03,521,1,16,12040,2,20031230,340,-20.0002,67.097,2390,2394.3,1.8886,34.722,2,34.7222,2,170.43,1,175.38,2,110.25,2,33.04,2,0,2,2.3,2,0.001,2,0,2,-999,9,2279.6,6,2377.3,2
 49NZ20031209,     I03,520,1,36,12024,2,20031230,813,-19.9962,67.6458,2876,10.2,26.3319,34.9933,2,34.9951,2,196.64,1,205.44,2,1.93,2,0.02,2,-0.01,2,0.12,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,520,1,35,12023,2,20031230,813,-19.9962,67.6458,2876,50.3,25.2715,34.9313,2,34.9317,2,203.86,1,212.71,2,1.96,2,-0.01,2,-0.01,2,0.11,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,520,1,34,12022,2,20031230,813,-19.9962,67.6458,2876,99.9,22.4516,35.1987,2,35.199,2,206.79,1,215.55,2,2.21,2,-0.01,2,-0.01,2,0.12,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,520,1,33,12015,2,20031230,813,-19.9962,67.6458,2876,149.9,21.6119,35.3702,2,35.3738,2,195.98,1,204.28,2,2.47,2,0.63,2,0.2,2,0.19,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,520,1,32,12020,2,20031230,813,-19.9962,67.6458,2876,200.5,19.9732,35.5983,2,35.6015,2,172.86,1,179.61,2,4.4,2,4.06,2,0.01,2,0.4,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,520,1,31,12019,2,20031230,813,-19.9962,67.6458,2876,252.4,18.1296,35.7787,2,35.7787,2,186.41,1,193.96,2,3.4,2,3.52,2,0,2,0.37,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,520,1,30,12018,2,20031230,813,-19.9962,67.6458,2876,300.7,16.588,35.6995,2,35.6973,2,192.01,1,199.49,2,3.57,2,4.39,2,-0.01,2,0.44,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,520,1,29,12021,2,20031230,813,-19.9962,67.6458,2876,399.7,13.4512,35.3303,2,35.3252,2,211.15,1,219.14,2,3.18,2,7.78,2,-0.01,2,0.66,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,520,1,28,12016,2,20031230,813,-19.9962,67.6458,2876,499.9,11.5039,35.0387,2,35.0372,2,222.17,1,230.35,2,3.43,2,11.07,2,-0.01,2,0.85,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,520,1,27,12012,2,20031230,813,-19.9962,67.6458,2876,600.4,9.9672,34.8028,2,34.8009,2,222.37,1,230.37,2,4.72,2,14.91,2,-0.01,2,1.07,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,520,1,26,12014,2,20031230,813,-19.9962,67.6458,2876,700.8,8.609,34.6353,2,34.6332,2,199.01,1,207.04,2,11.29,2,20.67,2,-0.01,2,1.44,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,520,1,25,12013,2,20031230,813,-19.9962,67.6458,2876,800.7,6.8305,34.5306,2,34.5267,2,163.64,1,169.4,2,29.36,2,28.24,2,-0.01,2,1.96,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,520,1,24,12048,2,20031230,813,-19.9962,67.6458,2876,900.1,6.0646,34.5472,2,34.5492,2,140.61,1,144.44,2,46.1,2,31.55,2,-0.01,2,2.22,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,520,1,23,12047,2,20031230,813,-19.9962,67.6458,2876,1001.1,5.6615,34.6229,2,34.6231,2,113.07,1,115.94,2,64.88,2,34.22,2,-0.01,2,2.43,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,520,1,19,12043,2,20031230,813,-19.9962,67.6458,2876,1201.9,4.6739,34.6589,2,34.6589,2,111.33,1,114.1,2,81.66,2,35.37,2,-0.01,2,2.52,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,520,1,18,12042,2,20031230,813,-19.9962,67.6458,2876,1401.8,3.8925,34.6788,2,34.6785,2,122.13,1,125.39,2,89.61,2,35.19,2,-0.01,2,2.51,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,520,1,17,12041,2,20031230,813,-19.9962,67.6458,2876,1600.5,3.2944,34.6851,2,34.685,2,135.42,1,139.31,2,93.07,2,34.59,2,-0.01,2,2.45,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,520,1,16,12040,2,20031230,813,-19.9962,67.6458,2876,1801.6,2.5241,34.7046,2,34.7038,2,155.34,1,160.17,2,98,2,33.51,2,-0.01,2,2.35,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,520,1,15,12039,2,20031230,813,-19.9962,67.6458,2876,2000.4,2.1299,34.718,2,34.7169,2,166.49,1,171.7,2,101.63,2,32.83,2,-0.01,2,2.28,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,520,1,14,12038,2,20031230,813,-19.9962,67.6458,2876,2200.3,1.9091,34.7234,2,34.7233,2,172.4,1,178.14,2,104.86,2,32.61,2,-0.01,2,2.26,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,520,1,13,12037,2,20031230,813,-19.9962,67.6458,2876,2402.2,1.8226,34.7237,2,34.7238,2,174.16,1,179.74,2,107.87,2,32.62,2,-0.01,2,2.27,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,520,1,12,12036,2,20031230,813,-19.9962,67.6458,2876,2603.3,1.8072,34.7237,2,-999,3,174.3,1,179.25,2,109.71,2,32.64,2,-0.01,2,2.26,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,520,1,7,12031,2,20031230,813,-19.9962,67.6458,2876,2801.9,1.7767,34.7239,2,34.7242,2,176.08,1,180.73,2,110.62,2,32.55,2,-0.01,2,2.27,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,520,1,11,12035,2,20031230,813,-19.9962,67.6458,2876,2946.5,1.7247,34.7248,2,34.7248,2,178.03,1,182.12,2,111.61,2,32.58,2,-0.01,2,2.26,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,519,1,36,12024,2,20031230,1256,-19.9978,68.2133,2572,9.2,26.8171,34.9151,2,34.914,2,195.44,1,204.19,2,1.94,2,0.02,2,-0.01,2,0.13,2,1.64,2,1.035,2,-999,9,1961.9,2,2289.4,2
 49NZ20031209,     I03,519,1,35,12023,2,20031230,1256,-19.9978,68.2133,2572,48.9,25.9923,34.9434,2,34.9434,2,199.77,1,208.84,2,1.97,2,-0.01,2,0,2,0.11,2,1.718,2,1.083,2,-999,9,1966.9,6,2294.5,2
 49NZ20031209,     I03,519,1,34,12022,2,20031230,1256,-19.9978,68.2133,2572,100.2,22.6311,35.1851,2,35.1841,2,207.78,1,216.03,2,2.23,2,0.02,2,0,2,0.14,2,1.925,2,1.179,2,-999,9,1990.3,2,2301.9,6
 49NZ20031209,     I03,519,1,33,12015,2,20031230,1256,-19.9978,68.2133,2572,149.3,21.2986,35.4096,2,35.4111,2,184.04,1,191.47,2,3.33,2,2.25,2,0.14,2,0.29,2,1.992,2,1.202,2,-999,9,2030.7,2,2312.9,2
 49NZ20031209,     I03,519,1,32,12020,2,20031230,1256,-19.9978,68.2133,2572,199.1,20.2736,35.6422,2,35.6437,2,184.34,1,190.95,2,3.15,2,2.42,2,0.02,2,0.31,2,2.092,2,1.287,2,-999,9,2054.5,2,2328.7,2
 49NZ20031209,     I03,519,1,31,12019,2,20031230,1256,-19.9978,68.2133,2572,249.7,18.8153,35.7594,2,35.7634,2,181.98,1,189.48,2,3.64,2,3.54,2,0,2,0.38,2,2.229,6,1.308,6,-999,9,2079.4,2,2337,2
 49NZ20031209,     I03,519,1,30,12018,2,20031230,1256,-19.9978,68.2133,2572,300.3,16.7797,35.7083,2,35.7111,2,189.18,1,195.7,2,3.89,2,4.57,2,0,2,0.46,2,2.428,2,1.381,2,-999,9,2095.7,2,2335.8,2
 49NZ20031209,     I03,519,1,29,12021,2,20031230,1256,-19.9978,68.2133,2572,401.2,13.7944,35.3832,2,35.3844,2,209.25,1,216.69,2,3.1,2,7.07,2,0,2,0.63,2,2.875,2,1.557,2,-999,9,2107.7,2,2317.9,2
 49NZ20031209,     I03,519,1,28,12016,2,20031230,1256,-19.9978,68.2133,2572,499.8,11.6183,35.0546,2,35.0492,2,223.87,1,232.03,2,3.26,2,10.76,2,0,2,0.85,2,3.186,2,1.68,2,-999,9,2110.2,2,2302.9,2
 49NZ20031209,     I03,519,1,27,12012,2,20031230,1256,-19.9978,68.2133,2572,599.3,10.1221,34.8219,2,34.8173,2,225.41,1,233.35,2,4.18,2,14.32,2,0,2,1.06,2,3.285,2,1.697,2,-999,9,2118.2,2,2292.6,2
 49NZ20031209,     I03,519,1,26,12014,2,20031230,1256,-19.9978,68.2133,2572,700.4,8.9358,34.6588,2,34.6574,2,215.42,1,222.75,2,7.38,2,18.49,2,0,2,1.32,2,2.824,2,1.428,2,-999,9,2132.4,6,2292.2,2
 49NZ20031209,     I03,519,1,25,12013,2,20031230,1256,-19.9978,68.2133,2572,800.9,7.3126,34.531,2,34.5282,2,181.33,1,186.49,2,20.91,2,25.75,2,0,2,1.8,2,1.263,2,0.671,2,-999,9,2172.8,2,2292.6,6
 49NZ20031209,     I03,519,1,24,12048,2,20031230,1256,-19.9978,68.2133,2572,901.4,5.5801,34.493,2,34.4944,2,151.67,1,155.97,2,44.43,2,31.69,2,0,2,2.24,2,0.33,2,0.203,2,-999,9,2220.5,2,2315.7,2
 49NZ20031209,     I03,519,1,23,12047,2,20031230,1256,-19.9978,68.2133,2572,1001.5,5.1099,34.5779,2,34.5799,2,121.13,1,123.67,2,66.67,2,34.52,2,0,2,2.47,2,0.058,6,0.038,6,-999,9,2257.7,2,2341.3,2
 49NZ20031209,     I03,519,1,22,12046,2,20031230,1256,-19.9978,68.2133,2572,1203.3,4.553,34.6561,2,34.6557,2,111.09,1,114.44,2,83.48,2,35.53,2,0,2,2.56,2,0.015,2,0.007,2,-999,9,2279.7,2,2365.1,2
 49NZ20031209,     I03,519,1,21,12045,2,20031230,1256,-19.9978,68.2133,2572,1399.6,3.9925,34.6799,2,34.6797,2,118.82,1,121.62,2,90.1,2,35.43,2,0,2,2.55,2,0.005,2,0.002,2,-999,9,2283.3,2,2356.2,2
 49NZ20031209,     I03,519,1,20,12044,2,20031230,1256,-19.9978,68.2133,2572,1600,3.392,34.6883,2,34.6884,2,132.65,1,136.32,2,93.72,2,34.78,2,0,2,2.49,2,0.009,2,0.002,2,-999,9,2282.3,2,2362.2,2
 49NZ20031209,     I03,519,1,19,12043,2,20031230,1256,-19.9978,68.2133,2572,1799.3,2.7302,34.7013,2,34.7013,2,149.7,1,154.13,2,97.86,2,33.93,2,-0.01,2,2.4,2,0.001,2,0.002,2,-999,9,2279.8,2,2367.9,2
 49NZ20031209,     I03,519,1,18,12042,2,20031230,1256,-19.9978,68.2133,2572,1999.5,2.3678,34.7152,2,34.715,2,157.83,1,162.45,2,103.14,2,33.47,2,-0.01,2,2.36,2,-0.001,2,-0.001,2,-999,9,2280.7,2,2369.5,2
 49NZ20031209,     I03,519,1,17,12041,2,20031230,1256,-19.9978,68.2133,2572,2200.6,2.031,34.7226,2,34.7227,2,167.59,1,172.48,2,106.35,2,32.99,2,0,2,2.31,2,-0.003,2,0.001,2,-999,9,2277.3,2,2368.6,2
 49NZ20031209,     I03,519,1,14,12038,2,20031230,1256,-19.9978,68.2133,2572,2399.6,1.8032,34.7243,2,34.7243,2,175.64,1,180.49,2,108.12,2,32.51,2,0,2,2.27,2,-0.002,2,-0.002,2,-999,9,2274.4,2,2376.5,2
 49NZ20031209,     I03,519,1,16,12040,2,20031230,1256,-19.9978,68.2133,2572,2399.6,1.8036,34.7241,2,34.7239,2,175.66,1,180.62,2,108.44,2,32.55,2,0,2,2.28,2,0.003,2,-0.001,2,-999,9,2274.8,6,2368.1,2
 49NZ20031209,     I03,519,1,15,12039,2,20031230,1256,-19.9978,68.2133,2572,2540.5,1.7742,34.7241,2,34.7246,2,176.54,1,181.07,2,109.69,2,32.61,2,-0.01,2,2.28,2,0.002,2,0.001,2,-999,9,2275.5,2,2379.1,6
 49NZ20031209,     I03,518,1,36,12024,2,20031230,1725,-20.0002,68.7982,2651,9.8,26.7212,34.8862,2,34.8861,2,195.49,1,204.22,2,2.24,2,0.02,2,0.01,2,0.13,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,518,1,35,12023,2,20031230,1725,-20.0002,68.7982,2651,49.3,26.024,34.9523,2,34.9499,2,200.04,1,208.78,2,2.21,2,-0.02,2,0.01,2,0.13,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,518,1,34,12022,2,20031230,1725,-20.0002,68.7982,2651,100.5,23.6718,34.9467,2,34.9425,2,209.02,1,218.06,2,2.51,2,-0.01,2,0.01,2,0.11,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,518,1,33,12015,2,20031230,1725,-20.0002,68.7982,2651,149.4,22.0249,35.3119,2,35.3167,2,202.74,1,210.7,2,2.7,2,0.39,2,0.07,2,0.16,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,518,1,32,12020,2,20031230,1725,-20.0002,68.7982,2651,197,20.6183,35.5072,2,-999,3,177.17,1,185.24,2,4.14,2,3.2,2,0.03,2,0.35,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,518,1,31,12019,2,20031230,1725,-20.0002,68.7982,2651,249.6,19.034,35.7093,2,35.7145,2,176.27,1,183.4,2,4.7,2,4.21,2,0.02,2,0.41,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,518,1,30,12018,2,20031230,1725,-20.0002,68.7982,2651,299.8,17.2666,35.7742,2,35.7722,2,194.6,1,202.88,2,3.13,2,3.22,2,0.01,2,0.37,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,518,1,29,12021,2,20031230,1725,-20.0002,68.7982,2651,400.4,13.9165,35.3942,2,35.3921,2,210.53,1,218.51,2,3.23,2,6.8,2,0.01,2,0.6,2,-999,9,-999,9,-999,9,-999,9,-999,9
 49NZ20031209,     I03,518,1,28,12016,2,20031230,1725,-20.0002,68.7982,2651,498.8,11.7554,35.0758,2,35.0751,2,223.85,1,231.9,2,3.53,2,10.37,2,0.01,2,0.82,2,-999,9,-999,9,-999,9,-999,9,-999,9
