BOTTLE,20191227JHS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#BOTTLE,20060322WHPSIOSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,TCARBN,TCARBN_FLAG_W
,,,,,,,,,,,,DBAR,ITS-90,PSS-78,,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PMOL/KG,,PMOL/KG,,UMOL/KG,
      06MT30_3,  A01E,506,1,2,   K052,2,19941125,19,59.9933,-42.505,193,118,1.928,33.7133,2,33.7085,2,-999,1,324.7,2,4.83,2,9.35,2,-999,9,0.73,2,-999,9,-999,9,2103.7,2
      06MT30_3,  A01E,506,1,1,   K038,2,19941125,19,59.9933,-42.505,193,177.5,2.801,34.0338,2,34.0314,2,-999,1,315.8,2,5.33,2,10.68,2,-999,9,0.78,2,5.327,2,2.6,2,2115.1,2
      06MT30_3,  A01E,507,1,8,   B013,2,19941125,245,59.9567,-42.1667,490,20.6,4.076,34.5694,2,34.5849,2,-999,1,304,2,5.97,2,12.96,2,-999,9,0.87,2,4.743,2,2.423,2,2124.2,2
      06MT30_3,  A01E,507,1,7,   K117,2,19941125,245,59.9567,-42.1667,490,46.9,4.301,34.6406,2,34.639,2,-999,1,302.4,2,6.03,2,13.23,2,-999,9,0.88,2,-999,9,-999,9,2124.9,2
      06MT30_3,  A01E,507,1,6,   B008,2,19941125,245,59.9567,-42.1667,490,99.2,4.479,34.6908,2,34.695,2,-999,1,300.6,2,6.06,2,13.42,2,-999,9,0.89,2,4.599,2,2.307,2,2127.9,2
      06MT30_3,  A01E,507,1,5,   K115,2,19941125,245,59.9567,-42.1667,490,147.9,4.877,34.7951,2,34.7952,2,-999,1,298,2,6.19,2,13.93,2,-999,9,0.93,2,-999,9,-999,9,2130.6,2
      06MT30_3,  A01E,507,1,4,   K036,2,19941125,245,59.9567,-42.1667,490,201.1,4.84,34.8259,2,34.825,2,-999,1,293,2,6.75,2,14.51,2,-999,9,0.97,2,-999,9,-999,9,-999,9
      06MT30_3,  A01E,507,1,3,   U017,2,19941125,245,59.9567,-42.1667,490,300.5,4.945,34.8565,2,34.8548,2,-999,1,289.9,2,7.05,2,14.87,2,-999,9,0.99,2,-999,9,-999,9,2137.9,2
      06MT30_3,  A01E,507,1,2,   B004,2,19941125,245,59.9567,-42.1667,490,398.2,4.884,34.8651,2,34.8641,2,-999,1,287.9,2,7.39,2,15.16,2,-999,9,1,2,-999,9,-999,9,-999,9
      06MT30_3,  A01E,507,1,1,   K017,2,19941125,245,59.9567,-42.1667,490,473.2,4.789,34.8651,2,34.8643,2,-999,1,286.1,2,7.59,2,15.22,2,-999,9,0.99,2,4.236,2,2.154,2,2142.2,2
      06MT30_3,  A01E,508,1,18,   B003,2,19941125,505,59.92,-41.86,1801,20.8,5.557,34.9082,2,34.9076,2,-999,1,293.9,2,6.16,2,14.1,2,-999,9,0.91,2,-999,9,-999,9,2131.5,2
      06MT30_3,  A01E,508,1,17,   K124,2,19941125,505,59.92,-41.86,1801,51.9,5.559,34.9068,2,34.9057,2,-999,1,293.5,2,6.15,2,14.1,2,-999,9,0.92,2,4.262,2,2.18,2,2132.3,2
      06MT30_3,  A01E,508,1,16,   K114,2,19941125,505,59.92,-41.86,1801,100.3,5.584,34.9105,2,34.9115,2,-999,1,293.3,2,6.16,2,14.16,2,-999,9,0.92,2,-999,9,-999,9,2130.6,2
      06MT30_3,  A01E,508,1,15,   U010,2,19941125,505,59.92,-41.86,1801,199.7,5.63,34.9843,2,34.9829,2,-999,1,278.8,2,8.1,2,16.2,2,-999,9,1.04,2,-999,9,-999,9,2146.5,2
      06MT30_3,  A01E,508,1,14,   U002,2,19941125,505,59.92,-41.86,1801,299.1,4.895,34.9423,2,34.9423,2,-999,1,278.1,2,8.83,2,16.75,2,-999,9,1.07,3,-999,9,-999,9,-999,9
      06MT30_3,  A01E,508,1,13,   B013,2,19941125,505,59.92,-41.86,1801,449.6,4.342,34.9053,2,34.9056,2,-999,1,279.9,2,8.9,2,16.5,2,-999,9,1.05,2,3.772,2,1.861,2,-999,9
      06MT30_3,  A01E,508,1,12,   K117,2,19941125,505,59.92,-41.86,1801,598,4.223,34.9057,2,34.9057,2,-999,1,280.1,2,9.03,2,16.67,2,-999,9,1.06,2,3.746,2,1.835,2,-999,9
      06MT30_3,  A01E,508,1,11,   B008,2,19941125,505,59.92,-41.86,1801,748.3,4.047,34.903,2,34.9039,2,-999,1,281.2,2,9.2,2,16.82,2,-999,9,1.06,2,-999,9,-999,9,2154,2
      06MT30_3,  A01E,508,1,10,   K115,2,19941125,505,59.92,-41.86,1801,897.5,3.916,34.9053,2,34.9059,2,-999,1,281.5,2,9.32,2,16.96,2,-999,9,1.08,2,-999,9,-999,9,-999,9
      06MT30_3,  A01E,508,1,9,   K036,2,19941125,505,59.92,-41.86,1801,1045.8,3.728,34.9016,2,34.9013,2,-999,1,283.3,2,9.45,2,16.94,2,-999,9,1.07,2,3.967,2,-999,9,-999,9
      06MT30_3,  A01E,508,1,8,   U017,2,19941125,505,59.92,-41.86,1801,1196.7,3.58,34.8993,2,34.8972,3,-999,1,284.9,2,9.58,2,16.95,2,-999,9,1.07,2,-999,9,-999,9,2155.5,2
      06MT30_3,  A01E,508,1,7,   B004,2,19941125,505,59.92,-41.86,1801,1348.2,3.327,34.8883,2,34.8881,2,-999,1,288.6,2,9.62,2,16.84,2,-999,9,1.06,2,-999,9,-999,9,-999,9
      06MT30_3,  A01E,508,1,6,   K017,2,19941125,505,59.92,-41.86,1801,1498.7,3.188,34.8822,2,34.8811,2,-999,1,290.2,2,9.59,2,16.69,2,-999,9,1.05,2,3.414,2,1.625,2,-999,9
      06MT30_3,  A01E,508,1,5,   U023,2,19941125,505,59.92,-41.86,1801,1597.4,3.07,34.881,2,34.88,2,-999,1,290.2,2,9.66,2,16.52,2,-999,9,1.04,2,3.284,2,1.555,2,-999,9
      06MT30_3,  A01E,508,1,4,   K056,2,19941125,505,59.92,-41.86,1801,1642.6,3.019,34.881,2,34.88,2,-999,1,290,2,9.66,2,16.47,2,-999,9,1.06,2,3.265,2,1.547,2,-999,9
      06MT30_3,  A01E,508,1,3,   U018,2,19941125,505,59.92,-41.86,1801,1678.4,3.011,34.8809,2,34.8807,2,-999,1,289.5,2,9.71,2,16.52,2,-999,9,1.06,2,3.245,2,1.533,2,2211.8,4
      06MT30_3,  A01E,508,1,2,   K052,2,19941125,505,59.92,-41.86,1801,1749.3,3.007,34.881,2,34.8802,2,-999,1,289.6,2,9.74,2,16.42,2,-999,9,1.05,2,3.214,2,1.523,2,-999,9
      06MT30_3,  A01E,508,1,1,   K038,2,19941125,505,59.92,-41.86,1801,1801.5,2.981,34.8814,2,34.8807,2,-999,1,289.5,2,9.76,2,16.37,2,-999,9,1.05,2,3.144,2,1.474,2,-999,9
      06MT30_3,  A01E,509,1,20,   K097,2,19941125,928,59.875,-41.4967,1876,21.5,5.415,34.8689,2,34.8678,2,-999,1,294.3,2,6.01,2,13.9,2,-999,9,0.92,2,4.411,2,2.254,2,2130.7,2
      06MT30_3,  A01E,509,1,19,   K126,2,19941125,928,59.875,-41.4967,1876,49,5.412,34.8678,2,34.8638,2,-999,1,294.5,2,6.01,2,13.89,2,-999,9,0.92,2,-999,9,-999,9,2129.2,2
      06MT30_3,  A01E,509,1,18,   B003,2,19941125,928,59.875,-41.4967,1876,100,5.475,34.88,2,34.8796,2,-999,1,293.3,2,6.08,2,14.03,2,-999,9,0.92,2,-999,9,-999,9,2132.4,2
      06MT30_3,  A01E,509,1,17,   K124,2,19941125,928,59.875,-41.4967,1876,199.6,5.286,34.9654,2,34.9661,2,-999,1,278.8,2,8.62,2,16.73,2,-999,9,1.06,2,3.785,2,1.868,2,2153.1,2
      06MT30_3,  A01E,509,1,16,   K114,2,19941125,928,59.875,-41.4967,1876,349.7,4.511,34.9208,2,34.9205,2,-999,1,280.5,2,9.23,2,17.26,2,-999,9,1.1,2,-999,9,-999,9,-999,9
      06MT30_3,  A01E,509,1,15,   U010,2,19941125,928,59.875,-41.4967,1876,499.8,3.942,34.9103,2,34.9091,2,-999,1,281.4,2,9.49,2,17.16,2,-999,9,1.1,2,3.538,2,1.713,2,2163.9,2
      06MT30_3,  A01E,509,1,14,   U002,2,19941125,928,59.875,-41.4967,1876,650.6,3.643,34.903,2,34.9019,2,-999,1,283.9,2,9.66,2,17.06,2,-999,9,1.11,2,3.489,2,1.705,2,-999,9
      06MT30_3,  A01E,509,1,13,   B013,2,19941125,928,59.875,-41.4967,1876,799.8,3.396,34.8882,2,34.8878,2,-999,1,290.4,2,9.75,2,17.33,2,-999,9,1.1,2,3.651,2,1.761,2,-999,9
      06MT30_3,  A01E,509,1,12,   K117,2,19941125,928,59.875,-41.4967,1876,898.4,3.274,34.8788,2,34.8772,2,-999,1,293.4,2,9.75,2,17.32,2,-999,9,1.1,2,-999,9,-999,9,-999,9
      06MT30_3,  A01E,509,1,11,   B008,2,19941125,928,59.875,-41.4967,1876,1001.1,3.226,34.877,2,34.876,2,-999,1,293.6,2,9.74,2,17.13,2,-999,9,1.09,2,3.65,2,1.749,2,-999,9
      06MT30_3,  A01E,509,1,10,   K115,2,19941125,928,59.875,-41.4967,1876,1112.1,3.151,34.8701,2,34.8702,2,-999,1,295.4,2,9.71,2,17.1,2,-999,9,1.09,2,-999,9,-999,9,-999,9
      06MT30_3,  A01E,509,1,9,   K036,2,19941125,928,59.875,-41.4967,1876,1200.3,3.114,34.868,2,34.8671,2,-999,1,295.4,2,9.74,2,17.08,2,-999,9,1.09,2,3.695,2,1.795,2,2160.8,2
      06MT30_3,  A01E,509,1,8,   U017,2,19941125,928,59.875,-41.4967,1876,1298.3,3.061,34.8635,2,34.8635,2,-999,1,296.5,2,9.72,2,17.09,2,-999,9,1.09,2,-999,9,-999,9,-999,9
      06MT30_3,  A01E,509,1,7,   B004,2,19941125,928,59.875,-41.4967,1876,1399.8,3.026,34.8688,2,34.8694,2,-999,1,292.9,2,9.93,2,17.04,2,-999,9,1.08,2,3.363,2,1.624,2,-999,9
      06MT30_3,  A01E,509,1,6,   K017,2,19941125,928,59.875,-41.4967,1876,1500.9,3.025,34.8812,2,34.8784,3,-999,1,288.6,2,10.11,2,16.8,2,-999,9,1.07,2,-999,9,-999,9,-999,9
      06MT30_3,  A01E,509,1,5,   U023,2,19941125,928,59.875,-41.4967,1876,1600.7,2.96,34.888,2,34.888,2,-999,1,287,2,10.25,2,16.63,2,-999,9,1.07,2,-999,9,-999,9,2161.5,2
      06MT30_3,  A01E,509,1,4,   K056,2,19941125,928,59.875,-41.4967,1876,1702.6,2.721,34.8824,2,34.8804,3,-999,1,289,2,9.96,2,16.31,2,-999,9,1.05,2,3.133,2,1.484,2,-999,9
      06MT30_3,  A01E,509,1,3,   U018,2,19941125,928,59.875,-41.4967,1876,1793.5,2.674,34.8804,2,34.8794,2,-999,1,289.3,2,9.88,2,16.19,2,-999,9,1.04,2,3.241,2,1.515,2,-999,9
      06MT30_3,  A01E,509,1,2,   K052,2,19941125,928,59.875,-41.4967,1876,1846,2.494,34.8777,2,34.8763,2,-999,1,291.1,2,9.74,2,16.05,2,-999,9,1.04,2,3.317,2,1.547,2,-999,9
      06MT30_3,  A01E,509,1,1,   K038,3,19941125,928,59.875,-41.4967,1876,1875.7,2.406,34.8763,2,34.8757,2,-999,1,292.5,2,9.65,2,15.85,2,-999,9,1.01,2,3.272,2,1.544,2,2162,2
      06MT30_3,  A01E,510,1,24,   K012,2,19941125,1411,59.8667,-41.2233,2003,19.8,5.312,34.7985,2,34.7977,2,-999,1,297.3,2,5.33,2,13.17,2,-999,9,0.9,2,4.543,2,2.3,2,2126.7,2
      06MT30_3,  A01E,510,1,23,   K125,2,19941125,1411,59.8667,-41.2233,2003,47.8,5.331,34.8029,2,34.8015,2,-999,1,296.5,2,5.4,2,13.33,2,-999,9,0.9,2,-999,9,-999,9,2126.6,2
      06MT30_3,  A01E,510,1,22,   B023,2,19941125,1411,59.8667,-41.2233,2003,99.6,5.459,34.8619,2,34.8609,2,-999,1,295,2,5.78,2,13.92,2,-999,9,0.93,2,-999,9,-999,9,-999,9
      06MT30_3,  A01E,510,1,21,   K040,2,19941125,1411,59.8667,-41.2233,2003,200,4.997,34.9504,2,34.9498,2,-999,1,279.8,2,8.71,2,16.99,2,-999,9,1.15,4,3.934,2,1.904,2,2154.8,2
      06MT30_3,  A01E,510,1,20,   K097,2,19941125,1411,59.8667,-41.2233,2003,299.9,4.501,34.9265,2,34.9269,2,-999,1,280.9,2,9.02,2,17.16,2,-999,9,1.11,2,-999,9,-999,9,-999,9
      06MT30_3,  A01E,510,1,19,   K126,2,19941125,1411,59.8667,-41.2233,2003,402.4,4.091,34.9104,2,34.9101,2,-999,1,283.3,2,9.3,2,17.34,2,-999,9,1.12,2,3.802,2,1.867,2,2155.3,2
      06MT30_3,  A01E,510,1,18,   B003,2,19941125,1411,59.8667,-41.2233,2003,499.1,3.816,34.8997,2,34.8991,2,-999,1,286.8,2,9.39,2,17.41,2,-999,9,1.12,2,-999,9,-999,9,-999,9
      06MT30_3,  A01E,510,1,17,   K124,2,19941125,1411,59.8667,-41.2233,2003,599.2,3.596,34.8942,2,34.8939,2,-999,1,288.3,2,9.49,2,17.35,2,-999,9,1.12,2,3.667,2,1.772,2,-999,9
      06MT30_3,  A01E,510,1,16,   K114,2,19941125,1411,59.8667,-41.2233,2003,697.8,3.437,34.8882,2,34.8877,2,-999,1,290.3,2,9.53,2,17.29,2,-999,9,1.12,2,-999,9,-999,9,2155.3,2
      06MT30_3,  A01E,510,1,15,   U010,2,19941125,1411,59.8667,-41.2233,2003,799,3.321,34.8831,2,34.8831,2,-999,1,292.9,2,9.57,2,17.24,2,-999,9,1.12,2,3.639,2,1.777,2,-999,9
      06MT30_3,  A01E,510,1,14,   U002,2,19941125,1411,59.8667,-41.2233,2003,902.2,3.209,34.8744,2,34.8747,2,-999,1,295.4,2,9.53,2,17.22,2,-999,9,1.13,2,3.729,2,1.807,2,-999,9
      06MT30_3,  A01E,510,1,13,   B013,2,19941125,1411,59.8667,-41.2233,2003,1000.1,3.125,34.867,2,34.8679,2,-999,1,297.4,2,9.51,2,17.18,2,-999,9,1.12,2,-999,9,-999,9,-999,9
      06MT30_3,  A01E,510,1,12,   K117,2,19941125,1411,59.8667,-41.2233,2003,1098.3,3.07,34.8632,2,34.8636,2,-999,1,298.3,2,9.48,2,17.1,2,-999,9,1.11,2,-999,9,-999,9,-999,9
      06MT30_3,  A01E,510,1,11,   B008,2,19941125,1411,59.8667,-41.2233,2003,1199.1,3.027,34.859,2,34.8598,2,-999,1,299.9,2,9.47,2,17.1,2,-999,9,1.1,2,3.612,2,1.778,2,2151.7,2
      06MT30_3,  A01E,510,1,10,   K115,2,19941125,1411,59.8667,-41.2233,2003,1300.8,3.003,34.8581,2,34.8589,2,-999,1,300.8,2,9.45,2,17.08,2,-999,9,1.1,2,-999,9,-999,9,-999,9
      06MT30_3,  A01E,510,1,9,   K036,2,19941125,1411,59.8667,-41.2233,2003,1398.6,2.992,34.8586,2,34.8594,2,-999,1,297.8,2,9.53,2,17.03,2,-999,9,1.1,2,3.659,2,1.772,2,-999,9
      06MT30_3,  A01E,510,1,8,   U017,2,19941125,1411,59.8667,-41.2233,2003,1503.4,3.006,34.8708,2,34.8713,2,-999,1,292.1,2,9.8,2,16.82,2,-999,9,1.09,2,3.236,2,1.551,2,-999,9
      06MT30_3,  A01E,510,1,7,   B004,2,19941125,1411,59.8667,-41.2233,2003,1598.6,3.053,34.8978,2,34.8963,3,-999,1,284.5,2,10.58,2,16.84,2,-999,9,1.1,2,2.577,2,1.198,2,-999,9
      06MT30_3,  A01E,510,1,6,   K017,2,19941125,1411,59.8667,-41.2233,2003,1701.7,2.972,34.9131,2,34.9132,2,-999,1,280.9,2,11.25,2,16.64,2,-999,9,1.1,2,2.171,2,0.983,2,2153.9,2
      06MT30_3,  A01E,510,1,5,   U023,2,19941125,1411,59.8667,-41.2233,2003,1801.2,2.569,34.8782,2,34.8782,2,-999,1,291.1,2,9.63,2,15.95,2,-999,9,1.06,2,3.235,2,1.542,2,-999,9
      06MT30_3,  A01E,510,1,4,   K056,2,19941125,1411,59.8667,-41.2233,2003,1844.1,2.489,34.8825,2,34.8802,3,-999,1,290.7,2,9.82,2,15.9,2,-999,9,1.04,2,3.146,2,1.557,2,-999,9
      06MT30_3,  A01E,510,1,3,   U018,2,19941125,1411,59.8667,-41.2233,2003,1897.5,2.346,34.8768,2,34.8767,2,-999,1,292.2,2,9.58,2,15.69,2,-999,9,1.04,2,3.311,2,1.618,2,-999,9
      06MT30_3,  A01E,510,1,2,   K052,2,19941125,1411,59.8667,-41.2233,2003,1949.8,2.017,34.8712,2,34.8712,2,-999,1,296.3,2,9.21,2,15.31,2,-999,9,1.01,2,3.37,2,1.567,2,-999,9
      06MT30_3,  A01E,510,1,1,   K038,2,19941125,1411,59.8667,-41.2233,2003,2008.2,1.882,34.8666,2,34.8667,2,-999,1,299,2,8.9,2,15.11,2,-999,9,1,2,3.769,2,1.825,2,2151.8,2
      06MT30_3,  A01E,511,1,20,   K097,4,19941125,1858,59.8483,-40.8917,2302,33.9,5.34,34.8301,3,34.8298,2,-999,1,295.8,2,5.74,2,13.57,2,-999,9,0.91,2,4.591,2,2.255,2,2126.9,2
      06MT30_3,  A01E,511,1,19,   K126,4,19941125,1858,59.8483,-40.8917,2302,54.9,5.34,34.8321,3,34.829,2,-999,1,296.2,2,5.73,2,13.62,2,-999,9,0.91,2,-999,9,-999,9,2126.7,2
      06MT30_3,  A01E,511,1,18,   B003,4,19941125,1858,59.8483,-40.8917,2302,98.8,5.343,34.8342,3,34.8324,2,-999,1,295.7,2,5.76,2,13.75,2,-999,9,0.92,2,4.738,2,2.328,2,2127.3,2
      06MT30_3,  A01E,511,1,17,   K124,4,19941125,1858,59.8483,-40.8917,2302,184.7,5.338,34.9552,3,34.9709,2,-999,1,277.5,2,8.67,2,16.76,2,-999,9,1.09,2,4.052,2,1.96,2,2150.8,2
      06MT30_3,  A01E,511,1,16,   K114,4,19941125,1858,59.8483,-40.8917,2302,352.5,4.358,34.9184,3,34.9191,2,-999,1,279.6,2,9.28,2,17.02,2,-999,9,1.09,2,3.916,2,1.86,2,-999,9
      06MT30_3,  A01E,511,1,15,   U010,4,19941125,1858,59.8483,-40.8917,2302,500.4,4.018,34.9124,3,34.9097,2,-999,1,282.1,2,9.52,2,17.16,2,-999,9,1.12,2,-999,9,-999,9,-999,9
      06MT30_3,  A01E,511,1,14,   U002,4,19941125,1858,59.8483,-40.8917,2302,654.3,3.654,34.8855,3,34.8886,2,-999,1,288.6,2,9.56,2,17.36,2,-999,9,1.13,2,3.876,2,1.843,2,-999,9
      06MT30_3,  A01E,511,1,13,   B013,4,19941125,1858,59.8483,-40.8917,2302,757.3,3.508,34.8965,3,34.8959,2,-999,1,287.6,2,9.71,2,17.21,2,-999,9,1.12,2,-999,9,-999,9,-999,9
      06MT30_3,  A01E,511,1,12,   K117,4,19941125,1858,59.8483,-40.8917,2302,1003.3,3.22,34.8765,3,34.8767,2,-999,1,294.5,2,9.78,2,17.27,2,-999,9,1.14,2,3.779,2,1.772,2,-999,9
      06MT30_3,  A01E,511,1,11,   B008,4,19941125,1858,59.8483,-40.8917,2302,1097.4,3.145,34.8694,3,34.8698,2,-999,1,296.5,2,9.71,2,17.21,2,-999,9,1.12,2,-999,9,-999,9,-999,9
      06MT30_3,  A01E,511,1,10,   K115,4,19941125,1858,59.8483,-40.8917,2302,1204.4,3.104,34.8694,3,34.8672,2,-999,1,296.7,2,9.68,2,17.11,2,-999,9,1.12,2,3.704,2,1.733,2,-999,9
      06MT30_3,  A01E,511,1,9,   K036,4,19941125,1858,59.8483,-40.8917,2302,1292.5,3.07,34.8683,3,34.8644,2,-999,1,297.4,2,9.65,2,17.11,2,-999,9,1.12,2,-999,9,-999,9,2152.4,2
      06MT30_3,  A01E,511,1,8,   U017,4,19941125,1858,59.8483,-40.8917,2302,1499.7,3.048,34.8733,3,34.8747,2,-999,1,291.6,2,10.01,2,16.93,2,-999,9,1.11,2,3.393,2,1.556,2,-999,9
      06MT30_3,  A01E,511,1,7,   B004,4,19941125,1858,59.8483,-40.8917,2302,1591.8,3.046,34.8802,3,34.8825,2,-999,1,288.7,2,10.12,2,16.84,2,-999,9,1.1,2,3.158,2,1.443,2,-999,9
      06MT30_3,  A01E,511,1,6,   K017,4,19941125,1858,59.8483,-40.8917,2302,1629.8,3.018,34.8992,3,34.8952,2,-999,1,285.3,2,10.58,2,16.8,2,-999,9,1.1,2,2.811,2,1.271,2,-999,9
      06MT30_3,  A01E,511,1,4,   K056,4,19941125,1858,59.8483,-40.8917,2302,2097.5,2.024,34.8759,3,34.8681,2,-999,1,297.5,2,9.04,2,15.4,2,-999,9,1.03,2,3.726,2,1.724,2,-999,9
      06MT30_3,  A01E,511,1,3,   U018,2,19941125,1858,59.8483,-40.8917,2302,2198.7,1.99,34.8675,2,34.8679,2,-999,1,297.7,2,8.96,2,15.34,2,-999,9,1.03,2,3.815,2,1.804,2,2152.4,2
      06MT30_3,  A01E,511,1,2,   K052,2,19941125,1858,59.8483,-40.8917,2302,2278.6,1.914,34.8668,2,34.866,2,-999,1,298.5,2,8.93,2,15.26,2,-999,9,1.01,2,3.54,2,1.678,2,-999,9
      06MT30_3,  A01E,511,1,1,   K038,2,19941125,1858,59.8483,-40.8917,2302,2316.2,1.911,34.8664,2,34.8665,2,-999,1,299.2,2,8.92,2,15.29,2,-999,9,1,2,-999,9,-999,9,2151.9,2
      06MT30_3,  A01E,512,1,24,   K012,2,19941128,229,59.7417,-40.0617,2686,18.4,5.058,34.8673,2,34.8661,2,-999,1,294.4,2,6.77,2,14.79,2,-999,9,0.95,2,4.408,2,2.184,2,2133.7,2
      06MT30_3,  A01E,512,1,23,   K125,2,19941128,229,59.7417,-40.0617,2686,48.4,5.061,34.8682,2,34.8668,2,-999,1,294.5,2,6.77,2,14.85,2,-999,9,0.96,2,-999,9,-999,9,2132.3,2
      06MT30_3,  A01E,512,1,22,   B023,2,19941128,229,59.7417,-40.0617,2686,97.8,5.066,34.8694,2,34.8681,2,-999,1,294,2,6.77,2,14.91,2,-999,9,0.95,2,-999,9,-999,9,2132.5,2
      06MT30_3,  A01E,512,1,21,   K040,2,19941128,229,59.7417,-40.0617,2686,148.8,4.045,34.8731,2,34.8735,2,-999,1,285.4,2,8.81,2,17.21,2,-999,9,1.13,2,4.173,2,2.034,2,2149.6,2
      06MT30_3,  A01E,512,1,20,   K097,2,19941128,229,59.7417,-40.0617,2686,249.5,3.472,34.8641,2,34.8613,2,-999,1,289.4,2,9.44,2,17.49,2,-999,9,1.1,2,-999,9,-999,9,2152.5,2
      06MT30_3,  A01E,512,1,19,   U015,2,19941128,229,59.7417,-40.0617,2686,347.9,3.283,34.8666,2,34.8637,2,-999,1,292.1,2,9.59,2,17.43,2,-999,9,1.09,2,-999,9,-999,9,-999,9
      06MT30_3,  A01E,512,1,18,   B003,2,19941128,229,59.7417,-40.0617,2686,450,3.189,34.8682,2,34.867,2,-999,1,293.2,2,9.58,2,17.41,2,-999,9,1.16,4,3.587,2,1.759,2,-999,9
      06MT30_3,  A01E,512,1,17,   K124,2,19941128,229,59.7417,-40.0617,2686,597.7,3.07,34.8624,2,34.8608,2,-999,1,297.1,2,9.47,2,17.24,2,-999,9,1.07,2,-999,9,-999,9,2149.9,2
      06MT30_3,  A01E,512,1,16,   K114,2,19941128,229,59.7417,-40.0617,2686,746.5,2.999,34.8562,2,34.8555,2,-999,1,299.1,2,9.45,2,17.04,2,-999,9,1.08,2,3.926,2,1.943,2,-999,9
      06MT30_3,  A01E,512,1,15,   U010,2,19941128,229,59.7417,-40.0617,2686,898.2,2.947,34.8508,2,34.8505,2,-999,1,301.2,2,9.4,2,16.88,2,-999,9,1.07,2,-999,9,-999,9,-999,9
      06MT30_3,  A01E,512,1,14,   U002,2,19941128,229,59.7417,-40.0617,2686,1047.6,2.97,34.8553,2,34.8547,2,-999,1,302.4,2,9.36,2,16.89,2,-999,9,1.08,2,3.853,2,1.882,2,-999,9
      06MT30_3,  A01E,512,1,13,   B013,2,19941128,229,59.7417,-40.0617,2686,1200.5,2.953,34.8535,2,34.852,2,-999,1,302.1,2,9.33,2,16.84,2,-999,9,1.07,2,3.813,2,1.877,2,-999,9
      06MT30_3,  A01E,512,1,12,   K117,2,19941128,229,59.7417,-40.0617,2686,1345.9,2.926,34.8496,2,34.8488,2,-999,1,301.1,2,9.34,2,16.77,2,-999,9,1.07,2,3.708,2,1.835,2,-999,9
      06MT30_3,  A01E,512,1,11,   B008,2,19941128,229,59.7417,-40.0617,2686,1496,2.903,34.8465,2,34.8465,2,-999,1,299.4,2,9.37,2,16.7,2,-999,9,1.05,2,-999,9,-999,9,-999,9
      06MT30_3,  A01E,512,1,10,   K115,2,19941128,229,59.7417,-40.0617,2686,1650.6,2.905,34.8485,2,34.8482,2,-999,1,302,2,9.44,2,16.65,2,-999,9,1.06,2,3.737,2,1.786,2,-999,9
      06MT30_3,  A01E,512,1,9,   K036,2,19941128,229,59.7417,-40.0617,2686,1800.8,3.012,34.8719,2,34.871,2,-999,1,291.7,2,9.89,2,16.64,2,-999,9,1.05,2,3.112,2,1.459,2,-999,9
      06MT30_3,  A01E,512,1,8,   U017,2,19941128,229,59.7417,-40.0617,2686,1948.1,3.131,34.9104,2,34.9095,2,-999,1,280.9,2,10.97,2,16.69,2,-999,9,1.06,2,2.154,2,0.978,2,-999,9
      06MT30_3,  A01E,512,1,7,   B004,2,19941128,229,59.7417,-40.0617,2686,2095.9,3.06,34.9246,2,34.9242,2,-999,1,277.4,2,11.72,2,16.61,2,-999,9,1.06,2,1.737,2,0.763,2,2153.1,2
      06MT30_3,  A01E,512,1,6,   U006,2,19941128,229,59.7417,-40.0617,2686,2249.9,2.904,34.9253,2,34.9241,2,-999,1,277.3,2,12.14,2,16.44,2,-999,9,1.07,2,1.779,2,0.775,2,-999,9
      06MT30_3,  A01E,512,1,5,   U023,2,19941128,229,59.7417,-40.0617,2686,2400.9,2.616,34.9107,2,34.9126,2,-999,1,282.8,2,11.91,2,16.07,2,-999,9,1.04,2,2.044,2,0.901,2,-999,9
      06MT30_3,  A01E,512,1,4,   K056,2,19941128,229,59.7417,-40.0617,2686,2552.7,1.796,34.8637,2,34.863,2,-999,1,300.4,2,8.58,2,14.79,2,-999,9,0.96,2,3.651,2,1.743,2,-999,9
      06MT30_3,  A01E,512,1,3,   U018,2,19941128,229,59.7417,-40.0617,2686,2600.2,1.595,34.8641,2,34.8642,2,-999,1,347.4,2,8.14,2,14.5,2,-999,9,0.93,2,3.817,2,1.852,2,-999,9
      06MT30_3,  A01E,512,1,2,   K052,2,19941128,229,59.7417,-40.0617,2686,2630.9,1.309,34.8691,2,34.866,3,-999,1,307.1,2,8.14,2,14.34,2,-999,9,0.93,2,3.768,2,1.795,2,-999,9
