BOTTLE,20191223JHS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#BOTTLE,20140806SIOCCHRJL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXPOCODE,SECT_ID,STNNBR,CASTNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W
,,,,,,,,,,METERS,DBAR,ITS-90,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PMOL/KG,,PMOL/KG,,UMOL/KG,,UMOL/KG,
35MF19960220,       I06S,32,1,11,2,19960229,0,-40.9865,30.0028,4457,3037.5,2.185,34.8232,2,-999,9,220.9,2,81.35,2,27.17,2,-999,9,1.88,2,0.016,2,0.028,2,2215.8,2,2349,2
35MF19960220,       I06S,32,1,10,2,19960229,0,-40.9865,30.0028,4457,3242.8,2.0311,34.8107,2,-999,9,219.6,2,88.8,2,27.76,2,-999,9,1.92,2,0.033,2,0.009,2,2208.6,3,2352.2,2
35MF19960220,       I06S,32,1,9,2,19960229,0,-40.9865,30.0028,4457,3446.1,1.7894,34.7916,2,-999,9,217.6,2,100.26,2,28.75,2,-999,9,2.01,2,0.06,2,0.019,2,2227.8,2,2354.6,2
35MF19960220,       I06S,32,1,8,2,19960229,0,-40.9865,30.0028,4457,3653.3,1.5479,34.7712,2,-999,9,216.6,2,112.29,2,29.55,2,-999,9,2.07,2,0.104,2,0.033,2,2231.7,2,2357.1,2
35MF19960220,       I06S,32,1,7,2,19960229,0,-40.9865,30.0028,4457,3857.4,1.3246,34.7535,2,-999,9,216.8,2,121.46,2,30.54,2,-999,9,2.13,2,0.049,2,0.008,2,2240.6,2,2361.4,2
35MF19960220,       I06S,32,1,6,2,19960229,0,-40.9865,30.0028,4457,3960.4,1.2075,34.7447,2,-999,9,216.9,2,126.04,2,30.74,2,-999,9,2.16,2,0.076,2,0.018,2,2245.7,2,2362.7,2
35MF19960220,       I06S,32,1,5,2,19960229,0,-40.9865,30.0028,4457,4063.4,1.0662,34.7345,2,-999,9,217.2,2,130.62,2,31.13,2,-999,9,2.19,2,0.058,2,0.014,2,2247.4,2,2364.4,2
35MF19960220,       I06S,32,1,4,2,19960229,0,-40.9865,30.0028,4457,4164.4,0.8582,34.7184,2,-999,9,218.2,2,139.79,2,31.73,2,-999,9,2.24,2,0.096,2,0.029,2,2249.3,2,2366.1,2
35MF19960220,       I06S,32,1,3,2,19960229,0,-40.9865,30.0028,4457,4284.3,0.5196,34.6943,2,-999,9,220.7,2,148.95,2,32.32,2,-999,9,2.3,2,0.204,2,0.088,2,2254.4,2,2365,2
35MF19960220,       I06S,32,1,2,2,19960229,0,-40.9865,30.0028,4457,4386.2,0.3034,34.679,2,-999,9,223.1,2,154.68,2,32.92,2,-999,9,2.34,2,0.166,2,0.063,2,2253.8,2,2362.7,2
35MF19960220,       I06S,32,1,1,2,19960229,0,-40.9865,30.0028,4457,4489.1,0.1929,34.6717,2,-999,9,224.8,2,159.27,2,32.92,2,-999,9,2.34,2,0.234,6,0.104,6,2255,2,2361.2,2
35MF19960220,       I06S,32,2,24,2,19960229,0,-40.9865,30.0028,4457,2.5,19.0477,35.5097,2,-999,9,233,2,0,2,0.18,2,-999,9,0.17,2,2.425,2,1.338,2,2017.3,2,2334.1,2
35MF19960220,       I06S,32,2,23,2,19960229,0,-40.9865,30.0028,4457,9.5,19.0352,35.5079,2,-999,9,232.3,2,0,2,0.18,2,-999,9,0.13,2,2.404,2,1.432,2,2018.1,2,2333.5,2
35MF19960220,       I06S,32,2,22,2,19960229,0,-40.9865,30.0028,4457,18.3,19.0228,35.5046,2,-999,9,232.9,2,0,2,0.18,2,-999,9,0.17,2,2.406,2,1.358,2,-999,9,-999,9
35MF19960220,       I06S,32,2,21,2,19960229,0,-40.9865,30.0028,4457,39.1,18.9938,35.4912,2,-999,9,233,2,0,2,0.27,2,-999,9,0.15,2,-999,9,-999,9,2018.4,2,2331.7,2
35MF19960220,       I06S,32,2,20,2,19960229,0,-40.9865,30.0028,4457,58.8,16.8972,35.3563,2,-999,9,215.5,2,1.04,2,3.71,2,-999,9,0.41,2,2.517,2,1.378,2,2057.3,2,2325.8,2
35MF19960220,       I06S,32,2,19,2,19960229,0,-40.9865,30.0028,4457,78.5,15.6634,35.2906,2,-999,9,205.9,2,2.07,2,6.65,2,-999,9,0.58,2,-999,9,-999,9,2075.7,2,2321.9,2
35MF19960220,       I06S,32,2,18,2,19960229,0,-40.9865,30.0028,4457,98.3,14.7421,35.2379,2,-999,9,214.1,2,2.07,2,7.23,2,-999,9,0.65,2,2.67,2,1.462,2,2082.2,2,2320.3,2
35MF19960220,       I06S,32,2,17,2,19960229,0,-40.9865,30.0028,4457,123,14.1251,35.2182,2,-999,9,214.5,2,2.07,2,8.31,2,-999,9,0.71,2,-999,9,-999,9,2088.5,2,2318.1,2
35MF19960220,       I06S,32,2,16,2,19960229,0,-40.9865,30.0028,4457,148.7,13.4612,35.1736,2,-999,9,212,2,3.1,2,9.48,2,-999,9,0.77,2,2.681,2,1.383,2,2095.9,2,2314.2,2
35MF19960220,       I06S,32,2,15,3,19960229,0,-40.9865,30.0028,4457,174.4,12.9842,35.1226,2,-999,9,213.8,2,3.62,2,10.66,2,-999,9,0.85,2,-999,9,-999,9,2098.7,2,2312.8,2
35MF19960220,       I06S,32,2,14,3,19960229,0,-40.9865,30.0028,4457,197.2,12.5482,35.0784,2,-999,9,214.4,2,4.14,2,11.34,2,-999,9,0.92,2,2.662,2,1.371,2,2104.1,2,2309.4,2
35MF19960220,       I06S,32,2,13,2,19960229,0,-40.9865,30.0028,4457,248.6,11.6933,34.9906,2,-999,9,211.1,2,5.17,2,13.4,2,-999,9,1.02,2,2.513,2,1.262,2,2113,2,2306.3,2
35MF19960220,       I06S,32,2,12,2,19960229,0,-40.9865,30.0028,4457,296.2,11.0987,34.9367,2,-999,9,202.3,2,7.41,2,15.63,2,-999,9,1.18,2,2.182,2,1.094,2,2122.9,2,2304.2,2
35MF19960220,       I06S,32,2,11,2,19960229,0,-40.9865,30.0028,4457,346.7,10.4932,34.8749,2,-999,9,200,2,8.46,2,17.21,2,-999,9,1.28,2,2.018,2,1.005,2,2126.8,2,2303.1,2
35MF19960220,       I06S,32,2,10,2,19960229,0,-40.9865,30.0028,4457,398.3,9.5414,34.7404,2,-999,9,209.6,2,8.46,2,18.49,2,-999,9,1.44,2,2.045,2,1.008,2,2130.4,2,2297.6,2
35MF19960220,       I06S,32,2,9,2,19960229,0,-40.9865,30.0028,4457,496.6,8.4475,34.6566,2,-999,9,197.4,2,13.75,2,21.73,2,-999,9,1.71,2,1.51,2,0.733,2,2146.4,2,2295.3,2
35MF19960220,       I06S,32,2,8,2,19960229,0,-40.9865,30.0028,4457,598,7.2686,34.5568,2,-999,9,194.8,2,20.09,2,25.08,2,-999,9,1.83,2,1.406,2,0.679,2,2161.2,2,2297.4,2
35MF19960220,       I06S,32,2,7,2,19960229,0,-40.9865,30.0028,4457,698.5,5.93,34.4346,2,-999,9,204.9,2,24.32,2,27.53,2,-999,9,2.04,2,1.738,2,0.83,2,2166.9,2,2294,2
35MF19960220,       I06S,32,2,6,2,19960229,0,-40.9865,30.0028,4457,799.1,5.1094,34.4062,2,-999,9,203.7,2,31.19,2,29.2,2,-999,9,2.13,2,1.555,2,0.721,2,2179.9,2,2298.3,2
35MF19960220,       I06S,32,2,5,2,19960229,0,-40.9865,30.0028,4457,898.7,4.5471,34.4076,2,-999,9,197.7,2,39.12,2,30.68,2,-999,9,2.25,2,1.251,2,0.583,2,2192.3,2,2304.9,2
35MF19960220,       I06S,32,2,4,2,19960229,0,-40.9865,30.0028,4457,1000.5,4.1045,34.4364,2,-999,9,188.3,2,49.17,2,31.86,2,-999,9,2.34,2,0.929,2,0.425,2,2208.5,2,2312,2
35MF19960220,       I06S,32,2,3,2,19960229,0,-40.9865,30.0028,4457,1101.3,3.6998,34.4697,2,-999,9,181,2,58.15,2,32.64,2,-999,9,2.43,2,0.807,2,0.366,2,2222.7,2,2318.7,2
35MF19960220,       I06S,32,2,2,2,19960229,0,-40.9865,30.0028,4457,1202.2,3.2797,34.4926,2,-999,9,178.9,2,66.07,2,33.03,2,-999,9,2.48,2,0.517,2,0.225,2,2228.4,2,2325,2
35MF19960220,       I06S,32,2,1,2,19960229,0,-40.9865,30.0028,4457,1357.1,3.1338,34.5817,2,-999,9,171.5,2,74,2,32.83,2,-999,9,2.42,2,0.227,2,0.077,2,2239.9,2,2336.8,2
35MF19960220,       I06S,34,1,22,2,19960229,0,-41.6642,29.9892,4842,1505.4,2.8692,34.6593,2,-999,9,176,2,80.85,2,33.68,2,-999,9,2.33,2,0.089,2,0.043,2,2236.8,2,2339.9,2
35MF19960220,       I06S,34,1,21,2,19960229,0,-41.6642,29.9892,4842,1657.5,2.7813,34.7066,2,-999,9,184.2,2,78.72,2,32.08,2,-999,9,2.25,2,0.113,2,0.033,2,2234,2,2339.5,2
35MF19960220,       I06S,34,1,20,2,19960229,0,-41.6642,29.9892,4842,1809.7,2.7115,34.7524,2,-999,9,193.5,2,74.46,2,30.79,2,-999,9,2.1,2,0.045,2,0.012,2,2228,2,2341.5,2
35MF19960220,       I06S,34,1,19,2,19960229,0,-41.6642,29.9892,4842,2015.1,2.6242,34.7928,2,-999,9,204.8,2,71.26,2,29.09,2,-999,9,2,2,0.056,2,0.02,2,2213,2,2338.1,2
35MF19960220,       I06S,34,1,18,2,19960229,0,-41.6642,29.9892,4842,2219.5,2.5411,34.8101,2,-999,9,211.2,2,69.67,2,28.09,2,-999,9,1.94,2,0.146,2,0.065,2,2207.6,2,2337.7,2
35MF19960220,       I06S,34,1,17,2,19960229,0,-41.6642,29.9892,4842,2422.9,2.461,34.8332,2,-999,9,216.9,2,69.13,2,27.39,2,-999,9,1.88,2,0.208,3,0.087,3,2212.5,2,2340.4,2
35MF19960220,       I06S,34,1,16,2,19960229,0,-41.6642,29.9892,4842,2627.3,2.3407,34.8242,2,-999,9,218.6,2,73.39,2,27.49,3,-999,9,1.87,2,0.033,2,0.013,2,2212.3,2,2344.8,2
35MF19960220,       I06S,34,1,15,2,19960229,0,-41.6642,29.9892,4842,2833.7,2.182,34.8154,2,-999,9,218,2,79.77,2,27.69,2,-999,9,1.89,2,-999,9,-999,9,2219.1,2,2347.4,2
35MF19960220,       I06S,34,1,13,2,19960229,0,-41.6642,29.9892,4842,3037.1,2.076,34.8134,2,-999,9,218.9,2,81.9,2,-999,4,-999,9,1.89,2,0.034,2,0.006,2,2221.1,2,2349.3,2
35MF19960220,       I06S,34,1,14,2,19960229,0,-41.6642,29.9892,4842,3037.1,2.076,34.8126,2,-999,9,219,2,81.9,2,27.79,2,-999,9,1.89,2,0.04,2,0.036,2,2219.2,2,2347.8,2
35MF19960220,       I06S,34,1,12,2,19960229,0,-41.6642,29.9892,4842,3240.4,1.873,34.7973,2,-999,9,217.5,2,94.66,2,28.41,2,-999,9,1.92,2,-999,9,-999,9,2225.3,2,2352.2,2
35MF19960220,       I06S,34,1,11,2,19960229,0,-41.6642,29.9892,4842,3444.7,1.6318,34.7749,2,-999,9,215.3,2,113.32,2,29.4,2,-999,9,2,2,0.04,2,0.01,2,2236.1,2,2356.1,2
35MF19960220,       I06S,34,1,10,2,19960229,0,-41.6642,29.9892,4842,3649.9,1.4354,34.7632,2,-999,9,216.4,2,120.05,2,29.89,2,-999,9,2.09,2,0.046,2,0.014,2,2237.3,2,2358.6,2
35MF19960220,       I06S,34,1,9,2,19960229,0,-41.6642,29.9892,4842,3855,1.2427,34.7506,2,-999,9,216.6,2,129.03,2,30.58,2,-999,9,2.09,2,0.057,2,0.039,2,2241.5,2,2361.3,2
35MF19960220,       I06S,34,1,8,2,19960229,0,-41.6642,29.9892,4842,4059,1.0323,-999,1,-999,9,217.4,2,137.44,2,31.37,2,-999,9,2.14,2,0.089,2,0.074,2,2245.7,2,2364.1,2
35MF19960220,       I06S,34,1,7,2,19960229,0,-41.6642,29.9892,4842,4266.9,0.6791,34.7055,2,-999,9,218.9,2,-999,4,32.16,2,-999,9,2.21,2,0.085,2,0.034,2,2248.9,2,2365.2,2
35MF19960220,       I06S,34,1,6,2,19960229,0,-41.6642,29.9892,4842,4367.9,0.5282,34.7039,2,-999,9,220,2,-999,4,32.56,2,-999,9,2.28,2,0.121,2,0.061,2,2251.4,2,2365,2
35MF19960220,       I06S,34,1,5,2,19960229,0,-41.6642,29.9892,4842,4466.8,0.4046,34.6841,2,-999,9,221.2,2,-999,4,32.75,2,-999,9,2.26,2,0.146,2,0.067,2,2253.5,2,2362,2
35MF19960220,       I06S,34,1,4,2,19960229,0,-41.6642,29.9892,4842,4571.6,0.3245,34.6797,2,-999,9,223.3,2,-999,4,32.95,2,-999,9,2.28,2,0.172,2,0.078,2,2257.3,2,2363.2,2
35MF19960220,       I06S,34,1,3,2,19960229,0,-41.6642,29.9892,4842,4679.5,0.2491,34.675,2,-999,9,224.1,2,-999,4,32.95,2,-999,9,2.35,2,0.235,2,0.096,2,2255.7,2,2361.2,2
35MF19960220,       I06S,34,1,2,2,19960229,0,-41.6642,29.9892,4842,4780.3,0.2111,34.6701,2,-999,9,225.2,2,-999,4,33.15,2,-999,9,2.35,2,0.194,2,0.1,2,2256.6,2,2361.8,2
35MF19960220,       I06S,34,1,1,2,19960229,0,-41.6642,29.9892,4842,4882.1,0.1958,34.6697,2,-999,9,225.6,2,-999,4,32.95,2,-999,9,2.33,2,0.224,6,0.175,6,2254.7,2,2357.7,2
35MF19960220,       I06S,34,2,24,2,19960229,0,-41.6642,29.9892,4842,2.2,18.6232,35.5164,2,-999,9,234,2,0,2,0.27,2,-999,9,0.11,2,2.409,2,1.327,2,2020.9,2,2334,2
35MF19960220,       I06S,34,2,23,2,19960229,0,-41.6642,29.9892,4842,8.2,18.625,35.5166,2,-999,9,234.1,2,0,2,0.27,2,-999,9,0.11,2,2.436,2,1.585,2,2017.6,2,2332.9,2
35MF19960220,       I06S,34,2,22,2,19960229,0,-41.6642,29.9892,4842,17,18.6342,35.5166,2,-999,9,234,2,0,2,0.46,2,-999,9,0.11,2,2.408,2,1.401,2,2019.1,2,2334.6,2
35MF19960220,       I06S,34,2,21,2,19960229,0,-41.6642,29.9892,4842,36.8,18.6164,35.4445,2,-999,9,234.3,2,0,2,0.75,2,-999,9,0.15,2,2.505,2,1.381,2,2028.3,2,2330.6,2
35MF19960220,       I06S,34,2,20,2,19960229,0,-41.6642,29.9892,4842,58.5,14.9629,35.1647,2,-999,9,231.5,2,0.9,2,4.37,2,-999,9,0.43,2,2.905,2,1.508,2,2057.5,2,2314.6,2
35MF19960220,       I06S,34,2,19,2,19960229,0,-41.6642,29.9892,4842,76.3,13.7755,35.114,2,-999,9,224.8,2,2.7,2,7.05,2,-999,9,0.59,2,2.869,2,1.489,2,2077,2,2313.4,2
35MF19960220,       I06S,34,2,18,2,19960229,0,-41.6642,29.9892,4842,98,13.5486,35.2084,2,-999,9,215.2,2,3.6,2,8.77,2,-999,9,0.69,2,2.73,2,1.399,2,2089.7,2,2316.7,2
35MF19960220,       I06S,34,2,17,2,19960229,0,-41.6642,29.9892,4842,122.7,13.5046,35.2424,2,-999,9,212.9,2,3.6,2,9.15,2,-999,9,0.71,2,2.661,2,1.386,2,2097.5,2,2317,2
35MF19960220,       I06S,34,2,16,2,19960229,0,-41.6642,29.9892,4842,145.4,13.0157,35.1238,2,-999,9,219.4,2,3.6,2,9.82,2,-999,9,0.77,2,2.796,2,1.447,2,2095.9,2,2311.3,2
35MF19960220,       I06S,34,2,15,3,19960229,0,-41.6642,29.9892,4842,171.2,12.4148,35.0884,2,-999,9,216.8,2,4.49,2,10.87,2,-999,9,0.85,2,2.66,2,1.349,2,2102.5,2,2310.2,2
35MF19960220,       I06S,34,2,14,3,19960229,0,-41.6642,29.9892,4842,195.9,12.0055,35.033,2,-999,9,221.2,2,4.49,2,12.11,2,-999,9,0.88,2,2.692,2,1.549,2,2103.6,2,2308.1,2
35MF19960220,       I06S,34,2,13,2,19960229,0,-41.6642,29.9892,4842,245.4,11.0322,34.8825,2,-999,9,231.6,2,4.49,2,12.58,2,-999,9,0.94,2,2.926,2,1.477,2,2104.6,2,2300.9,2
35MF19960220,       I06S,34,2,12,2,19960229,0,-41.6642,29.9892,4842,294.9,10.2504,34.7959,2,-999,9,234.8,2,5.04,2,14.34,2,-999,9,1.04,2,2.956,2,1.502,2,2106.5,2,2296.5,2
35MF19960220,       I06S,34,2,11,2,19960229,0,-41.6642,29.9892,4842,345.5,9.6255,34.6998,2,-999,9,236.8,2,5.49,2,15.61,2,-999,9,1.13,2,3.044,2,1.52,2,2110.4,2,2292.3,2
35MF19960220,       I06S,34,2,10,2,19960229,0,-41.6642,29.9892,4842,397,9.0947,34.6715,2,-999,9,219.8,2,8.7,2,18.35,2,-999,9,1.31,2,2.43,2,1.191,2,2122.2,2,2292.7,2
35MF19960220,       I06S,34,2,9,2,19960229,0,-41.6642,29.9892,4842,498.3,8.2292,34.6248,2,-999,9,200.3,2,16.48,2,22.65,2,-999,9,1.63,2,1.674,2,0.811,2,2146.3,2,2295,2
35MF19960220,       I06S,34,2,8,2,19960229,0,-41.6642,29.9892,4842,597.7,6.93,34.5368,2,-999,9,193.7,2,25.17,2,25.96,2,-999,9,1.84,2,1.382,2,0.666,2,2161.2,2,2297.2,2
35MF19960220,       I06S,34,2,7,2,19960229,0,-41.6642,29.9892,4842,699.2,5.5374,34.3984,2,-999,9,209.3,2,27,2,28.31,3,-999,9,1.99,2,1.837,2,0.874,2,2170.1,2,2292.6,2
35MF19960220,       I06S,34,2,6,2,19960229,0,-41.6642,29.9892,4842,799.8,4.8442,34.3933,2,-999,9,204.3,2,34.78,2,29.38,2,-999,9,2.11,2,1.529,2,0.717,2,2182,2,2299.3,2
35MF19960220,       I06S,34,2,5,2,19960229,0,-41.6642,29.9892,4842,897.4,4.0842,34.3658,2,-999,9,208.6,2,44.85,2,31.04,2,-999,9,2.22,2,1.543,2,0.717,2,2192.5,2,2301.6,2
35MF19960220,       I06S,34,2,4,2,19960229,0,-41.6642,29.9892,4842,996.2,4.0192,34.444,2,-999,9,185.9,2,53.08,2,32.01,2,-999,9,2.3,2,0.872,2,0.391,2,2210.4,2,2314.5,2
35MF19960220,       I06S,34,2,3,2,19960229,0,-41.6642,29.9892,4842,1100,3.646,34.494,2,-999,9,175.4,2,63.14,2,32.79,2,-999,9,2.37,2,0.626,2,0.282,2,2221.8,2,2323.2,2
35MF19960220,       I06S,34,2,2,2,19960229,0,-41.6642,29.9892,4842,1201.9,3.3797,34.5328,2,-999,9,171.5,2,69.54,3,32.4,3,-999,9,2.38,2,0.361,2,0.151,2,2236.3,2,2335.9,2
35MF19960220,       I06S,34,2,1,2,19960229,0,-41.6642,29.9892,4842,1356.8,3.074,34.6009,2,-999,9,171.5,2,75.94,3,33.18,3,-999,9,2.33,2,0.171,2,0.066,2,2234.8,2,2331.8,3
35MF19960220,       I06S,36,1,22,2,19960301,0,-42.3265,30.008,4315,1506.3,2.7428,34.6519,2,-999,9,178.8,2,79.43,2,30.98,2,-999,9,2.34,2,0.128,2,0.046,2,2235.7,2,2338.5,2
35MF19960220,       I06S,36,1,21,2,19960301,0,-42.3265,30.008,4315,1608.4,2.6889,34.689,2,-999,9,184.1,2,79.42,2,30.13,2,-999,9,2.24,2,0.157,2,0.046,2,2233,2,2338.1,2
35MF19960220,       I06S,36,1,20,2,19960301,0,-42.3265,30.008,4315,1711.5,2.6634,34.7264,2,-999,9,189.3,2,76.97,2,29.19,2,-999,9,2.18,2,0.073,2,0.027,2,2229.8,2,2338.7,2
35MF19960220,       I06S,36,1,19,2,19960301,0,-42.3265,30.008,4315,1813.6,2.6564,34.7527,2,-999,9,195.1,2,74.52,2,28.43,2,-999,9,2.12,2,0.115,2,0.042,2,2207.6,4,2339.7,2
35MF19960220,       I06S,36,1,18,2,19960301,0,-42.3265,30.008,4315,1914.8,2.6281,34.7673,2,-999,9,200.9,2,73.05,2,27.59,2,-999,9,2.06,2,0.253,2,0.102,2,2220.8,2,2338.5,2
35MF19960220,       I06S,36,1,17,2,19960301,0,-42.3265,30.008,4315,2013.9,2.5941,34.7834,2,-999,9,202.8,2,73.53,2,27.49,2,-999,9,2.02,2,0.259,3,0.1,3,2220.2,2,2338.6,2
35MF19960220,       I06S,36,1,16,2,19960301,0,-42.3265,30.008,4315,2218.4,2.5008,34.8075,2,-999,9,210.6,2,71.57,2,26.55,2,-999,9,1.93,2,0.042,2,0,2,2212.4,2,2338.2,2
35MF19960220,       I06S,36,1,15,2,19960301,0,-42.3265,30.008,4315,2424.8,2.4093,34.8209,2,-999,9,216.6,2,71.57,2,25.7,2,-999,9,1.87,2,0.057,2,0,2,2206.3,2,2339.4,2
35MF19960220,       I06S,36,1,14,2,19960301,0,-42.3265,30.008,4315,2629.2,2.3213,34.8268,2,-999,9,219.7,2,72.55,2,25.32,2,-999,9,1.85,2,0.021,2,0.001,2,2208.8,2,2341.6,2
35MF19960220,       I06S,36,1,13,2,19960301,0,-42.3265,30.008,4315,2830.6,2.2211,34.8256,2,-999,9,220.9,2,76.96,2,25.23,2,-999,9,1.85,2,0.029,2,0.009,2,2210.7,2,2344,2
35MF19960220,       I06S,36,1,12,2,19960301,0,-42.3265,30.008,4315,3036,2.0898,34.8169,2,-999,9,220.3,2,-999,4,25.51,2,-999,9,1.85,2,0.08,3,0.015,3,2211.8,2,2347.5,2
35MF19960220,       I06S,36,1,11,2,19960301,0,-42.3265,30.008,4315,3036,2.0898,34.8169,2,-999,9,220.4,2,84.86,2,25.51,2,-999,9,1.86,2,0.023,2,0.003,2,2213.3,2,2346.7,2
35MF19960220,       I06S,36,1,10,2,19960301,0,-42.3265,30.008,4315,3245.3,1.8811,34.7979,2,-999,9,218.1,2,95.09,2,26.27,2,-999,9,1.93,2,0.041,2,0.006,2,2223.7,2,2350.6,2
35MF19960220,       I06S,36,1,9,2,19960301,0,-42.3265,30.008,4315,3444.6,1.6409,34.7751,2,-999,9,215.2,2,107.36,2,27.4,2,-999,9,2.02,2,0.052,2,0.007,2,2231.2,2,2355.5,2
35MF19960220,       I06S,36,1,8,2,19960301,0,-42.3265,30.008,4315,3653.8,1.4292,34.7614,2,-999,9,216.3,2,115.54,2,27.87,2,-999,9,2.08,2,0.084,2,0.03,2,2234.7,2,2358.3,2
35MF19960220,       I06S,36,1,7,2,19960301,0,-42.3265,30.008,4315,3754.8,1.3203,34.7522,2,-999,9,215.8,2,120.65,2,28.35,2,-999,9,2.1,2,0.049,2,0.006,2,2238.8,2,2361.3,2
35MF19960220,       I06S,36,1,6,2,19960301,0,-42.3265,30.008,4315,3859.9,1.2349,34.7457,2,-999,9,216,2,123.72,2,28.54,2,-999,9,2.12,2,0.054,2,0.007,2,2239.7,2,2359.7,2
35MF19960220,       I06S,36,1,5,2,19960301,0,-42.3265,30.008,4315,3960.9,1.1357,34.7374,2,-999,9,216,2,128.83,2,28.72,2,-999,9,2.15,2,0.054,2,0.032,2,2244.4,2,2362.7,2
35MF19960220,       I06S,36,1,4,2,19960301,0,-42.3265,30.008,4315,4063.9,1.059,34.7319,2,-999,9,216.5,2,130.87,2,29.01,2,-999,9,2.16,2,0.065,2,0.022,2,2241.8,2,2363.3,2
35MF19960220,       I06S,36,1,3,2,19960301,0,-42.3265,30.008,4315,4166.9,0.9523,34.7231,2,-999,9,217,2,134.96,2,29.29,2,-999,9,2.18,2,0.103,2,0.027,2,2247.1,2,2363.2,2
35MF19960220,       I06S,36,1,2,2,19960301,0,-42.3265,30.008,4315,4265.8,0.8398,34.7141,2,-999,9,218.2,2,141.1,2,29.67,2,-999,9,2.21,2,0.073,2,0.026,2,2251.5,2,2366.4,2
35MF19960220,       I06S,36,1,1,2,19960301,0,-42.3265,30.008,4315,4342.8,0.7625,34.7084,2,-999,9,218.5,2,144.16,2,29.76,2,-999,9,2.2,2,0.109,6,0.036,6,2255,2,2369,2
35MF19960220,       I06S,36,2,24,2,19960301,0,-42.3265,30.008,4315,4,14.0148,34.502,2,-999,9,271.8,2,0,2,5.09,2,-999,9,0.53,2,3.335,2,1.715,2,2022.2,2,2299.3,2
35MF19960220,       I06S,36,2,23,2,19960301,0,-42.3265,30.008,4315,8,14.0048,34.5034,2,-999,9,272.4,2,0,2,4.99,2,-999,9,0.52,2,3.321,2,1.762,2,2025.6,2,2298.4,2
35MF19960220,       I06S,36,2,22,2,19960301,0,-42.3265,30.008,4315,17.8,13.7643,34.5191,2,-999,9,272.7,2,0,2,5.08,2,-999,9,0.55,2,3.37,2,2.032,2,2027,2,2299.1,2
35MF19960220,       I06S,36,2,21,2,19960301,0,-42.3265,30.008,4315,37.6,12.8303,34.5187,2,-999,9,269.7,2,0,2,6.6,2,-999,9,0.66,2,3.548,2,1.905,2,2047.5,2,2299,2
35MF19960220,       I06S,36,2,20,2,19960301,0,-42.3265,30.008,4315,58.3,11.6205,34.4493,2,-999,9,266.6,2,0,2,8.3,2,-999,9,0.83,2,3.679,2,1.894,2,2059.2,2,2293.9,2
35MF19960220,       I06S,36,2,19,2,19960301,0,-42.3265,30.008,4315,78,11.2972,34.5026,2,-999,9,262.1,2,0,2,8.77,2,-999,9,0.83,2,3.686,2,1.884,2,2068.7,2,2294.5,2
35MF19960220,       I06S,36,2,18,2,19960301,0,-42.3265,30.008,4315,97.8,10.1534,34.4579,2,-999,9,265.1,2,0,2,12.07,2,-999,9,1.07,2,3.938,2,1.98,2,2086.1,2,2289.8,2
35MF19960220,       I06S,36,2,17,2,19960301,0,-42.3265,30.008,4315,122.5,9.4142,34.4836,2,-999,9,262.4,2,1.09,2,13.96,2,-999,9,1.13,2,3.96,2,1.975,2,2093.9,2,2285.5,2
35MF19960220,       I06S,36,2,16,2,19960301,0,-42.3265,30.008,4315,147.2,8.9291,34.4819,2,-999,9,260.5,2,2.17,2,15.19,2,-999,9,1.19,2,3.891,2,1.922,2,2098,2,2285.4,2
35MF19960220,       I06S,36,2,15,3,19960301,0,-42.3265,30.008,4315,172.9,9.8322,34.7145,2,-999,9,238.8,2,3.8,2,14.34,2,-999,9,1.18,2,3.194,2,1.59,2,2104.6,2,2295,2
35MF19960220,       I06S,36,2,14,3,19960301,0,-42.3265,30.008,4315,198.7,9.9572,34.7505,2,-999,9,233.6,2,4.35,2,14.81,2,-999,9,1.18,2,3.006,2,1.514,2,2109.6,2,2297.7,2
35MF19960220,       I06S,36,2,13,2,19960301,0,-42.3265,30.008,4315,247.2,8.5449,34.5109,2,-999,9,252.8,2,4.35,2,16.22,2,-999,9,1.26,2,3.65,2,1.79,2,2109.6,2,2286.6,2
35MF19960220,       I06S,36,2,12,2,19960301,0,-42.3265,30.008,4315,297.7,8.0025,34.4476,2,-999,9,247.4,2,4.49,2,17.89,2,-999,9,1.35,2,3.54,2,1.776,2,2116.7,2,2284.8,2
35MF19960220,       I06S,36,2,11,2,19960301,0,-42.3265,30.008,4315,346.2,7.6459,34.4705,2,-999,9,226.1,2,8.42,2,19.76,2,-999,9,1.53,2,3.018,2,1.474,2,2132,2,2285.9,2
