BOTTLE,20191223JHS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#BOTTLE,20190725SIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,PH_TOT,PH_TOT_FLAG_W,PH_TMP,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,SF6,SF6_FLAG_W
,,,,,,,,,,,METERS,DBAR,ITS-90,PSS-78,,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,,,DEGC,PMOL/KG,,PMOL/KG,,FMOL/KG,
3.2502E+11, I06S,10,1,7,7,2,20190417,2316,-67.4998,30.0018,3653,2453.6,-0.062,34.6628,2,34.6599,2,230.1,2,229.3,2,122.1,2,32.51,2,0,2,2.23,2,2258.7,2,2351.8,2,7.5904,2,25.06,0.948,2,0.501,2,0.4426,2
3.2502E+11, I06S,10,1,6,6,2,20190417,2316,-67.4998,30.0018,3653,2708.4,-0.1128,34.66,2,34.657,3,232.1,2,232.4,2,121.3,2,32.66,2,0,2,2.23,2,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9
3.2502E+11, I06S,10,1,5,5,2,20190417,2316,-67.4998,30.0018,3653,2963.5,-0.1483,34.6581,2,34.6548,3,234.4,2,234.9,2,120.4,2,32.56,2,0,2,2.23,2,2258.7,2,2349.79,3,7.5926,2,25.05,1.188,2,0.631,2,0.5394,2
3.2502E+11, I06S,10,1,4,4,2,20190417,2316,-67.4998,30.0018,3653,3256.5,-0.1854,34.6559,2,34.6523,3,237.1,2,237.7,2,120.1,2,32.58,2,0,2,2.23,2,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9
3.2502E+11, I06S,10,1,3,3,2,20190417,2316,-67.4998,30.0018,3653,3564.3,-0.2523,34.6538,2,34.6511,2,241.2,2,241,2,122.7,2,32.53,2,0,2,2.22,2,2258.3,2,2350.28,2,7.5953,2,25.06,1.242,2,0.657,2,0.5024,2
3.2502E+11, I06S,10,1,2,2,2,20190417,2316,-67.4998,30.0018,3653,3600.8,-0.2626,34.6535,2,34.6489,3,241.3,2,241.6,2,123.9,2,32.62,2,0,2,2.22,2,2258.9,2,-999,9,-999,9,-999,-999,9,-999,9,-999,9
3.2502E+11, I06S,10,1,1,1,2,20190417,2316,-67.4998,30.0018,3653,3642.3,-0.2697,34.6533,2,34.6535,2,241.3,2,241.2,2,124.7,2,32.57,2,0,2,2.22,2,2256.2,6,2353.12,2,7.5965,2,25.08,1.193,2,0.632,2,0.5255,2
3.2502E+11, I06S,11,1,36,36,2,20190418,450,-66.9994,30.0003,4184,4.8,-1.2095,34.0172,2,34.0156,2,349.4,3,344.2,2,49.4,2,26.9,2,0.18,2,1.79,2,2187.4,2,2305.87,2,7.6594,2,25.06,6.086,2,3.186,2,3.8849,2
3.2502E+11, I06S,11,1,35,35,2,20190418,450,-66.9994,30.0003,4184,25.4,-1.2072,34.0177,2,34.017,2,348.3,3,343.2,2,49.3,2,26.88,2,0.18,2,1.77,2,-999,9,2304.6,2,7.6584,2,25.01,6.072,2,3.163,2,3.9536,2
3.2502E+11, I06S,11,1,34,34,2,20190418,450,-66.9994,30.0003,4184,50.4,-1.1878,34.0301,2,34.0588,2,332,2,336.7,2,51,2,27.26,2,0.17,2,1.82,2,-999,9,-999,9,-999,9,-999,5.796,2,3.042,2,3.6711,2
3.2502E+11, I06S,11,1,33,33,2,20190418,450,-66.9994,30.0003,4184,75.4,-0.7436,34.4156,2,34.4099,2,263.7,2,272,2,70.2,2,30.91,2,0.14,2,2.11,2,2232.1,2,2336.77,2,7.5897,2,25.03,3.822,2,2.01,2,2.2961,2
3.2502E+11, I06S,11,1,32,32,2,20190418,450,-66.9994,30.0003,4184,101.2,-0.6112,34.459,2,34.4699,2,261.6,2,257.4,2,74.4,2,31.6,2,0.04,2,2.15,2,-999,9,-999,9,-999,9,-999,3.397,2,1.783,2,2.0549,2
3.2502E+11, I06S,11,1,31,31,2,20190418,450,-66.9994,30.0003,4184,126,0.0636,34.5319,2,34.5307,2,242.7,2,234.3,2,80,2,32.09,2,0.04,2,2.18,2,2244.2,2,2337.77,2,7.5725,2,25.02,2.643,2,1.392,2,1.5461,2
3.2502E+11, I06S,11,1,30,30,2,20190418,450,-66.9994,30.0003,4184,151.9,0.5355,34.5907,2,34.5926,2,222.2,2,215,2,85.3,2,32.6,2,0.01,2,2.21,2,-999,9,-999,9,-999,9,-999,1.903,2,1.012,2,0.964,2
3.2502E+11, I06S,11,1,29,29,2,20190418,450,-66.9994,30.0003,4184,202.7,0.7597,34.6317,2,34.6327,2,214.8,2,207.1,2,89.3,2,32.5,2,0,2,2.21,2,2253.9,2,2343.4,2,7.5674,2,25.01,1.485,2,0.796,2,0.7722,2
3.2502E+11, I06S,11,1,28,28,2,20190418,450,-66.9994,30.0003,4184,252.3,1.0401,34.6717,2,34.6703,2,208.6,2,200.4,2,92.4,2,32.22,2,0,2,2.19,2,-999,9,-999,9,-999,9,-999,1.036,2,0.561,2,0.5151,2
3.2502E+11, I06S,11,1,27,27,2,20190418,450,-66.9994,30.0003,4184,303,1.0721,34.6834,2,34.6817,2,200.4,2,200.2,2,93.4,2,31.89,2,0,2,2.18,2,2253.9,2,2349.31,2,7.5775,2,25.05,0.932,2,0.51,2,0.5001,2
3.2502E+11, I06S,11,1,26,26,2,20190418,450,-66.9994,30.0003,4184,353.3,1.0475,34.6894,2,34.6872,2,202.4,2,201.7,2,95.1,2,31.58,2,0,2,2.17,2,-999,9,-999,9,-999,9,-999,0.87,2,0.473,2,0.4852,2
3.2502E+11, I06S,11,1,25,25,2,20190418,450,-66.9994,30.0003,4184,404.9,1.055,34.6974,2,34.6966,2,202.3,2,201.4,2,96.7,2,31.76,2,0,2,2.17,2,2253.1,2,2348.72,2,7.5844,2,25.03,0.761,2,0.415,2,0.3821,2
3.2502E+11, I06S,11,1,24,24,2,20190418,450,-66.9994,30.0003,4184,455.1,0.9767,34.6961,2,34.6935,2,202.3,2,203.1,2,98,2,31.75,2,0,2,2.17,2,-999,9,-999,9,-999,9,-999,0.776,2,0.417,2,0.4058,2
3.2502E+11, I06S,11,1,23,23,2,20190418,450,-66.9994,30.0003,4184,506,0.9574,34.6991,2,34.697,2,203.1,2,203.7,2,99.5,2,31.71,2,0,2,2.17,2,2255.1,2,2352.23,2,7.5877,2,25.02,0.727,2,0.391,2,0.2552,2
3.2502E+11, I06S,11,1,22,22,2,20190418,450,-66.9994,30.0003,4184,607.6,0.864,34.6984,2,34.697,2,204.9,2,205.1,2,102.6,2,31.7,2,0,2,2.18,2,-999,9,-999,9,-999,9,-999,0.69,2,0.373,2,0.4062,2
3.2502E+11, I06S,11,1,21,21,2,20190418,450,-66.9994,30.0003,4184,708.3,0.8524,34.7046,2,34.7021,2,204.7,2,204.3,2,106.3,2,31.8,2,0,2,2.19,2,2257,2,2354.62,2,7.5909,2,24.99,0.556,2,0.295,2,0.2349,2
3.2502E+11, I06S,11,1,20,20,2,20190418,450,-66.9994,30.0003,4184,810.2,0.7392,34.6995,2,34.6976,2,205.3,2,205.6,2,109.3,2,31.96,2,0,2,2.2,2,-999,9,-999,9,-999,9,-999,0.569,2,0.296,2,0.2114,2
3.2502E+11, I06S,11,1,19,19,2,20190418,450,-66.9994,30.0003,4184,910.6,0.6277,34.6933,2,34.6911,2,207.4,2,207.9,2,111.3,2,32.11,2,0,2,2.22,2,2256.9,2,2360.78,2,7.5878,2,25.01,0.624,2,0.327,2,0.2646,2
3.2502E+11, I06S,11,1,18,18,2,20190418,450,-66.9994,30.0003,4184,1011.8,0.5842,34.6938,2,34.6919,2,208,2,207.1,2,114.7,2,32.11,2,0,2,2.24,2,-999,9,-999,9,-999,9,-999,0.556,2,0.281,2,0.238,2
3.2502E+11, I06S,11,1,17,17,2,20190418,450,-66.9994,30.0003,4184,1112.9,0.5143,34.6901,2,34.6878,2,207.9,2,208.6,2,116,2,32.64,2,0,2,2.23,2,2258.4,2,2358.27,2,7.5857,2,25.04,0.585,2,0.302,2,0.2464,2
3.2502E+11, I06S,11,1,16,16,2,20190418,450,-66.9994,30.0003,4184,1214.7,0.4282,34.6843,2,34.6833,2,215.5,3,210.2,2,117.4,2,32.63,2,0,2,2.25,2,-999,9,-999,9,-999,9,-999,0.633,2,0.332,2,0.2717,2
3.2502E+11, I06S,11,1,15,15,2,20190418,450,-66.9994,30.0003,4184,1317.6,0.3695,34.6821,2,34.6797,2,210.9,2,211.7,2,118.7,2,32.62,2,0,2,2.25,2,2260.1,2,2356.78,2,7.5823,2,25.06,0.637,2,0.327,2,0.3017,2
3.2502E+11, I06S,11,1,14,14,2,20190418,450,-66.9994,30.0003,4184,1418.9,0.3153,34.6802,2,34.6784,2,214.2,2,213.8,2,119.5,2,32.58,2,0,2,2.25,2,-999,9,-999,9,-999,9,-999,0.656,2,0.344,2,0.2967,2
3.2502E+11, I06S,11,1,13,13,2,20190418,450,-66.9994,30.0003,4184,1520,0.274,34.6786,2,34.6764,2,215.8,2,214.8,2,120.4,2,32.54,2,0,2,2.25,2,2261.9,2,2355.14,2,7.5852,2,25.04,0.645,2,0.335,2,0.2859,2
3.2502E+11, I06S,11,1,12,12,2,20190418,450,-66.9994,30.0003,4184,1622.9,0.2199,34.6761,2,34.6731,3,216.7,2,216.7,2,121.1,2,32.55,2,0,2,2.25,2,-999,9,-999,9,-999,9,-999,0.68,2,0.35,2,0.2518,2
3.2502E+11, I06S,11,1,11,11,2,20190418,450,-66.9994,30.0003,4184,1825.9,0.1263,34.6717,2,34.6697,2,219.4,2,220.3,2,122.1,2,32.53,2,0,2,2.25,2,2257.5,2,2357.53,2,7.5872,2,25.05,0.751,2,0.388,2,0.3318,2
3.2502E+11, I06S,11,1,10,10,2,20190418,450,-66.9994,30.0003,4184,2029.5,0.0599,34.6688,2,34.6668,2,223.7,2,223.3,2,122.3,2,32.39,2,0,2,2.25,2,-999,9,-999,9,-999,9,-999,0.804,2,0.424,2,0.359,2
3.2502E+11, I06S,11,1,9,9,2,20190418,450,-66.9994,30.0003,4184,2284.3,-0.0146,34.6651,2,34.6637,2,227,2,226.8,2,122.8,2,32.38,2,0,2,2.25,2,2257.8,2,2356.01,2,7.5899,2,25.05,0.891,2,0.465,2,0.3399,2
3.2502E+11, I06S,11,1,8,8,2,20190418,450,-66.9994,30.0003,4184,2539.6,-0.0639,34.6624,2,34.6607,2,229.8,2,229.9,2,122.3,2,32.33,2,0,2,2.25,2,-999,9,-999,9,-999,9,-999,1.005,2,0.525,2,0.4619,2
3.2502E+11, I06S,11,1,7,7,2,20190418,450,-66.9994,30.0003,4184,2795.2,-0.1034,34.6603,2,34.6584,2,231.7,2,232,2,121.6,2,32.33,2,0,2,2.24,2,2255.1,2,2353.08,2,7.5915,2,25.07,1.1,2,0.576,2,0.4758,2
3.2502E+11, I06S,11,1,6,6,2,20190418,450,-66.9994,30.0003,4184,3051.8,-0.1378,34.6583,2,34.6564,2,234.2,2,234.9,2,121.6,2,32.32,2,0,2,2.24,2,-999,9,-999,9,-999,9,-999,1.165,2,0.615,2,0.5277,2
3.2502E+11, I06S,11,1,5,5,2,20190418,450,-66.9994,30.0003,4184,3358.8,-0.1646,34.657,2,34.6554,2,237.1,2,236.8,2,121.1,2,32.17,2,0,2,2.24,2,2254.3,2,2351.79,2,7.5935,2,25.03,1.182,2,0.601,2,0.465,2
3.2502E+11, I06S,11,1,4,4,2,20190418,450,-66.9994,30.0003,4184,3667.4,-0.1881,34.6557,2,34.6535,2,239.3,2,239.1,2,122.1,2,32.22,2,0,2,2.24,2,-999,9,-999,9,-999,9,-999,1.231,2,0.653,2,0.5092,2
3.2502E+11, I06S,11,1,3,3,2,20190418,450,-66.9994,30.0003,4184,3976.1,-0.2286,34.6539,2,34.6523,2,241.3,2,241.5,2,124,2,32.18,2,0,2,2.24,2,2251.3,2,2348.13,3,7.596,2,25.02,1.227,2,0.646,2,0.4985,2
3.2502E+11, I06S,11,1,2,2,2,20190418,450,-66.9994,30.0003,4184,4118.8,-0.3043,34.6528,2,34.6513,2,240.9,2,240.9,2,137.3,2,32.47,2,0,2,2.25,2,-999,9,-999,9,-999,9,-999,-999,5,-999,5,-999,5
3.2502E+11, I06S,11,1,1,1,2,20190418,450,-66.9994,30.0003,4184,4158.1,-0.3021,34.6531,2,34.6519,2,240.7,2,240.8,2,137.4,2,32.47,2,0,2,2.25,2,2252.9,2,2357.65,2,7.5971,2,25.04,0.807,2,0.413,2,0.282,2
3.2502E+11, I06S,12,1,36,36,2,20190418,1050,-66.4999,30.0011,4366,4.8,-1.0378,34.0168,2,34.017,2,349.3,3,344.1,2,47.6,2,26.24,2,0.21,2,1.79,2,2186.6,6,-999,9,-999,9,-999,6.019,2,3.155,2,3.9374,2
3.2502E+11, I06S,12,1,35,35,2,20190418,1050,-66.4999,30.0011,4366,34.8,-1.0358,34.0147,2,34.0173,2,349.1,3,343.9,2,47.4,2,26.59,2,0.21,2,1.79,2,2186.5,2,2304.96,2,7.6625,2,25.05,6.006,2,3.16,2,3.8852,2
3.2502E+11, I06S,12,1,34,34,2,20190418,1050,-66.4999,30.0011,4366,58.4,-1.6639,34.3283,2,34.3141,2,324.2,4,319,2,57.4,2,29.14,2,0.18,2,2,2,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9
3.2502E+11, I06S,12,1,33,33,2,20190418,1050,-66.4999,30.0011,4366,83.1,-1.7195,34.3482,2,34.3456,2,307,2,310.7,2,59.9,2,30.06,2,0.19,2,2.05,2,2223.6,2,2322.55,2,7.6054,2,25.05,5.104,2,2.679,2,3.2103,2
3.2502E+11, I06S,12,1,32,32,2,20190418,1050,-66.4999,30.0011,4366,111,-1.2173,34.398,2,34.386,2,296,2,292.4,2,64.9,2,30.79,2,0.03,2,2.08,2,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9
3.2502E+11, I06S,12,1,31,31,2,20190418,1050,-66.4999,30.0011,4366,135.3,-0.4188,34.4793,2,34.4719,2,261.3,4,256.1,2,74.3,2,31.64,2,0.01,2,2.16,2,2239.2,2,2329.07,2,7.5788,2,25.1,3.425,2,1.786,2,1.9195,2
3.2502E+11, I06S,12,1,30,30,2,20190418,1050,-66.4999,30.0011,4366,165,0.1072,34.5427,2,34.5375,2,239.1,2,234,2,80.5,2,31.96,2,0.01,2,2.2,2,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9
3.2502E+11, I06S,12,1,29,29,2,20190418,1050,-66.4999,30.0011,4366,216.2,0.716,34.6186,2,34.6176,2,216.8,2,208.3,2,88,2,32.21,2,0,2,2.22,2,2251.7,2,2339.64,2,7.5641,2,25.09,1.646,2,0.865,2,0.8736,2
3.2502E+11, I06S,12,1,28,28,2,20190418,1050,-66.4999,30.0011,4366,267.9,0.9351,34.6566,2,34.6548,2,205.9,2,203.1,2,91.4,2,32.37,2,0,2,2.21,2,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9
3.2502E+11, I06S,12,1,27,27,2,20190418,1050,-66.4999,30.0011,4366,317.3,0.9671,34.6696,2,34.669,2,201.2,2,202.2,2,92.8,2,32.19,2,0,2,2.19,2,2253.2,2,2345.57,2,7.5745,2,25.11,-999,5,-999,5,-999,5
3.2502E+11, I06S,12,1,26,26,2,20190418,1050,-66.4999,30.0011,4366,367.3,0.9548,34.6768,2,34.6768,2,200.3,2,203.4,2,94.3,2,31.94,2,0,2,2.19,2,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9
3.2502E+11, I06S,12,1,25,25,2,20190418,1050,-66.4999,30.0011,4366,418.7,0.9732,34.688,2,34.6862,2,201.5,2,202.8,2,96.6,2,31.89,2,0,2,2.19,2,2253.7,2,2346.45,2,7.5818,2,25.11,0.871,2,0.463,2,0.4462,2
3.2502E+11, I06S,12,1,24,24,4,20190418,1050,-66.4999,30.0011,4366,469.9,0.923,34.6896,3,34.6841,3,202.7,3,204.5,3,97.4,3,31.83,3,0,3,2.19,3,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9
3.2502E+11, I06S,12,1,23,23,2,20190418,1050,-66.4999,30.0011,4366,539.1,0.8987,34.6945,2,34.6943,2,203.2,2,204.2,2,101.4,2,31.85,2,0,2,2.2,2,2254.3,2,2349.99,2,7.5868,2,25.1,0.745,2,0.4,2,0.3525,2
3.2502E+11, I06S,12,1,22,22,2,20190418,1050,-66.4999,30.0011,4366,641,0.8313,34.696,2,34.6964,2,205.3,2,204.7,2,104.6,2,31.96,2,0,2,2.21,2,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9
3.2502E+11, I06S,12,1,21,21,2,20190418,1050,-66.4999,30.0011,4366,742.1,0.7332,34.6939,2,34.6937,2,207.4,2,206.6,2,107.4,2,31.99,2,0,2,2.21,2,2255.9,2,2353.23,2,7.5883,2,25.07,0.673,2,0.361,2,0.3,2
3.2502E+11, I06S,12,1,20,20,2,20190418,1050,-66.4999,30.0011,4366,844.4,0.6443,34.6903,2,34.6896,2,208,2,208,2,109.6,2,32.19,2,0,2,2.22,2,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9
3.2502E+11, I06S,12,1,19,19,2,20190418,1050,-66.4999,30.0011,4366,944.9,0.5757,34.689,2,34.6935,3,209.1,2,208.6,2,112.1,2,32.34,2,0,2,2.23,2,2258,2,2356.3,2,7.5868,2,25.07,0.666,2,0.35,2,0.3093,2
3.2502E+11, I06S,12,1,18,18,2,20190418,1050,-66.4999,30.0011,4366,1046.5,0.5006,34.6859,2,34.685,2,210.2,2,209.4,2,114.6,2,32.42,2,0,2,2.24,2,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9
3.2502E+11, I06S,12,1,17,17,2,20190418,1050,-66.4999,30.0011,4366,1145.7,0.434,34.6832,2,34.6829,2,211.2,2,210.5,2,116.3,2,32.58,2,0,2,2.25,2,2258.2,2,2355.29,2,7.5849,2,25.08,0.661,2,0.334,2,0.2457,2
3.2502E+11, I06S,12,1,16,16,2,20190418,1050,-66.4999,30.0011,4366,1249.6,0.3598,34.6797,2,34.6797,2,212.2,2,212.7,2,117.7,2,32.6,2,0,2,2.25,2,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9
3.2502E+11, I06S,12,1,15,15,2,20190418,1050,-66.4999,30.0011,4366,1351.5,0.3139,34.6787,2,34.6778,2,214.4,2,213.6,2,119.2,2,32.6,2,0,2,2.25,2,2260.2,2,2354.11,2,7.5848,2,25.09,0.672,2,0.349,2,0.2752,2
3.2502E+11, I06S,12,1,14,14,2,20190418,1050,-66.4999,30.0011,4366,1440,0.2761,34.6775,2,34.6764,2,215.6,2,215.2,2,120.4,2,32.58,2,0,2,2.25,2,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9
3.2502E+11, I06S,12,1,13,13,2,20190418,1050,-66.4999,30.0011,4366,1554.4,0.2255,34.6751,2,34.6739,2,216.3,2,216.3,2,121.2,2,32.67,2,0,2,2.25,2,2260.1,2,2353.39,2,7.5857,2,25.09,0.685,2,0.36,2,0.3171,2
3.2502E+11, I06S,12,1,12,12,2,20190418,1050,-66.4999,30.0011,4366,1688.1,0.1666,34.6728,2,34.6717,2,218,2,218.6,2,122.5,2,32.59,2,0,2,2.25,2,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9
3.2502E+11, I06S,12,1,11,11,2,20190418,1050,-66.4999,30.0011,4366,1891.7,0.1,34.6701,2,34.669,2,221.1,2,221,2,123.2,2,32.53,2,0,2,2.25,2,2257.9,2,2354.47,2,7.5872,2,25.09,0.749,2,0.388,2,0.3092,2
3.2502E+11, I06S,12,1,10,10,2,20190418,1050,-66.4999,30.0011,4366,2115.2,0.0233,34.6663,2,34.6646,2,223.7,2,224.7,2,123.2,2,32.57,2,0,2,2.25,2,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9
3.2502E+11, I06S,12,1,9,9,2,20190418,1050,-66.4999,30.0011,4366,2371.1,-0.0361,34.663,2,34.6629,2,226.1,3,228.2,2,122.8,2,32.46,2,0,2,2.24,2,2255,2,2351.76,2,7.5901,2,25.09,0.956,2,0.5,2,0.4456,2
3.2502E+11, I06S,12,1,8,8,2,20190418,1050,-66.4999,30.0011,4366,2617.5,-0.0788,34.6617,2,34.6611,2,231.6,3,230.1,2,123.5,2,32.43,2,0,2,2.25,2,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9
3.2502E+11, I06S,12,1,7,7,2,20190418,1050,-66.4999,30.0011,4366,2881.1,-0.1192,34.6593,2,34.658,2,233.8,2,232.6,2,122.7,2,32.4,2,0,2,2.24,2,2256.4,2,2353.59,2,7.5923,2,25.09,1.084,2,0.565,2,0.4441,2
3.2502E+11, I06S,12,1,6,6,2,20190418,1050,-66.4999,30.0011,4366,3153.3,-0.1524,34.6573,2,34.6564,2,234.6,2,235.2,2,122.5,2,32.26,2,0,2,2.24,2,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9
3.2502E+11, I06S,12,1,5,5,2,20190418,1050,-66.4999,30.0011,4366,3460,-0.1815,34.6559,2,34.6556,2,237.8,2,237.8,2,122.4,2,32.33,2,0,2,2.23,2,2252.6,2,2351.74,2,7.5942,2,25.08,1.168,2,0.618,2,0.4583,2
3.2502E+11, I06S,12,1,4,4,2,20190418,1050,-66.4999,30.0011,4366,3767.1,-0.2033,34.6546,2,34.6531,2,240.1,2,239.9,2,122.7,2,32.3,2,0,2,2.23,2,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9
3.2502E+11, I06S,12,1,3,3,2,20190418,1050,-66.4999,30.0011,4366,4076,-0.2296,34.6532,2,34.6517,2,241.2,2,241.7,2,124.7,2,32.26,2,0,2,2.23,2,2253.3,6,2351.27,2,7.5969,2,25.07,1.209,2,0.637,2,0.5099,2
3.2502E+11, I06S,12,1,2,2,2,20190418,1050,-66.4999,30.0011,4366,4251.1,-0.2618,34.6522,2,34.6515,2,242.2,2,242.5,2,128.8,2,32.39,2,0,2,2.23,2,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9
3.2502E+11, I06S,12,1,1,1,2,20190418,1050,-66.4999,30.0011,4366,4342.5,-0.2877,34.652,2,34.6529,2,241.5,2,241.3,2,136.5,2,32.43,2,0,2,2.24,2,2255.2,2,2351.74,2,7.5987,2,25.06,0.859,2,0.441,2,0.2717,2
3.2502E+11, I06S,13,1,36,36,2,20190418,1616,-65.9999,29.9989,4601,4.4,-0.7605,33.9855,2,33.9862,2,339.9,2,343,2,47.5,2,26.61,2,0.22,2,1.77,2,2182.3,6,2303.86,2,7.6677,2,25.03,5.854,2,3.141,2,3.9591,2
3.2502E+11, I06S,13,1,35,35,2,20190418,1616,-65.9999,29.9989,4601,20.4,-0.7478,33.9861,2,33.988,2,339.9,2,342.9,2,47.4,2,26.68,2,0.22,2,1.77,2,2184.4,2,2303.46,2,7.667,2,25.06,5.864,2,3.131,2,4.0147,2
3.2502E+11, I06S,13,1,34,34,2,20190418,1616,-65.9999,29.9989,4601,42.1,-0.7415,33.9886,2,33.9913,2,339.9,2,342.7,2,47.8,2,26.74,2,0.22,2,1.79,2,-999,9,-999,9,-999,9,-999,5.854,2,3.129,2,3.887,2
3.2502E+11, I06S,13,1,33,33,2,20190418,1616,-65.9999,29.9989,4601,64.1,-1.5715,34.2926,2,34.2963,2,323.9,2,319.6,2,56.6,2,29.28,2,0.21,2,2.01,2,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9
3.2502E+11, I06S,13,1,32,32,2,20190418,1616,-65.9999,29.9989,4601,87.1,-1.654,34.347,2,34.3409,2,307.3,2,309.5,2,60.1,2,30.23,2,0.19,2,2.06,2,2223.3,2,2322.58,2,7.6021,2,25.07,5.032,2,2.701,2,3.1664,2
3.2502E+11, I06S,13,1,31,31,2,20190418,1616,-65.9999,29.9989,4601,135,-0.2351,34.4832,2,34.4764,2,250.6,2,247.2,2,75.6,2,32.27,2,0.02,2,2.19,2,-999,9,-999,9,-999,9,-999,3.218,2,1.687,2,1.882,2
3.2502E+11, I06S,13,1,30,30,2,20190418,1616,-65.9999,29.9989,4601,186.1,0.7178,34.6004,2,34.597,2,207.3,2,208.6,2,86.6,2,32.75,2,0.01,2,2.24,2,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9
3.2502E+11, I06S,13,1,29,29,2,20190418,1616,-65.9999,29.9989,4601,236.3,1.0616,34.6509,2,34.6484,2,199.8,2,197.7,2,91.1,2,32.63,2,0,2,2.24,2,2257.6,2,2348.44,2,7.563,2,25.08,1.163,2,0.634,2,0.5976,2
3.2502E+11, I06S,13,1,28,28,2,20190418,1616,-65.9999,29.9989,4601,285.7,1.1831,34.6743,2,34.6725,2,198.3,2,194.6,2,93.4,2,32.57,2,0,2,2.28,2,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9
3.2502E+11, I06S,13,1,27,27,2,20190418,1616,-65.9999,29.9989,4601,337.7,1.2059,34.691,2,34.6903,2,198.3,2,194.5,2,95.1,2,32.17,2,0,2,2.26,2,2254.9,2,2350.07,2,7.5754,2,25.09,0.753,2,0.412,2,0.4529,2
3.2502E+11, I06S,13,1,26,26,2,20190418,1616,-65.9999,29.9989,4601,387.4,1.2023,34.6969,2,34.6964,2,198.2,2,195.6,2,95.7,2,32,2,0,2,2.25,2,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9
3.2502E+11, I06S,13,1,25,25,2,20190418,1616,-65.9999,29.9989,4601,437.1,1.1369,34.7001,2,34.6996,2,198.1,2,197.8,2,97.3,2,31.97,2,0,2,2.23,2,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9
3.2502E+11, I06S,13,1,24,24,2,20190418,1616,-65.9999,29.9989,4601,488.1,1.1174,34.7031,2,34.7029,2,198,2,198.4,2,98.7,2,31.95,2,0,2,2.23,2,2255.2,2,2347.24,2,7.5842,2,25.08,0.627,2,0.338,2,0.3321,2
3.2502E+11, I06S,13,1,23,23,2,20190418,1616,-65.9999,29.9989,4601,570,1.0597,34.708,2,34.708,2,197.4,2,199,2,102.8,2,31.93,2,0,2,2.24,2,2256,2,2351.09,2,7.5859,2,25.08,0.525,2,0.277,2,0.2812,2
3.2502E+11, I06S,13,1,22,22,2,20190418,1616,-65.9999,29.9989,4601,671.1,0.9479,34.7052,2,34.7058,2,197.9,3,200.8,2,105.4,2,32.07,2,0,2,2.24,2,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9
3.2502E+11, I06S,13,1,21,21,2,20190418,1616,-65.9999,29.9989,4601,772.2,0.8581,34.7022,2,34.7035,2,198.8,3,202.4,2,108.1,2,32.14,2,0,2,2.25,2,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9
3.2502E+11, I06S,13,1,20,20,2,20190418,1616,-65.9999,29.9989,4601,873.8,0.7718,34.6988,2,34.7,2,200.4,3,203.4,2,110.3,2,32.24,2,0,2,2.25,2,2258.8,2,2355.28,2,7.5861,2,25.08,0.536,2,0.282,2,0.1958,2
