BOTTLE,20191223JHS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#BOTTLE,20190725SIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,PH_TOT,PH_TOT_FLAG_W,PH_TMP,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,SF6,SF6_FLAG_W
,,,,,,,,,,,METERS,DBAR,ITS-90,PSS-78,,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,,,DEGC,PMOL/KG,,PMOL/KG,,FMOL/KG,
3.2502E+11, I06S,25,1,22,22,2,20190422,433,-60.0135,30.0185,5304,783.8,1.3696,34.7178,2,34.718,2,194.4,2,194.4,2,97.6,2,31.63,2,0,2,2.16,2,2254.5,2,2351.1,2,7.5905,2,25.1,0.411,2,0.208,2,0.2223,2
3.2502E+11, I06S,25,1,21,21,2,20190422,433,-60.0135,30.0185,5304,884.8,1.2659,34.7206,2,34.7208,2,197,2,197.7,2,100,2,31.46,2,0,2,2.15,2,-999,9,-999,9,-999,9,-999,0.388,2,0.196,2,0.261,2
3.2502E+11, I06S,25,1,20,20,2,20190422,433,-60.0135,30.0185,5304,982.6,1.1888,34.7208,2,34.7219,2,199.3,2,200,2,101.8,2,31.4,2,0,2,2.15,2,2253.4,2,2354.22,2,7.5979,2,25.09,0.371,2,0.186,2,0.2028,2
3.2502E+11, I06S,25,1,19,19,2,20190422,433,-60.0135,30.0185,5304,1087,1.0654,34.7166,2,34.717,2,201.3,2,201.6,2,104.3,2,31.62,2,0,2,2.16,2,2254.5,2,-999,9,-999,9,-999,0.385,2,0.189,2,0.2489,2
3.2502E+11, I06S,25,1,18,18,2,20190422,433,-60.0135,30.0185,5304,1186.7,0.9522,34.7112,2,34.7117,2,202.3,2,202.4,2,106.9,2,31.85,2,0,2,2.18,2,-999,9,-999,9,-999,9,-999,0.41,2,0.209,2,0.2662,2
3.2502E+11, I06S,25,1,17,17,2,20190422,433,-60.0135,30.0185,5304,1288.8,0.852,34.7061,2,34.7062,2,203.4,2,203.4,2,110.5,2,32.01,2,0,2,2.2,2,2257.9,2,2355.69,2,7.5927,2,25.06,0.428,2,0.21,2,0.2199,2
3.2502E+11, I06S,25,1,16,16,2,20190422,433,-60.0135,30.0185,5304,1392.3,0.7627,34.7018,2,34.7015,2,204.1,2,204.1,2,112.9,2,32.23,2,0,2,2.21,2,-999,9,-999,9,-999,9,-999,0.44,2,0.219,2,0.2601,2
3.2502E+11, I06S,25,1,15,15,2,20190422,433,-60.0135,30.0185,5304,1563,0.6423,34.6963,2,34.6956,2,205.2,2,205.1,2,116.9,2,32.44,2,0,2,2.23,2,2262.8,2,2357.25,2,7.5872,2,25.06,0.478,2,0.268,2,0.9225,2
3.2502E+11, I06S,25,1,14,14,2,20190422,433,-60.0135,30.0185,5304,1765.7,0.5228,34.6905,2,34.6905,2,207,2,206.7,2,120.8,2,32.66,2,0,2,2.25,2,-999,9,-999,9,-999,9,-999,0.466,2,0.229,2,0.195,2
3.2502E+11, I06S,25,1,13,13,2,20190422,433,-60.0135,30.0185,5304,1972.6,0.418,34.6852,2,34.6845,2,208.6,2,208.3,2,123.9,2,32.96,2,0,2,2.27,2,2262.6,2,-999,9,-999,9,-999,0.465,2,0.229,2,0.1458,2
3.2502E+11, I06S,25,1,12,12,2,20190422,433,-60.0135,30.0185,5304,2203.6,0.3144,34.6808,2,34.6807,2,211.3,2,211.3,2,125.7,2,32.92,2,0,2,2.28,2,2263.3,2,2357.5,2,7.5818,2,25.1,0.472,2,0.237,2,0.143,2
3.2502E+11, I06S,25,1,11,11,2,20190422,433,-60.0135,30.0185,5304,2460.2,0.2284,34.6768,2,34.676,2,214.3,2,214.6,2,127.5,2,32.97,2,0,2,2.28,2,-999,9,-999,9,-999,9,-999,0.49,2,0.237,2,0.2219,2
3.2502E+11, I06S,25,1,10,10,2,20190422,433,-60.0135,30.0185,5304,2714.1,0.1398,34.6726,2,34.6721,2,217.8,2,218,2,127.5,2,32.89,2,0,2,2.28,2,2261,2,2356.1,2,7.5846,2,25.07,0.514,2,0.254,2,0.2456,2
3.2502E+11, I06S,25,1,9,9,2,20190422,433,-60.0135,30.0185,5304,2971.2,0.0459,34.6688,2,34.6674,2,222.5,2,222.6,2,128.6,2,32.84,2,0,2,2.26,2,-999,9,-999,9,-999,9,-999,0.543,2,0.268,2,0.2309,2
3.2502E+11, I06S,25,1,8,8,2,20190422,433,-60.0135,30.0185,5304,3265.1,-0.0333,34.6653,2,34.6627,2,227.7,3,229,2,128.8,2,32.72,2,0,2,2.26,2,2257.7,2,2354.18,2,7.5919,2,25.09,0.608,2,0.3,2,0.2314,2
3.2502E+11, I06S,25,1,7,7,2,20190422,433,-60.0135,30.0185,5304,3574.2,-0.0897,34.6627,2,34.6607,2,230.9,2,230.7,2,128.7,2,32.67,2,0,2,2.26,2,-999,9,-999,9,-999,9,-999,0.608,2,0.31,2,0.3165,2
3.2502E+11, I06S,25,1,6,6,2,20190422,433,-60.0135,30.0185,5304,3877.1,-0.1479,34.6597,2,34.6588,2,234,2,234.3,2,128.8,2,32.58,2,0,2,2.25,2,2254.3,2,2352.84,2,7.5954,2,25.08,0.645,2,0.327,2,0.216,2
3.2502E+11, I06S,25,1,5,5,2,20190422,433,-60.0135,30.0185,5304,4290.8,-0.1992,34.6565,2,34.6554,2,238,2,237.8,2,129.8,2,32.5,2,0,2,2.24,2,-999,9,-999,9,-999,9,-999,0.668,2,0.335,2,0.21,2
3.2502E+11, I06S,25,1,4,4,2,20190422,433,-60.0135,30.0185,5304,4703.5,-0.22,34.6541,2,34.6533,2,240,2,240.2,2,131.6,2,32.47,2,0,2,2.23,2,2252.2,2,2350.13,2,7.6001,2,25.06,0.689,2,0.347,2,0.227,2
3.2502E+11, I06S,25,1,3,3,2,20190422,433,-60.0135,30.0185,5304,5115.8,-0.2459,34.6514,2,34.6509,2,242.1,2,242.5,2,132.9,2,32.4,2,0,2,2.22,2,2251.2,2,2348.52,3,7.6012,2,25.09,0.731,2,0.372,2,0.3062,2
3.2502E+11, I06S,25,1,2,2,2,20190422,433,-60.0135,30.0185,5304,5210.2,-0.2525,34.6511,2,34.6501,2,243.3,2,243.1,2,133.3,2,32.39,2,0,2,2.22,2,-999,9,-999,9,-999,9,-999,0.733,2,0.373,2,0.2658,2
3.2502E+11, I06S,25,1,1,1,2,20190422,433,-60.0135,30.0185,5304,5303.9,-0.2531,34.6503,2,34.6501,2,243.1,2,243.1,2,136.3,2,32.47,2,0,2,2.23,2,2253.1,6,2354.04,2,7.6019,2,25.08,0.754,2,0.398,2,0.1858,2
3.2502E+11, I06S,26,1,36,36,2,20190422,1303,-59.5023,30.0002,5363,13,0.6115,33.8311,2,33.8328,2,341.1,4,335.9,2,44.9,2,24.59,2,0.33,2,1.69,2,2172.2,6,2294.66,2,7.6794,2,25.05,5.668,2,3.019,2,3.8139,2
3.2502E+11, I06S,26,1,35,35,2,20190422,1303,-59.5023,30.0002,5363,32,0.6129,33.8312,2,33.8328,2,341.1,4,335.9,2,44.9,2,24.73,2,0.33,2,1.7,2,2172.3,2,2297.52,2,7.6797,2,25.08,5.665,2,3.006,2,3.8868,2
3.2502E+11, I06S,26,1,34,34,2,20190422,1303,-59.5023,30.0002,5363,58.4,0.6122,33.8314,2,33.8329,2,341.2,4,336,2,44.7,2,24.8,2,0.33,2,1.71,2,2173.4,2,-999,9,-999,9,-999,5.651,2,3.003,2,3.7969,2
3.2502E+11, I06S,26,1,33,33,2,20190422,1303,-59.5023,30.0002,5363,82.4,0.466,33.8866,2,33.8879,2,339.3,4,334.1,2,47.5,2,25.45,2,0.37,2,1.78,2,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9
3.2502E+11, I06S,26,1,32,32,2,20190422,1303,-59.5023,30.0002,5363,108.7,-0.1993,34.1825,2,34.1829,2,325,4,319.8,2,62.4,2,29.36,2,0.49,2,2.05,2,2213.5,2,2313.51,2,7.6175,2,25.07,5.41,2,2.869,2,3.5379,2
3.2502E+11, I06S,26,1,31,31,2,20190422,1303,-59.5023,30.0002,5363,158.4,0.6852,34.3641,2,34.3629,2,252.8,3,247.5,2,72.9,2,32.88,2,0,2,2.22,2,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9
3.2502E+11, I06S,26,1,30,30,2,20190422,1303,-59.5023,30.0002,5363,209.3,1.3021,34.5008,2,34.5005,2,198.1,2,201.4,2,79.9,2,34.05,2,0,2,2.32,2,2256.2,2,-999,9,-999,9,-999,2.009,2,1.032,2,1.0388,2
3.2502E+11, I06S,26,1,29,29,2,20190422,1303,-59.5023,30.0002,5363,258.7,1.6687,34.5993,2,34.5995,2,184.6,2,180.3,2,84.5,2,34.06,2,0,2,2.3,2,2263.3,2,2336.43,2,7.5373,2,25.13,-999,9,-999,9,-999,9
3.2502E+11, I06S,26,1,28,28,2,20190422,1303,-59.5023,30.0002,5363,310.5,1.7128,34.6365,2,34.6366,2,182.9,2,178.7,2,86.7,2,33.58,2,0,2,2.28,2,2261.2,6,2342.3,2,7.5466,2,25.01,0.79,2,0.426,2,0.4376,2
3.2502E+11, I06S,26,1,27,27,2,20190422,1303,-59.5023,30.0002,5363,350.6,1.6819,34.6585,2,34.6595,2,179.6,2,180.1,2,88.9,2,33.14,2,0,2,2.25,2,2263.7,2,2344.38,2,7.5551,2,25.09,-999,9,-999,9,-999,9
3.2502E+11, I06S,26,1,26,26,2,20190422,1303,-59.5023,30.0002,5363,394.6,1.6711,34.6719,2,34.6719,2,181.3,2,181.3,2,89.8,2,32.89,2,0,2,2.24,2,2261,2,-999,9,-999,9,-999,0.623,2,0.334,2,0.3917,2
3.2502E+11, I06S,26,1,25,25,2,20190422,1303,-59.5023,30.0002,5363,512.1,1.5644,34.6972,2,34.6974,2,187.4,2,186.1,2,92.7,2,32.22,2,0,2,2.2,2,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9
3.2502E+11, I06S,26,1,24,24,2,20190422,1303,-59.5023,30.0002,5363,614.5,1.4804,34.7126,2,34.7131,2,190.6,2,190.8,2,94.7,2,31.73,2,0,2,2.16,2,2257.2,2,2352.72,2,7.5847,2,25.07,0.44,2,0.234,2,0.306,2
3.2502E+11, I06S,26,1,23,23,2,20190422,1303,-59.5023,30.0002,5363,716.3,1.3518,34.7152,2,34.7155,2,194.6,2,193.8,2,97.6,2,31.59,2,0,2,2.15,2,2257.2,2,2357.13,2,7.5885,2,25.07,0.426,2,0.216,2,0.2937,2
3.2502E+11, I06S,26,1,22,22,2,20190422,1303,-59.5023,30.0002,5363,816.5,1.2684,34.7209,2,34.7211,2,197.6,2,198.1,2,99.7,2,31.6,2,0,2,2.19,2,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9
3.2502E+11, I06S,26,1,21,21,2,20190422,1303,-59.5023,30.0002,5363,919.7,1.1374,34.7164,2,34.717,2,198.7,2,199.4,2,102.8,2,31.55,2,0,2,2.15,2,2256.9,2,2356.98,2,7.5942,2,25.09,0.404,2,0.207,2,0.2244,2
3.2502E+11, I06S,26,1,20,20,2,20190422,1303,-59.5023,30.0002,5363,1019.5,1.0349,34.7126,2,34.7125,2,200.2,2,200.7,2,105.4,2,31.69,2,0,2,2.16,2,2258.2,2,2354.56,2,7.5937,2,25.08,0.412,2,0.207,2,0.221,2
3.2502E+11, I06S,26,1,19,19,2,20190422,1303,-59.5023,30.0002,5363,1123,0.9401,34.7094,2,34.71,2,201.4,2,201.8,2,108,2,31.85,2,0,2,2.17,2,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9
3.2502E+11, I06S,26,1,18,18,2,20190422,1303,-59.5023,30.0002,5363,1223.4,0.8504,34.7053,2,34.7053,2,202.2,2,202.6,2,110.1,2,32.05,2,0,2,2.19,2,2259.4,2,-999,9,-999,9,-999,-999,5,-999,5,-999,5
3.2502E+11, I06S,26,1,17,17,2,20190422,1303,-59.5023,30.0002,5363,1326.2,0.7661,34.7015,2,34.7002,2,203.1,2,202.9,2,112.7,2,32.21,2,0,2,2.21,2,2261.4,2,2357.07,2,7.5887,2,24.71,0.447,2,0.221,2,0.1592,2
3.2502E+11, I06S,26,1,16,16,2,20190422,1303,-59.5023,30.0002,5363,1424.6,0.6803,34.6974,2,34.6972,2,203.9,2,203.7,2,115.5,2,32.46,2,0,2,2.23,2,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9
3.2502E+11, I06S,26,1,15,15,2,20190422,1303,-59.5023,30.0002,5363,1630.2,0.5542,34.6916,2,34.6911,2,205.4,2,205.3,2,119.6,2,32.75,2,0,2,2.25,2,2261.6,2,2359.44,2,7.5821,2,25.1,0.462,2,0.228,2,0.2026,2
3.2502E+11, I06S,26,1,14,14,2,20190422,1303,-59.5023,30.0002,5363,1832.9,0.4665,34.6875,2,34.6872,2,207.1,2,206.5,2,122.4,2,32.88,2,0,2,2.26,2,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9
3.2502E+11, I06S,26,1,13,13,2,20190422,1303,-59.5023,30.0002,5363,2038.5,0.3802,34.6839,2,34.6827,2,209.2,2,209.1,2,124.5,2,32.89,2,0,2,2.27,2,2261.8,2,2359.06,2,7.5807,2,25.15,0.473,2,0.232,2,0.1854,2
3.2502E+11, I06S,26,1,12,12,2,20190422,1303,-59.5023,30.0002,5363,2291,0.2776,34.6792,2,34.6782,2,212.8,2,212.6,2,126.7,2,33.01,2,0,2,2.28,2,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9
3.2502E+11, I06S,26,1,11,11,2,20190422,1303,-59.5023,30.0002,5363,2547.7,0.1711,34.6743,2,34.6729,2,216.4,2,216.6,2,127.6,2,32.93,2,0,2,2.27,2,2259.9,2,2358.65,2,7.5832,2,25.06,0.505,2,0.247,2,0.2238,2
3.2502E+11, I06S,26,1,10,10,2,20190422,1303,-59.5023,30.0002,5363,2801,0.0865,34.6706,2,34.669,2,220,2,220.4,2,128.1,2,32.87,2,0,2,2.26,2,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9
3.2502E+11, I06S,26,1,9,9,2,20190422,1303,-59.5023,30.0002,5363,3057.8,0.02,34.6677,2,34.666,2,224,2,224.4,2,128.1,2,32.74,2,0,2,2.27,2,2256.9,2,2355.71,2,7.5883,2,25.09,0.556,2,0.276,2,0.2058,2
3.2502E+11, I06S,26,1,8,8,2,20190422,1303,-59.5023,30.0002,5363,3367.1,-0.0591,34.6642,2,34.6625,2,228.2,2,228.4,2,128,2,32.69,2,0,2,2.25,2,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9
3.2502E+11, I06S,26,1,7,7,2,20190422,1303,-59.5023,30.0002,5363,3676.2,-0.1008,34.6617,2,34.6615,2,231.2,2,232,2,127.6,2,32.57,2,0,2,2.25,2,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9
3.2502E+11, I06S,26,1,6,6,2,20190422,1303,-59.5023,30.0002,5363,3982.7,-0.1506,34.6595,2,34.658,2,235.3,2,234.8,2,128.6,2,32.46,2,0,2,2.24,2,2253.1,2,2356,2,7.5966,2,25.1,0.653,2,0.332,2,0.2429,2
3.2502E+11, I06S,26,1,5,5,2,20190422,1303,-59.5023,30.0002,5363,4391.5,-0.1965,34.6566,2,34.6548,2,238.7,2,237.9,2,130,2,32.37,2,0,2,2.24,2,-999,9,-999,9,-999,9,-999,0.675,2,0.338,2,0.2331,2
3.2502E+11, I06S,26,1,4,4,2,20190422,1303,-59.5023,30.0002,5363,4807.4,-0.2219,34.6541,2,34.6531,2,241.1,2,240.6,2,132.4,2,32.45,2,0,2,2.23,2,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9
3.2502E+11, I06S,26,1,3,3,2,20190422,1303,-59.5023,30.0002,5363,5220.4,-0.2407,34.6516,2,34.6509,2,243,2,242.9,2,136.3,2,32.37,2,0,2,2.23,2,2250.5,2,2354.41,2,7.6009,2,25.08,0.737,2,0.368,2,0.2063,2
3.2502E+11, I06S,26,1,2,2,2,20190422,1303,-59.5023,30.0002,5363,5293.1,-0.2474,34.6505,2,34.6499,2,242.8,2,243.2,2,134.4,2,32.36,2,0,2,2.23,2,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9
3.2502E+11, I06S,26,1,1,1,2,20190422,1303,-59.5023,30.0002,5363,5362.7,-0.2488,34.6503,2,34.6501,2,242.8,2,243.6,2,135.1,2,32.39,2,0,2,2.23,2,2249.8,6,2353.4,2,7.6015,2,25.1,0.788,2,0.399,2,0.2741,2
3.2502E+11, I06S,27,1,36,36,2,20190422,2021,-59.0132,30.0035,5550,12.2,0.7292,33.8558,2,33.8572,2,330.4,2,335.8,2,42.7,2,24.29,2,0.34,2,1.69,2,2174,6,2298.64,2,7.6797,2,25.07,5.673,2,3.018,2,3.9596,2
3.2502E+11, I06S,27,1,35,35,2,20190422,2021,-59.0132,30.0035,5550,43.7,0.7307,33.8561,2,33.8582,2,330.4,2,336,2,42.3,2,24.55,2,0.33,2,1.69,2,2173.4,2,2298.32,2,7.6794,2,25.05,5.673,2,2.998,2,3.8208,2
3.2502E+11, I06S,27,1,34,34,2,20190422,2021,-59.0132,30.0035,5550,68.4,0.7339,33.8579,2,33.8589,2,330.1,2,335.9,2,42.7,2,24.61,2,0.34,2,1.72,2,2172.2,2,-999,9,-999,9,-999,5.689,2,3.016,2,3.8107,2
3.2502E+11, I06S,27,1,33,33,2,20190422,2021,-59.0132,30.0035,5550,94.1,0.7208,33.8627,2,33.8695,2,329,2,335.3,2,43.7,2,24.89,2,0.35,2,1.75,2,2172.9,2,2293.32,2,7.6764,2,25.02,5.68,2,2.989,2,3.8359,2
3.2502E+11, I06S,27,1,32,32,2,20190422,2021,-59.0132,30.0035,5550,124,-0.1696,34.1797,2,34.1823,2,327.4,2,320.7,2,62.8,2,29.5,2,0.57,2,2.07,2,-999,9,-999,9,-999,9,-999,5.431,2,2.883,2,3.5191,2
3.2502E+11, I06S,27,1,31,31,2,20190422,2021,-59.0132,30.0035,5550,175.5,0.5079,34.3457,2,34.346,2,256.4,2,257.3,2,72.8,2,32.42,2,0,2,2.21,2,2233.8,2,-999,9,-999,9,-999,3.74,2,1.931,2,2.1908,2
3.2502E+11, I06S,27,1,30,30,2,20190422,2021,-59.0132,30.0035,5550,225.5,1.3704,34.5296,2,34.5299,2,191,2,195.7,2,82.7,2,34.03,2,0,2,2.32,2,2255.9,2,-999,9,-999,9,-999,1.75,2,0.902,2,0.7586,2
3.2502E+11, I06S,27,1,29,29,2,20190422,2021,-59.0132,30.0035,5550,273.9,1.6564,34.6064,2,34.6064,2,181.7,2,180.9,2,85.7,2,33.89,2,0,2,2.31,2,2259.3,2,2348.91,2,7.5407,2,25.08,0.994,2,0.535,2,0.4708,2
3.2502E+11, I06S,27,1,28,28,2,20190422,2021,-59.0132,30.0035,5550,327.3,1.6466,34.6388,2,34.6423,2,182,2,180.3,2,88.4,2,33.41,2,0,2,2.27,2,2261.2,6,2349.25,2,7.5505,3,25.07,0.776,2,0.428,2,0.4231,2
3.2502E+11, I06S,27,1,27,27,2,20190422,2021,-59.0132,30.0035,5550,377.9,1.6961,34.6693,2,34.6688,2,182.7,2,180.7,2,89.5,2,32.96,2,0,2,2.24,2,2259.7,2,2348.99,2,7.5586,3,25.06,0.613,2,0.337,2,0.3459,2
3.2502E+11, I06S,27,1,26,26,2,20190422,2021,-59.0132,30.0035,5550,446.1,1.6751,34.6914,2,34.6919,2,184.6,2,183.1,2,90.8,2,32.34,2,0,2,2.21,2,-999,9,-999,9,-999,9,-999,0.512,2,0.271,2,0.3388,2
3.2502E+11, I06S,27,1,25,25,2,20190422,2021,-59.0132,30.0035,5550,549,1.5959,34.7113,2,34.7111,2,188.6,2,188.5,2,92.6,2,31.73,2,0,2,2.15,2,2257.2,2,2352.41,2,7.5826,2,25.1,0.43,2,0.222,2,0.2705,2
3.2502E+11, I06S,27,1,24,24,2,20190422,2021,-59.0132,30.0035,5550,650.7,1.4419,34.7158,2,34.7157,2,191.7,2,192.6,2,95.9,2,31.5,2,0,2,2.15,2,2257,2,-999,9,-999,9,-999,0.412,2,0.211,2,0.2415,2
3.2502E+11, I06S,27,1,23,23,2,20190422,2021,-59.0132,30.0035,5550,750.8,1.3092,34.7171,2,34.717,2,194.3,2,195.4,2,98,2,31.51,2,0,2,2.17,2,2258,2,2364.4,2,7.5909,2,25.07,0.408,2,0.21,2,0.2323,2
3.2502E+11, I06S,27,1,22,22,2,20190422,2021,-59.0132,30.0035,5550,852.6,1.215,34.7167,2,34.7213,3,196.4,2,197.7,2,101.2,2,31.5,2,0,2,2.17,2,-999,9,-999,9,-999,9,-999,0.403,2,0.202,2,0.2277,2
3.2502E+11, I06S,27,1,21,21,2,20190422,2021,-59.0132,30.0035,5550,954.7,1.098,34.7132,2,34.7117,2,198.1,2,199.3,2,104.2,2,31.67,2,0,2,2.16,2,2256.8,2,2364.61,2,7.592,2,25.07,0.422,2,0.217,2,0.2553,2
3.2502E+11, I06S,27,1,20,20,2,20190422,2021,-59.0132,30.0035,5550,1055.1,0.977,34.7104,2,34.7098,2,200.4,2,201.2,2,107.1,2,31.79,2,0,2,2.17,2,-999,9,-999,9,-999,9,-999,0.421,2,0.212,2,0.3538,2
3.2502E+11, I06S,27,1,19,19,2,20190422,2021,-59.0132,30.0035,5550,1156.6,0.8846,34.7071,2,34.707,2,202.1,2,202.5,2,109.9,2,31.95,2,0,2,2.18,2,2259.8,2,2361.04,2,7.6019,4,25.05,0.427,2,0.212,2,0.2243,2
3.2502E+11, I06S,27,1,18,18,2,20190422,2021,-59.0132,30.0035,5550,1258.6,0.7984,34.7036,2,34.7033,2,203.3,2,203.7,2,112.1,2,32.05,2,0,2,2.19,2,-999,9,-999,9,-999,9,-999,0.435,2,0.218,2,0.2962,2
3.2502E+11, I06S,27,1,17,17,2,20190422,2021,-59.0132,30.0035,5550,1358.5,0.7123,34.6996,2,34.6986,2,204.8,2,204.2,2,114.6,2,32.28,2,0,2,2.2,2,2261.1,2,2360.6,2,-999,5,-999,0.448,2,0.221,2,0.2025,2
3.2502E+11, I06S,27,1,16,16,2,20190422,2021,-59.0132,30.0035,5550,1491.4,0.6311,34.6955,2,34.6986,3,205.6,2,204.7,2,116.9,2,32.57,2,0,2,2.22,2,-999,9,-999,9,-999,9,-999,0.401,2,0.233,2,0.2086,2
3.2502E+11, I06S,27,1,15,15,2,20190422,2021,-59.0132,30.0035,5550,1694.1,0.5019,34.6893,2,34.6882,2,207.5,3,205.8,2,121.3,2,32.88,2,0,2,2.25,2,2262.3,2,2361.3,2,7.582,2,25.1,0.46,2,0.226,2,0.1387,2
3.2502E+11, I06S,27,1,14,14,2,20190422,2021,-59.0132,30.0035,5550,1899.3,0.3973,34.6847,2,34.6835,2,209.9,2,208.9,2,123.3,2,33.02,2,0,2,2.26,2,-999,9,-999,9,-999,9,-999,0.463,2,0.228,2,0.277,2
3.2502E+11, I06S,27,1,13,13,2,20190422,2021,-59.0132,30.0035,5550,2124.2,0.3131,34.6812,2,34.685,3,212.8,3,211.7,2,124.9,2,32.97,2,0,2,2.26,2,2262.6,2,-999,9,-999,9,-999,0.482,2,0.234,2,0.2351,2
3.2502E+11, I06S,27,1,12,12,2,20190422,2021,-59.0132,30.0035,5550,2378,0.2146,34.6767,2,34.6748,2,216.6,3,215.2,2,127.1,2,33.04,2,0,2,2.26,2,2261.2,2,2360.01,2,7.5838,2,25.02,0.496,2,0.247,2,0.1664,2
3.2502E+11, I06S,27,1,11,11,2,20190422,2021,-59.0132,30.0035,5550,2632.5,0.1173,34.6721,2,34.6717,2,220.1,2,219.1,2,127.3,2,32.95,2,0,2,2.26,2,-999,9,-999,9,-999,9,-999,0.538,2,0.268,2,0.2644,2
3.2502E+11, I06S,27,1,10,10,2,20190422,2021,-59.0132,30.0035,5550,2890.3,0.0258,34.6682,2,34.666,2,224.2,2,223.8,2,127.7,2,32.96,2,0,2,2.25,2,2257.2,2,2359.2,2,7.5876,2,25.09,0.58,2,0.284,2,0.2961,2
3.2502E+11, I06S,27,1,9,9,2,20190422,2021,-59.0132,30.0035,5550,3162.3,-0.0497,34.6647,2,34.6625,2,228,2,227.6,2,127.6,2,32.9,2,0,2,2.25,2,-999,9,-999,9,-999,9,-999,0.634,2,0.319,2,0.2397,2
3.2502E+11, I06S,27,1,8,8,2,20190422,2021,-59.0132,30.0035,5550,3470.3,-0.1146,34.6602,2,34.6578,2,229.2,3,233.1,2,125.2,2,32.7,2,0,2,2.23,2,2253.8,2,-999,9,-999,9,-999,0.883,2,0.45,2,0.3197,2
3.2502E+11, I06S,27,1,7,7,2,20190422,2021,-59.0132,30.0035,5550,3811.9,-0.1209,34.6584,2,34.656,2,230.1,3,235,2,124.4,2,32.6,2,0,2,2.24,2,2255.7,2,2352.77,2,7.5947,2,25.07,-999,5,-999,5,-999,5
3.2502E+11, I06S,27,1,6,6,2,20190422,2021,-59.0132,30.0035,5550,4224.8,-0.1385,34.6589,2,34.657,2,241.2,3,235.2,2,129.1,2,32.74,2,0,2,2.25,2,-999,9,-999,9,-999,9,-999,0.705,2,0.349,2,0.2914,2
3.2502E+11, I06S,27,1,5,5,2,20190422,2021,-59.0132,30.0035,5550,4635.9,-0.1815,34.6559,2,34.6542,2,238.6,2,238.9,2,130.1,2,32.67,2,0,2,2.25,2,2253.3,2,2357.2,2,7.599,2,25.08,0.725,2,0.358,2,0.2367,2
3.2502E+11, I06S,27,1,4,4,2,20190422,2021,-59.0132,30.0035,5550,5049.2,-0.2059,34.6535,2,34.6519,2,240.8,2,241.1,2,132.2,2,32.67,2,0,2,2.25,2,-999,9,-999,9,-999,9,-999,0.728,2,0.355,2,0.1981,2
3.2502E+11, I06S,27,1,3,3,2,20190422,2021,-59.0132,30.0035,5550,5462.8,-0.2105,34.6513,2,34.6495,2,242.2,2,242.7,2,133.7,2,32.67,2,0,2,2.24,2,2252.4,2,2356.58,2,7.6014,2,25.1,0.776,2,0.381,2,0.1979,2
3.2502E+11, I06S,27,1,2,2,2,20190422,2021,-59.0132,30.0035,5550,5505.3,-0.2108,34.651,2,34.6495,2,241.8,2,242.9,2,133.9,2,32.67,2,0,2,2.24,2,-999,9,-999,9,-999,9,-999,0.802,2,0.39,2,0.2896,2
3.2502E+11, I06S,27,1,1,1,2,20190422,2021,-59.0132,30.0035,5550,5547.3,-0.2129,34.6507,2,34.6493,2,242.1,2,242.9,2,135.3,2,32.71,2,0,2,2.25,2,2252.5,6,2358.98,2,7.601,2,25.04,0.799,2,0.389,2,0.2183,2
3.2502E+11, I06S,28,1,36,36,2,20190423,423,-58.5001,30.0011,5514,13.2,0.7561,33.8583,2,33.8601,2,331.8,2,335.9,2,42.5,2,24.44,2,0.33,2,1.63,2,2174.5,6,-999,9,-999,9,-999,5.939,2,3.014,2,3.9161,2
