BOTTLE,20191227JHS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#BOTTLE,20020919WHPSIOSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W
,,,,,,,,,,,,DBAR,ITS-90,PSS-78,,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PMOL/KG,,PMOL/KG,,UMOL/KG,,UMOL/KG,
      06MT18_1,  A01E,571,1,20,    B48,2,19910908,1222,59.145,-34.0367,2855,1957.7,3.3042,34.948,2,34.946,2,275.9,2,12.5,2,16.7,2,-999,9,1.09,2,-999,9,-999,9,-999,9,-999,9
      06MT18_1,  A01E,571,1,24,    B41,2,19910908,1222,59.145,-34.0367,2855,1957.9,3.3042,34.9467,2,34.946,2,276.3,2,12.6,2,16.7,2,-999,9,1.08,3,-999,9,-999,9,-999,9,-999,9
      06MT18_1,  A01E,571,1,17,    K19,2,19910908,1222,59.145,-34.0367,2855,1957.9,3.3042,34.9467,2,34.946,2,276.5,2,12.4,2,16.7,2,-999,9,1.1,2,1.347,2,0.632,2,-999,9,-999,9
      06MT18_1,  A01E,571,1,23,     K1,2,19910908,1222,59.145,-34.0367,2855,1958.1,3.3042,34.9478,2,34.946,2,279.3,4,12.99,4,16.7,2,-999,9,1.09,2,1.332,2,0.624,2,-999,9,-999,9
      06MT18_1,  A01E,573,1,23,     K1,4,19910909,35,59.1367,-33.9933,2734,13,8.8021,34.7343,2,34.728,2,293.7,2,3.32,2,8.01,2,0.17,2,0.61,2,3.973,2,1.911,2,2082.5,2,-999,9
      06MT18_1,  A01E,573,1,22,     K3,2,19910909,35,59.1367,-33.9933,2734,62.5,7.1997,34.7889,2,34.812,2,287.6,2,5.66,2,12.99,2,0.41,2,0.92,2,-999,9,-999,9,2121.7,2,-999,9
      06MT18_1,  A01E,573,1,21,    B35,2,19910909,35,59.1367,-33.9933,2734,104.1,4.9758,34.8936,2,34.895,2,288,2,9.08,2,17.29,2,0.02,2,1.11,2,4.244,2,1.992,2,2144.4,2,-999,9
      06MT18_1,  A01E,573,1,20,    B48,2,19910909,35,59.1367,-33.9933,2734,204.2,4.5831,34.9072,2,34.908,2,283.2,2,9.77,2,17.58,2,0,2,1.14,2,3.74,2,1.783,2,2147.6,2,-999,9
      06MT18_1,  A01E,573,1,19,    B36,2,19910909,35,59.1367,-33.9933,2734,304.4,4.2414,34.9032,2,34.904,2,279.4,2,10.16,2,17.87,2,0,2,1.15,2,3.317,2,1.574,2,2151.1,2,-999,9
      06MT18_1,  A01E,573,1,18,    K17,2,19910909,35,59.1367,-33.9933,2734,405.8,4.0565,34.9129,2,34.912,2,275.7,2,10.65,2,18.17,2,0,2,1.16,2,-999,9,-999,9,2152.6,2,-999,9
      06MT18_1,  A01E,573,1,17,    K19,2,19910909,35,59.1367,-33.9933,2734,505.3,3.8287,34.9011,2,34.9,2,282.3,2,10.55,2,17.97,2,0,2,1.16,2,2.943,2,1.404,2,2151.6,2,-999,9
      06MT18_1,  A01E,573,1,16,    B39,2,19910909,35,59.1367,-33.9933,2734,606.8,3.7518,34.9066,2,34.905,2,279.9,2,10.74,2,17.97,2,0,2,1.17,2,-999,9,-999,9,2151.3,2,-999,9
      06MT18_1,  A01E,573,1,15,    K15,2,19910909,35,59.1367,-33.9933,2734,808.3,3.515,34.8974,2,34.897,2,284.6,2,10.74,2,17.68,2,0,2,1.16,2,2.569,2,1.215,2,2150,2,-999,9
      06MT18_1,  A01E,573,1,14,     K7,2,19910909,35,59.1367,-33.9933,2734,1009.1,3.3301,34.8817,2,34.882,2,291,2,10.55,2,17.38,2,0,2,1.15,2,-999,9,-999,9,2148.2,2,-999,9
      06MT18_1,  A01E,573,1,13,    B42,2,19910909,35,59.1367,-33.9933,2734,1137.1,3.2202,34.8702,2,34.87,2,294.6,2,10.06,2,17.29,2,0,2,1.13,2,3.081,2,1.458,2,2151.2,2,-999,9
      06MT18_1,  A01E,573,1,12,    B44,2,19910909,35,59.1367,-33.9933,2734,1246.2,3.2042,34.8697,2,34.87,2,293.8,2,10.06,2,17.29,2,0,2,1.14,2,2.919,2,1.382,2,2149,2,-999,9
      06MT18_1,  A01E,573,1,11,    B46,2,19910909,35,59.1367,-33.9933,2734,1490.7,3.4031,34.916,2,34.915,2,282.2,2,10.94,2,17.38,2,0,2,1.14,2,2.077,2,0.975,2,2152.9,2,-999,9
      06MT18_1,  A01E,573,1,10,    B45,2,19910909,35,59.1367,-33.9933,2734,1580,3.4251,34.9271,2,34.926,2,279.8,2,11.13,2,17.38,2,0,2,1.14,2,1.842,2,0.869,2,2154.7,2,-999,9
      06MT18_1,  A01E,573,1,9,    B40,2,19910909,35,59.1367,-33.9933,2734,1771.7,3.3501,34.9348,2,34.934,2,277.8,2,11.82,2,17.38,2,0,2,1.14,2,1.443,2,0.675,2,2154.5,2,-999,9
      06MT18_1,  A01E,573,1,8,    B52,2,19910909,35,59.1367,-33.9933,2734,2077.1,3.2522,34.9455,2,34.946,2,275.9,2,12.79,2,17.29,2,0,2,1.14,2,1.248,2,0.582,2,2155.2,2,-999,9
      06MT18_1,  A01E,573,1,7,    B37,2,19910909,35,59.1367,-33.9933,2734,2281.2,3.1633,34.9474,2,34.946,2,276,2,13.28,2,17.29,2,0,2,1.14,2,1.156,2,0.54,2,2155.2,2,-999,9
      06MT18_1,  A01E,573,1,6,    B49,2,19910909,35,59.1367,-33.9933,2734,2484.3,2.9734,34.9406,2,34.94,2,277.3,2,13.87,2,17.09,2,0,2,1.14,2,-999,9,-999,9,2156.3,2,-999,9
      06MT18_1,  A01E,573,1,5,    B51,2,19910909,35,59.1367,-33.9933,2734,2534.6,2.9495,34.939,2,34.94,3,277.3,2,13.97,2,17.09,2,0,2,1.15,2,1.187,2,0.553,2,2156.1,2,-999,9
      06MT18_1,  A01E,573,1,4,    K30,2,19910909,35,59.1367,-33.9933,2734,2585.8,2.9315,34.9391,2,34.937,4,277.3,2,13.97,2,17.09,2,0,2,1.15,2,1.187,2,0.548,2,2155.6,2,-999,9
      06MT18_1,  A01E,573,1,3,    K22,2,19910909,35,59.1367,-33.9933,2734,2635.1,2.9335,34.9381,2,34.938,2,277.7,2,13.97,2,17.09,2,0,2,1.15,2,-999,9,-999,9,2155.8,2,-999,9
      06MT18_1,  A01E,573,1,2,    K31,2,19910909,35,59.1367,-33.9933,2734,2686.4,2.9345,34.9373,2,34.938,2,277.7,2,13.97,2,17.09,2,0,2,1.17,2,1.179,2,0.55,2,2155.8,2,-999,9
      06MT18_1,  A01E,573,1,1,    B50,2,19910909,35,59.1367,-33.9933,2734,2736.7,2.9125,34.9375,2,34.937,2,278,2,13.97,2,16.99,2,0,2,1.16,2,1.184,2,0.552,2,2154.2,2,-999,9
      06MT18_1,  A01E,574,1,24,    B41,2,19910909,453,59.0767,-33.4033,2521,8,9.0269,34.696,2,34.701,2,292.3,2,4.1,3,8.5,3,0.19,2,0.63,2,3.979,2,1.917,2,-999,9,-999,9
      06MT18_1,  A01E,574,1,23,     K1,2,19910909,453,59.0767,-33.4033,2521,28.8,8.6473,34.6897,2,34.7,2,292.5,2,3.81,2,8.5,2,0.19,2,0.63,2,3.988,2,1.91,2,-999,9,-999,9
      06MT18_1,  A01E,574,1,22,     K3,2,19910909,453,59.0767,-33.4033,2521,58.5,7.2916,34.7836,2,34.799,2,281.3,2,6.64,2,14.26,2,0.13,2,0.93,2,-999,9,-999,9,-999,9,-999,9
      06MT18_1,  A01E,574,1,21,    B35,2,19910909,453,59.0767,-33.4033,2521,98.1,5.846,34.889,2,34.902,2,280.1,2,8.79,2,16.6,2,0.01,2,1.06,2,4.076,2,1.925,2,-999,9,-999,9
      06MT18_1,  A01E,574,1,20,    B48,2,19910909,453,59.0767,-33.4033,2521,198.2,5.8799,34.9945,2,34.991,2,279.6,2,8.98,2,16.7,2,0.01,2,1.07,2,3.827,2,1.816,2,-999,9,-999,9
      06MT18_1,  A01E,574,1,19,    B36,2,19910909,453,59.0767,-33.4033,2521,296.5,5.1806,34.938,2,34.938,2,278.8,2,9.38,2,17.29,2,0,2,1.11,2,-999,9,-999,9,-999,9,-999,9
      06MT18_1,  A01E,574,1,18,    K17,2,19910909,453,59.0767,-33.4033,2521,390.9,4.9278,34.9442,2,34.944,2,263.1,2,10.55,2,18.26,2,0,2,1.17,2,2.928,2,1.39,2,-999,9,-999,9
      06MT18_1,  A01E,574,1,17,    K19,2,19910909,453,59.0767,-33.4033,2521,491.3,4.4642,34.9068,2,34.923,2,270.5,2,10.65,2,18.17,2,0.01,2,1.17,2,-999,9,-999,9,-999,9,-999,9
      06MT18_1,  A01E,574,1,16,    B39,2,19910909,453,59.0767,-33.4033,2521,591.9,4.0705,34.886,2,34.895,2,280.2,2,10.45,2,18.07,2,0.01,2,1.16,2,3.213,2,1.53,2,-999,9,-999,9
      06MT18_1,  A01E,574,1,14,     K7,4,19910909,453,59.0767,-33.4033,2521,794.3,-999,-999,9,34.896,2,280.3,2,10.74,3,18.17,3,0,2,1.17,2,2.794,2,1.31,2,-999,9,-999,9
      06MT18_1,  A01E,574,1,15,    K15,2,19910909,453,59.0767,-33.4033,2521,794.3,3.7968,34.8985,2,34.896,2,280.7,2,10.65,2,18.07,2,0,2,1.16,2,-999,9,-999,9,-999,9,-999,9
      06MT18_1,  A01E,574,1,13,    B42,2,19910909,453,59.0767,-33.4033,2521,1184.1,3.479,34.8991,2,34.901,2,285.1,2,10.84,2,17.58,2,0,2,1.15,2,2.462,2,1.166,2,-999,9,-999,9
      06MT18_1,  A01E,574,1,12,    B44,2,19910909,453,59.0767,-33.4033,2521,1389.5,3.4481,34.9094,2,34.907,2,284.2,2,10.94,2,17.48,2,0,2,1.13,2,-999,9,-999,9,-999,9,-999,9
      06MT18_1,  A01E,574,1,11,    B46,2,19910909,453,59.0767,-33.4033,2521,1592,3.4171,34.914,2,34.912,2,283.2,2,11.04,2,17.29,2,0,2,1.14,2,2.166,2,1.021,2,-999,9,-999,9
      06MT18_1,  A01E,574,1,10,    B45,2,19910909,453,59.0767,-33.4033,2521,1795.8,3.4431,34.9354,2,34.935,2,279.1,2,11.62,2,17.29,2,0,2,1.14,2,1.709,2,0.8,2,-999,9,-999,9
      06MT18_1,  A01E,574,1,9,    B40,2,19910909,453,59.0767,-33.4033,2521,1996.7,3.4071,34.9525,2,34.952,2,276.1,2,12.11,2,17.19,2,0,2,1.13,2,1.514,2,0.713,2,-999,9,-999,9
      06MT18_1,  A01E,574,1,8,    B52,2,19910909,453,59.0767,-33.4033,2521,2197.7,3.2612,34.9489,2,34.95,2,275.7,2,12.99,2,17.19,2,0,2,1.14,2,1.302,2,0.607,2,-999,9,-999,9
      06MT18_1,  A01E,574,1,7,    B37,2,19910909,453,59.0767,-33.4033,2521,2250,3.2332,34.949,2,34.95,2,275.5,2,13.18,2,17.19,2,0,2,1.15,2,1.295,2,0.601,2,-999,9,-999,9
      06MT18_1,  A01E,574,1,6,    B49,2,19910909,453,59.0767,-33.4033,2521,2299.3,3.2192,34.9477,2,34.949,2,275.8,2,13.28,2,17.19,2,0,2,1.14,2,1.254,2,0.587,2,-999,9,-999,9
      06MT18_1,  A01E,574,1,5,    B51,2,19910909,453,59.0767,-33.4033,2521,2348.5,3.2162,34.9479,2,34.949,2,275.6,2,13.38,2,17.19,2,0,2,1.14,2,-999,9,-999,9,-999,9,-999,9
      06MT18_1,  A01E,574,1,4,    K30,2,19910909,453,59.0767,-33.4033,2521,2398.8,3.2192,34.9475,2,34.949,2,275.7,2,13.57,2,17.19,2,0,2,1.14,2,1.233,2,0.578,2,-999,9,-999,9
      06MT18_1,  A01E,574,1,3,    K22,2,19910909,453,59.0767,-33.4033,2521,2449.1,3.2192,34.9466,2,34.949,2,275.7,2,13.57,2,17.19,2,0,2,1.14,2,-999,9,-999,9,-999,9,-999,9
      06MT18_1,  A01E,574,1,2,    K31,2,19910909,453,59.0767,-33.4033,2521,2499.4,3.2172,34.9467,2,34.949,2,275.5,2,13.67,2,17.19,2,0,2,1.14,2,-999,9,-999,9,-999,9,-999,9
      06MT18_1,  A01E,574,1,1,    B50,2,19910909,453,59.0767,-33.4033,2521,2524.5,3.2172,34.9458,2,34.949,2,275.7,2,13.57,2,17.19,2,0,2,1.15,2,1.224,2,0.576,2,-999,9,-999,9
      06MT18_1,  A01E,575,1,24,    B41,2,19910909,920,59.0133,-32.7717,2063,10,9.1708,34.7284,2,34.73,2,290.9,2,4.4,2,8.69,2,0.16,2,0.63,2,3.978,2,1.911,2,2088.2,2,-999,9
      06MT18_1,  A01E,575,1,23,     K1,2,19910909,920,59.0133,-32.7717,2063,29.8,8.923,34.7256,2,34.863,4,276.9,2,3.91,2,8.69,2,0.16,2,0.63,2,4.022,2,1.909,2,2129.1,2,-999,9
      06MT18_1,  A01E,575,1,22,     K3,2,19910909,920,59.0133,-32.7717,2063,58.5,7.3306,34.8354,2,34.882,4,275.9,2,7.23,2,14.45,2,0.05,2,0.95,2,-999,9,-999,9,2128.1,2,-999,9
      06MT18_1,  A01E,575,1,21,    B35,2,19910909,920,59.0133,-32.7717,2063,93.2,6.5973,34.9309,2,34.884,2,275.8,2,7.42,2,14.65,2,0.05,2,0.95,2,-999,9,-999,9,2129,2,-999,9
      06MT18_1,  A01E,575,1,20,    B48,2,19910909,920,59.0133,-32.7717,2063,242.9,6.1557,35.0008,2,35.004,2,270,2,8.98,2,16.5,2,0,2,1.07,2,3.592,2,1.709,2,2144.1,2,-999,9
      06MT18_1,  A01E,575,1,19,    B36,2,19910909,920,59.0133,-32.7717,2063,345.2,6.0668,35.0318,2,35.033,2,273.5,2,8.79,2,16.41,2,0,2,1.05,2,3.623,2,1.731,2,2143.9,2,-999,9
      06MT18_1,  A01E,575,1,18,    K17,2,19910909,920,59.0133,-32.7717,2063,442.6,5.6571,34.9914,2,34.995,2,273.5,2,9.28,2,16.8,2,0,2,1.07,2,3.544,2,1.691,2,2146,2,-999,9
      06MT18_1,  A01E,575,1,16,    B39,4,19910909,920,59.0133,-32.7717,2063,538.1,-999,-999,9,34.97,2,263.7,2,10.06,2,17.58,2,0,2,1.14,2,3.047,2,1.453,2,-999,9,-999,9
      06MT18_1,  A01E,575,1,17,    K19,2,19910909,920,59.0133,-32.7717,2063,538.1,5.2615,34.9687,2,34.97,2,264.1,2,10.06,2,17.58,2,0,2,1.14,2,-999,9,-999,9,2152.6,2,-999,9
      06MT18_1,  A01E,575,1,15,    K15,2,19910909,920,59.0133,-32.7717,2063,847.2,4.0607,34.9075,2,34.908,2,277.3,2,10.25,2,17.78,2,0,2,1.15,2,-999,9,-999,9,2152.4,2,-999,9
      06MT18_1,  A01E,575,1,14,     K7,4,19910909,920,59.0133,-32.7717,2063,847.2,-999,-999,9,34.909,2,277.4,2,10.25,2,17.78,2,0,2,1.15,2,2.985,2,1.401,2,-999,9,-999,9
      06MT18_1,  A01E,575,1,13,    B42,2,19910909,920,59.0133,-32.7717,2063,1095.1,3.7398,34.9134,2,34.912,2,281.2,2,10.45,2,17.38,2,0,2,1.13,2,-999,9,-999,9,2152.2,2,-999,9
      06MT18_1,  A01E,575,1,12,    B44,2,19910909,920,59.0133,-32.7717,2063,1183.1,3.6679,34.9103,2,34.907,2,284.2,2,10.45,2,17.29,2,0,2,1.12,2,2.72,2,1.282,2,2153.2,2,-999,9
      06MT18_1,  A01E,575,1,11,    B46,2,19910909,920,59.0133,-32.7717,2063,1285.3,3.481,34.891,2,34.89,2,289.6,2,10.26,2,17.19,2,0,2,1.12,2,-999,9,-999,9,2152.3,2,-999,9
      06MT18_1,  A01E,575,1,10,    B45,2,19910909,920,59.0133,-32.7717,2063,1393.5,3.507,34.9021,2,34.903,2,285.7,2,10.45,2,17.09,2,0,2,1.13,2,2.621,2,1.228,2,-999,9,-999,9
      06MT18_1,  A01E,575,1,9,    B40,2,19910909,920,59.0133,-32.7717,2063,1493.7,3.3971,34.8896,2,34.891,2,288.5,2,10.26,2,16.99,2,0,2,1.13,2,2.709,2,1.278,2,2152.4,2,-999,9
      06MT18_1,  A01E,575,1,8,    B52,2,19910909,920,59.0133,-32.7717,2063,1595,3.458,34.9048,2,34.906,2,285.2,2,10.65,2,17.09,2,0,2,1.13,2,2.426,2,1.136,2,2152.1,2,-999,9
      06MT18_1,  A01E,575,1,7,    B37,2,19910909,920,59.0133,-32.7717,2063,1692.4,3.469,34.9143,2,34.914,2,282.5,2,10.74,2,16.9,2,0,2,1.13,2,-999,9,-999,9,2153.1,2,-999,9
      06MT18_1,  A01E,575,1,6,    B49,2,19910909,920,59.0133,-32.7717,2063,1787.8,3.3751,34.9051,2,34.905,2,284.5,2,10.84,2,16.99,2,0,2,1.13,2,2.248,2,1.047,2,2152.9,2,-999,9
      06MT18_1,  A01E,575,1,5,    B51,2,19910909,920,59.0133,-32.7717,2063,1842,3.3641,34.907,2,34.907,2,283.9,2,10.74,2,16.9,2,0,2,1.12,2,-999,9,-999,9,2153.2,2,-999,9
      06MT18_1,  A01E,575,1,4,    K30,2,19910909,920,59.0133,-32.7717,2063,1899.2,3.3811,34.9161,2,34.915,2,281.8,2,10.84,2,16.9,2,0,2,1.12,2,-999,9,-999,9,-999,9,-999,9
      06MT18_1,  A01E,575,1,3,    K22,4,19910909,920,59.0133,-32.7717,2063,1899.2,-999,-999,9,34.915,2,282,2,10.84,2,16.9,2,0,2,1.13,2,-999,9,-999,9,2153.4,2,-999,9
      06MT18_1,  A01E,575,1,2,    K31,2,19910909,920,59.0133,-32.7717,2063,1994.7,3.4111,34.9241,2,34.927,2,279.9,2,11.23,2,16.9,2,0,2,1.13,2,1.845,2,0.858,2,2152.5,2,-999,9
      06MT18_1,  A01E,576,1,24,    B41,2,19910909,1401,58.9417,-32.1283,1752,11.8,9.3955,34.7252,2,34.731,2,293.2,2,4.2,2,8.11,3,0.17,2,0.61,2,3.906,2,1.883,2,-999,9,-999,9
      06MT18_1,  A01E,576,1,23,     K1,2,19910909,1401,58.9417,-32.1283,1752,40,8.7951,34.741,2,34.754,2,283,2,4,2,9.28,3,0.18,2,0.67,2,3.921,2,1.882,2,-999,9,-999,9
      06MT18_1,  A01E,576,1,22,     K3,2,19910909,1401,58.9417,-32.1283,1752,90,6.5024,34.9776,2,34.977,2,277.2,2,8.4,2,16.51,3,0.01,2,1.07,2,-999,9,-999,9,-999,9,-999,9
      06MT18_1,  A01E,576,1,21,    B35,2,19910909,1401,58.9417,-32.1283,1752,126.7,6.4414,35.0026,2,35.001,2,276.6,2,8.79,2,16.7,3,0,2,1.09,2,-999,9,-999,9,-999,9,-999,9
      06MT18_1,  A01E,576,1,20,    B48,2,19910909,1401,58.9417,-32.1283,1752,173.1,6.4444,35.0398,2,35.042,2,277,2,8.89,2,16.6,3,0,2,1.09,2,3.818,2,1.818,2,-999,9,-999,9
      06MT18_1,  A01E,576,1,19,    B36,2,19910909,1401,58.9417,-32.1283,1752,202.7,6.3255,35.042,2,35.044,2,279,2,8.69,2,16.6,3,0,2,1.09,2,3.816,2,1.815,2,-999,9,-999,9
      06MT18_1,  A01E,576,1,18,    K17,2,19910909,1401,58.9417,-32.1283,1752,302.9,6.4284,35.0871,2,35.089,2,278.5,2,8.4,2,16.41,3,0,2,1.08,2,3.701,2,1.768,2,-999,9,-999,9
      06MT18_1,  A01E,576,1,17,    K19,2,19910909,1401,58.9417,-32.1283,1752,367.9,6.2116,35.0634,2,35.069,2,275.9,2,8.79,2,16.89,3,0,2,1.11,2,-999,9,-999,9,-999,9,-999,9
      06MT18_1,  A01E,576,1,16,    B39,2,19910909,1401,58.9417,-32.1283,1752,468.4,5.6501,35.0061,2,35.006,2,270.2,2,9.57,2,17.68,3,0,2,1.18,2,3.314,2,1.586,2,-999,9,-999,9
      06MT18_1,  A01E,576,1,15,    K15,2,19910909,1401,58.9417,-32.1283,1752,569.4,4.8928,34.9314,2,34.933,2,279.7,2,9.77,2,17.87,3,0,2,1.19,2,-999,9,-999,9,-999,9,-999,9
      06MT18_1,  A01E,576,1,14,     K7,4,19910909,1401,58.9417,-32.1283,1752,569.4,-999,-999,9,34.933,2,279.8,2,9.77,2,17.87,3,0.01,3,1.2,2,3.647,2,1.696,2,-999,9,-999,9
      06MT18_1,  A01E,576,1,13,    B42,2,19910909,1401,58.9417,-32.1283,1752,727.7,4.3523,34.9137,2,34.914,2,278.6,2,10.45,2,18.36,3,0,2,1.23,2,-999,9,-999,9,-999,9,-999,9
      06MT18_1,  A01E,576,1,12,    B44,2,19910909,1401,58.9417,-32.1283,1752,829.2,4.1465,34.9174,2,34.918,2,275.7,2,10.94,2,18.56,3,0,2,1.24,2,2.789,2,1.322,2,-999,9,-999,9
      06MT18_1,  A01E,576,1,11,    B46,2,19910909,1401,58.9417,-32.1283,1752,1030.6,3.7868,34.9143,2,34.913,2,280.8,2,10.74,2,18.26,3,0,2,1.22,2,-999,9,-999,9,-999,9,-999,9
      06MT18_1,  A01E,576,1,10,    B45,2,19910909,1401,58.9417,-32.1283,1752,1131.8,3.6529,34.9071,2,34.906,2,284,2,10.84,2,18.07,3,0,2,1.22,2,2.691,2,1.266,2,-999,9,-999,9
      06MT18_1,  A01E,576,1,9,    B40,2,19910909,1401,58.9417,-32.1283,1752,1233.1,3.6109,34.9073,2,34.905,2,284.7,2,10.74,2,17.97,3,0,2,1.22,2,-999,9,-999,9,-999,9,-999,9
      06MT18_1,  A01E,576,1,8,    B52,2,19910909,1401,58.9417,-32.1283,1752,1333.4,3.6559,34.9232,2,34.924,2,279.9,2,11.04,2,17.97,3,0,2,1.22,2,-999,9,-999,9,-999,9,-999,9
      06MT18_1,  A01E,576,1,7,    B37,2,19910909,1401,58.9417,-32.1283,1752,1434.5,3.6369,34.9273,2,34.927,2,278.6,2,11.13,2,17.87,3,0,2,1.22,2,2.123,2,0.993,2,-999,9,-999,9
      06MT18_1,  A01E,576,1,6,    B49,2,19910909,1401,58.9417,-32.1283,1752,1483.7,3.6109,34.9255,2,34.926,2,279.4,2,11.23,2,17.87,3,0,2,1.22,2,-999,9,-999,9,-999,9,-999,9
      06MT18_1,  A01E,576,1,5,    B51,2,19910909,1401,58.9417,-32.1283,1752,1534.7,3.5819,34.9237,2,34.924,2,280.1,2,11.33,2,17.78,3,0,2,1.22,2,2.127,2,0.996,2,-999,9,-999,9
      06MT18_1,  A01E,576,1,4,    K30,2,19910909,1401,58.9417,-32.1283,1752,1585.8,3.546,34.9247,2,34.925,2,280.4,2,11.33,2,17.78,3,0,2,1.23,2,2.072,2,0.965,2,-999,9,-999,9
      06MT18_1,  A01E,576,1,3,    K22,2,19910909,1401,58.9417,-32.1283,1752,1636.6,3.552,34.9254,2,34.926,2,279.7,2,11.33,2,17.87,3,0,2,1.23,2,-999,9,-999,9,-999,9,-999,9
      06MT18_1,  A01E,576,1,2,    K31,2,19910909,1401,58.9417,-32.1283,1752,1686.6,3.544,34.926,2,34.926,2,280.7,2,11.33,2,17.78,3,0,2,1.19,2,2.042,2,0.958,2,-999,9,-999,9
      06MT18_1,  A01E,577,2,22,     K3,2,19910909,2040,58.8817,-31.49,1550,9.3,9.948,34.7857,2,34.79,2,291.1,2,3.42,2,7.33,2,0.18,2,0.57,2,3.751,2,1.819,2,2074.3,2,2365,2
      06MT18_1,  A01E,577,2,21,    B35,2,19910909,2040,58.8817,-31.49,1550,54.3,8.2826,34.8828,2,34.879,2,276,2,5.08,2,11.82,2,0.15,2,0.81,2,3.916,2,1.871,2,2110,2,2352,2
      06MT18_1,  A01E,577,2,20,    B48,2,19910909,2040,58.8817,-31.49,1550,82.7,6.7841,34.97,2,34.971,2,275.9,2,7.91,2,15.73,2,0,2,1.03,2,-999,9,-999,9,2138,2,2362,2
      06MT18_1,  A01E,577,2,19,    B36,2,19910909,2040,58.8817,-31.49,1550,123.5,6.5383,34.9784,2,34.981,2,276.3,2,8.69,2,16.21,2,0,2,1.05,2,3.853,2,1.831,2,2141.7,2,-999,9
      06MT18_1,  A01E,577,2,18,    K17,2,19910909,2040,58.8817,-31.49,1550,223.7,6.5413,35.051,2,35.052,2,274.4,2,8.69,2,16.31,2,0,2,1.06,2,-999,9,-999,9,2142,2,-999,9
      06MT18_1,  A01E,577,2,17,    K19,2,19910909,2040,58.8817,-31.49,1550,324.5,6.5973,35.0958,2,35.096,2,278.2,2,8.3,2,15.92,2,0,2,1.05,2,3.713,2,1.779,2,2146.7,2,2391,2
      06MT18_1,  A01E,577,2,16,    B39,2,19910909,2040,58.8817,-31.49,1550,421.8,6.5233,35.0974,2,35.097,2,273.3,2,8.79,2,16.31,2,0,2,1.06,2,3.499,2,1.685,2,-999,9,-999,9
      06MT18_1,  A01E,577,2,15,    K15,2,19910909,2040,58.8817,-31.49,1550,519.8,6.2166,35.0719,2,35.071,2,264.2,2,9.57,2,16.99,2,0,2,1.11,2,-999,9,-999,9,2150.7,2,2386,2
      06MT18_1,  A01E,577,2,14,     K7,2,19910909,2040,58.8817,-31.49,1550,618.4,5.785,35.0361,2,35.036,2,257.5,2,10.35,2,17.78,2,0,2,1.16,2,2.808,2,1.325,2,2154.1,2,-999,9
      06MT18_1,  A01E,577,2,13,    B42,2,19910909,2040,58.8817,-31.49,1550,717.6,5.3504,35.0192,2,35.018,2,249.7,2,10.94,2,18.46,2,0,2,1.2,2,-999,9,-999,9,2160.4,2,2384,2
      06MT18_1,  A01E,577,2,12,    B44,2,19910909,2040,58.8817,-31.49,1550,817.1,4.8059,34.9843,2,34.984,2,253.4,2,11.23,2,18.56,2,0,2,1.22,2,2.051,2,0.959,2,2160,2,-999,9
      06MT18_1,  A01E,577,2,11,    B46,2,19910909,2040,58.8817,-31.49,1550,918.5,4.4362,34.9717,2,34.972,2,262.9,2,10.84,2,17.97,2,0,2,1.18,2,-999,9,-999,9,2156.5,2,-999,9
      06MT18_1,  A01E,577,2,10,    B45,2,19910909,2040,58.8817,-31.49,1550,1011.1,4.2124,34.9693,2,34.969,2,268,2,10.84,2,17.68,2,0,2,1.16,2,2.06,2,0.965,2,2156.1,2,2385,2
      06MT18_1,  A01E,577,2,9,    B40,2,19910909,2040,58.8817,-31.49,1550,1103.2,4.0795,34.9688,2,34.97,2,270.3,2,10.84,2,17.39,2,0,2,1.15,2,2.064,2,0.968,2,2155.3,2,-999,9
      06MT18_1,  A01E,577,2,8,    B52,2,19910909,2040,58.8817,-31.49,1550,1192.8,4.0256,34.9724,2,34.972,2,271.2,2,10.84,2,17.29,2,0,2,1.15,2,-999,9,-999,9,2155.1,2,-999,9
      06MT18_1,  A01E,577,2,7,    B37,2,19910909,2040,58.8817,-31.49,1550,1294.6,4.0006,34.9725,2,34.972,2,272.1,2,10.84,2,17.29,2,0,2,1.14,2,2.082,2,0.969,2,-999,9,2392,2
      06MT18_1,  A01E,577,2,6,    B49,2,19910909,2040,58.8817,-31.49,1550,1369.7,3.9926,34.9706,2,34.972,2,271.6,2,10.94,2,17.19,2,0,2,1.14,2,2.064,2,0.971,2,2154.5,2,-999,9
